game_id,possession_number,offense_team,defense_team,start_time,end_time,ended_in_def_foul
0022500789,144,OKC,MIL,2182,2182,False
0022500789,145,MIL,OKC,2182,2205,False
0022500789,146,OKC,MIL,2218,2221,False
0022500789,147,MIL,OKC,2238,2238,False
0022500789,148,OKC,MIL,2239,2253,False
0022500789,149,MIL,OKC,2270,2270,False
0022500789,150,OKC,MIL,2289,2292,False
0022500789,151,MIL,OKC,2303,2305,False
0022500789,152,OKC,MIL,2314,2314,False
0022500789,153,OKC,MIL,2314,2330,False
0022500789,154,MIL,OKC,2346,2367,False
0022500789,155,OKC,MIL,2382,2398,False
0022500789,156,MIL,OKC,2414,2424,False
0022500789,157,OKC,MIL,2440,2440,False
0022500789,158,OKC,MIL,2440,2457,False
0022500789,159,OKC,MIL,2468,2479,False
0022500789,160,MIL,OKC,2488,2488,False
0022500789,161,OKC,MIL,2503,2503,False
0022500789,162,MIL,OKC,2525,2529,False
0022500789,163,OKC,MIL,2535,2538,False
0022500789,164,MIL,OKC,2549,2568,False
0022500789,165,OKC,MIL,2572,2572,False
0022500789,166,MIL,OKC,2599,2599,False
0022500789,167,OKC,MIL,2604,2625,False
0022500789,168,MIL,OKC,2643,2646,False
0022500789,169,OKC,MIL,2652,2656,False
0022500789,170,MIL,OKC,2666,2669,False
0022500789,171,OKC,MIL,2683,2686,False
0022500789,172,MIL,OKC,2686,2704,False
0022500789,173,MIL,OKC,2704,2704,False
0022500789,174,OKC,MIL,2717,2717,False
0022500789,175,MIL,OKC,2728,2728,False
0022500789,176,OKC,MIL,2740,2740,False
0022500789,177,MIL,OKC,2750,2750,False
0022500789,178,MIL,OKC,2762,2780,False
0022500789,179,OKC,MIL,2795,2796,False
0022500789,180,MIL,OKC,2813,2815,False
0022500789,181,OKC,MIL,2818,2820,False
0022500789,182,MIL,OKC,2833,2835,False
0022500789,183,MIL,OKC,2839,2878,False
