season,as_of_utc_date,game_id,game_date_et,game_status,game_status_text,away_team,home_team,matchup,possessions,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_used_in_model,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlledgame,beta_L_t,irr_L_t,p_value_L_t,fit_status,wmi_controlledgame_percentile
2025-26,2026-03-24,22500046,2025-11-14T20:30:00-05:00,3,Final,LAC,DAL,LAC @ DAL,249,249,1,0,1,248,0.3097894146505086,0.259087457656986,1.1956943707427492,0.1787270800145671,1.195694370742749,0.4680256354064681,ok,89.21001926782274
2025-26,2026-03-24,22500047,2025-11-14T21:30:00-05:00,3,Final,GSW,SAS,GSW @ SAS,193,193,0,1,1,192,0.2154978463802317,0.170266615667641,1.2656494377082217,0.2355853799328504,1.2656494377082217,0.52250982076442,ok,91.90751445086705
2025-26,2026-03-24,22500048,2025-11-21T19:00:00-05:00,3,Final,IND,CLE,IND @ CLE,205,205,29,0,29,176,0.327374525884911,0.2950293291007267,1.109633834991169,0.1040300825160648,1.109633834991169,0.7139055779021627,ok,84.8747591522158
2025-26,2026-03-24,22500049,2025-11-21T19:30:00-05:00,3,Final,BKN,BOS,BKN @ BOS,192,192,9,0,9,183,0.2359412357576441,0.2512040047228339,0.9392415380398494,-0.0626826038421595,0.9392415380398492,0.8438471424432409,ok,73.98843930635837
2025-26,2026-03-24,22500050,2025-11-21T19:30:00-05:00,3,Final,WAS,TOR,WAS @ TOR,209,209,82,1,82,127,0.1040819658869639,0.214522615413072,0.4851794561918325,-0.7232364437158316,0.4851794561918323,0.1895996800629867,ok,22.350674373795762
2025-26,2026-03-24,22500051,2025-11-21T20:00:00-05:00,3,Final,MIA,CHI,MIA @ CHI,217,217,142,0,142,75,0.2300534629395222,0.3589674194010498,0.6408756073834632,-0.4449199011377999,0.6408756073834632,0.3285256475142533,ok,40.944123314065514
2025-26,2026-03-24,22500052,2025-11-21T20:30:00-05:00,3,Final,NOP,DAL,NOP @ DAL,210,210,1,1,2,208,0.1881882049434556,0.249429896231802,0.7544733321324368,-0.2817353464851193,0.7544733321324368,0.3889375436284354,ok,55.00963391136801
2025-26,2026-03-24,22500053,2025-11-21T21:00:00-05:00,3,Final,MIN,PHX,MIN @ PHX,206,206,15,1,16,190,0.2976649111434437,0.2927299009322545,1.0168585791730629,0.0167180505368091,1.0168585791730624,0.9520291807041604,ok,79.57610789980733
2025-26,2026-03-24,22500054,2025-11-21T21:30:00-05:00,3,Final,DEN,HOU,DEN @ HOU,188,188,0,4,4,184,0.2166942980512862,0.2512713183340546,0.8623916947146365,-0.1480457093067129,0.8623916947146363,0.6534144086828761,ok,66.95568400770713
2025-26,2026-03-24,22500055,2025-11-21T22:00:00-05:00,3,Final,OKC,UTA,OKC @ UTA,205,205,77,0,77,128,0.2108076382178098,0.2109922265230986,0.9991251416778208,-0.0008752412340663,0.999125141677821,0.9983513190653804,ok,78.32369942196532
2025-26,2026-03-24,22500056,2025-11-21T22:00:00-05:00,3,Final,POR,GSW,POR @ GSW,201,201,0,1,1,200,0.1749876741109036,0.3000140883844805,0.5832648561711866,-0.5391138970441874,0.5832648561711865,0.0890553969988796,ok,32.75529865125241
2025-26,2026-03-24,22500057,2025-11-25T19:00:00-05:00,3,Final,ATL,WAS,ATL @ WAS,205,205,183,0,183,22,0.0857485121185564,0.4836530098015164,0.1772934529110989,-1.7299489931991263,0.1772934529110989,0.1468106547605578,ok,3.7572254335260116
2025-26,2026-03-24,22500058,2025-11-25T20:00:00-05:00,3,Final,ORL,PHI,ORL @ PHI,211,211,127,1,127,84,0.3962735027776692,0.2420050627969581,1.6374595564149088,0.4931459898496854,1.637459556414909,0.225631467274506,ok,97.495183044316
2025-26,2026-03-24,22500059,2025-11-25T23:00:00-05:00,3,Final,LAC,LAL,LAC @ LAL,191,191,12,0,12,179,0.2361685186095284,0.2896722454223023,0.8152956396123737,-0.2042044835277777,0.8152956396123736,0.5138669822817551,ok,60.78998073217726
2025-26,2026-03-24,22500060,2025-11-26T17:00:00-05:00,3,Final,DET,BOS,DET @ BOS,192,192,0,3,3,189,0.2220680542047142,0.2552424768115077,0.8700278142525146,-0.1392300974393607,0.8700278142525147,0.6602521931930981,ok,68.01541425818883
2025-26,2026-03-24,22500061,2025-11-26T19:00:00-05:00,3,Final,NYK,CHA,NYK @ CHA,196,196,110,0,110,86,0.0943718622623448,0.2398043331570067,0.3935369349667124,-0.9325803528440858,0.3935369349667126,0.1592082252461972,ok,13.776493256262043
2025-26,2026-03-24,22500062,2025-11-26T19:30:00-05:00,3,Final,MIL,MIA,MIL @ MIA,200,200,0,0,0,200,0.0891739765762325,0.1418038677098179,0.6288543325116831,-0.4638556349338184,0.6288543325116832,0.3983457830398996,ok,38.921001926782274
2025-26,2026-03-24,22500063,2025-11-26T19:30:00-05:00,3,Final,IND,TOR,IND @ TOR,200,200,0,0,0,200,0.1993911070026243,0.2225494433185549,0.8959407133506869,-0.1098810363318081,0.895940713350687,0.743325675123595,ok,70.42389210019267
2025-26,2026-03-24,22500064,2025-11-26T19:30:00-05:00,3,Final,MIN,OKC,MIN @ OKC,197,197,0,2,2,195,0.2156153242078642,0.3836074120768332,0.5620728834214453,-0.5761237516936393,0.5620728834214453,0.0401761866047443,ok,30.443159922928707
2025-26,2026-03-24,22500065,2025-11-26T20:00:00-05:00,3,Final,MEM,NOP,MEM @ NOP,216,216,15,1,16,200,0.1469516986436301,0.1970436938282194,0.7457822972591095,-0.293321548098499,0.7457822972591094,0.4784867560049823,ok,54.6242774566474
2025-26,2026-03-24,22500066,2025-11-26T22:00:00-05:00,3,Final,HOU,GSW,HOU @ GSW,180,180,0,3,3,177,0.21419597692801,0.3225741755583495,0.6640208459256054,-0.409441735532226,0.6640208459256053,0.1882176333249402,ok,44.50867052023121
2025-26,2026-03-24,22500067,2025-11-26T22:00:00-05:00,3,Final,SAS,POR,SAS @ POR,203,203,0,0,0,203,0.2096754402073738,0.2841546209754437,0.7378920655507963,-0.3039577177188224,0.7378920655507963,0.3162053487755362,ok,53.179190751445084
2025-26,2026-03-24,22500068,2025-11-26T22:00:00-05:00,3,Final,PHX,SAC,PHX @ SAC,192,192,114,0,114,78,0.1187757512946048,0.163501425655368,0.7264508600980831,-0.3195844374912552,0.7264508600980829,0.6855368072535462,ok,52.215799614643544
2025-26,2026-03-24,22500069,2025-11-28T19:30:00-05:00,3,Final,CLE,ATL,CLE @ ATL,212,212,0,1,1,211,0.1064443156529265,0.1875414292981836,0.5675776069920219,-0.5663777865674886,0.5675776069920218,0.2123886925384669,ok,30.828516377649322
2025-26,2026-03-24,22500070,2025-11-28T19:30:00-05:00,3,Final,PHI,BKN,PHI @ BKN,196,196,65,0,65,131,0.2151628989991519,0.1624917952575612,1.3241462355567133,0.2807679012319335,1.3241462355567135,0.5384277734992611,ok,93.25626204238921
2025-26,2026-03-24,22500071,2025-11-28T19:30:00-05:00,3,Final,CHI,CHA,CHI @ CHA,213,213,0,1,1,212,0.1567888492490146,0.202401897773654,0.7746412013604317,-0.2553553228171705,0.7746412013604318,0.4862844709771123,ok,56.74373795761078
2025-26,2026-03-24,22500072,2025-11-28T19:30:00-05:00,3,Final,ORL,DET,ORL @ DET,207,207,0,1,1,206,0.3199442234799352,0.2815549144914107,1.1363475010119053,0.1278191722995533,1.1363475010119053,0.6270752975808966,ok,86.51252408477842
2025-26,2026-03-24,22500073,2025-11-28T19:30:00-05:00,3,Final,WAS,IND,WAS @ IND,200,200,82,0,82,118,0.2915312969128144,0.1553196400885252,1.8769763871887328,0.6296621774446519,1.8769763871887328,0.1466645408751942,ok,98.65125240847784
2025-26,2026-03-24,22500074,2025-11-28T19:30:00-05:00,3,Final,MIL,NYK,MIL @ NYK,185,185,0,1,1,184,0.1379530407417136,0.3740550731843257,0.3688040896419912,-0.9974896983102292,0.3688040896419912,0.0039419738788168,ok,12.235067437379577
2025-26,2026-03-24,22500075,2025-11-28T21:30:00-05:00,3,Final,PHX,OKC,PHX @ OKC,211,211,3,2,5,206,0.186846425961156,0.2746578778419534,0.68028788188873,-0.3852392146830116,0.68028788188873,0.2228110909065588,ok,47.01348747591522
2025-26,2026-03-24,22500076,2025-11-28T21:30:00-05:00,3,Final,SAS,DEN,SAS @ DEN,201,201,10,3,13,188,0.264035616091694,0.284384667700046,0.9284453280378144,-0.0742437819501164,0.9284453280378142,0.8023963445533957,ok,73.02504816955684
2025-26,2026-03-24,22500077,2025-11-28T21:30:00-05:00,3,Final,SAC,UTA,SAC @ UTA,206,206,14,3,17,189,0.1512956923392525,0.2917442275888577,0.5185901828791857,-0.6566413361007408,0.5185901828791857,0.0649433430388538,ok,26.107899807321772
2025-26,2026-03-24,22500078,2025-11-28T22:00:00-05:00,3,Final,DAL,LAL,DAL @ LAL,188,188,0,0,0,188,0.3130497872256938,0.2481019813774721,1.2617786665290975,0.2325223656386353,1.2617786665290975,0.4300009837387522,ok,91.61849710982659
2025-26,2026-03-24,22500079,2025-11-28T22:00:00-05:00,3,Final,MEM,LAC,MEM @ LAC,196,196,16,2,18,178,0.0770854778249147,0.2386488452198342,0.3230079649197821,-1.1300782968691414,0.3230079649197822,0.0222263795773003,ok,8.766859344894026
2025-26,2026-03-24,22500080,2025-10-22T19:00:00-04:00,3,Final,BKN,CHA,BKN @ CHA,211,211,90,0,90,121,0.4262265714248433,0.381590614006507,1.1169734154351478,0.1106227198353063,1.116973415435148,0.712293721630002,ok,85.45279383429673
2025-26,2026-03-24,22500081,2025-10-22T19:00:00-04:00,3,Final,MIA,ORL,MIA @ ORL,219,219,0,1,1,218,0.1738386315830024,0.2909820123958278,0.5974205420867278,-0.5151339879748887,0.5974205420867278,0.1006736064179114,ok,34.68208092485549
2025-26,2026-03-24,22500082,2025-10-22T19:30:00-04:00,3,Final,TOR,ATL,TOR @ ATL,224,224,63,0,63,161,0.2707296574230711,0.2355239765662699,1.1494781184067486,0.1393080292911119,1.1494781184067486,0.6733340106019651,ok,86.80154142581888
2025-26,2026-03-24,22500083,2025-10-22T19:30:00-04:00,3,Final,PHI,BOS,PHI @ BOS,199,199,0,3,3,196,0.2793492527799048,0.2906817199452838,0.9610141732768328,-0.0397661216535545,0.9610141732768328,0.8879942517186689,ok,75.43352601156069
2025-26,2026-03-24,22500084,2025-10-22T20:00:00-04:00,3,Final,DET,CHI,DET @ CHI,210,210,105,2,107,103,0.1732251668495475,0.2427975659075101,0.7134551213562618,-0.3376357433339423,0.7134551213562618,0.5169782550982903,ok,50.96339113680154
2025-26,2026-03-24,22500085,2025-10-22T20:00:00-04:00,3,Final,NOP,MEM,NOP @ MEM,216,216,3,3,6,210,0.3063939456263746,0.3446064657073932,0.8891125852714993,-0.1175314088866177,0.8891125852714994,0.6368411773530938,ok,70.23121387283237
2025-26,2026-03-24,22500086,2025-10-22T20:00:00-04:00,3,Final,WAS,MIL,WAS @ MIL,214,214,104,0,104,110,0.4979733585229243,0.1713646335512702,2.905928418269203,1.066752932452831,2.9059284182692036,0.0045750820262301,ok,99.71098265895954
2025-26,2026-03-24,22500087,2025-10-22T21:00:00-04:00,3,Final,LAC,UTA,LAC @ UTA,189,189,153,0,153,36,1.8623954786407543e-10,0.2494956799232335,7.464640186209992e-10,-21.01567370021679,7.464640186209988e-10,0.9986957004094028,ok,0.9633911368015413
2025-26,2026-03-24,22500088,2025-10-22T22:00:00-04:00,3,Final,SAC,PHX,SAC @ PHX,201,201,50,3,53,148,0.1534106804333025,0.3022367494323286,0.5075844705233354,-0.678092137535567,0.5075844705233356,0.0909023140251382,ok,24.470134874759154
2025-26,2026-03-24,22500089,2025-10-22T22:00:00-04:00,3,Final,MIN,POR,MIN @ POR,206,206,0,0,0,206,0.3347461717589883,0.2457114325778164,1.362354890234807,0.3092147393035015,1.362354890234807,0.2544496967688898,ok,94.1233140655106
2025-26,2026-03-24,22500090,2025-10-24T19:00:00-04:00,3,Final,ATL,ORL,ATL @ ORL,204,204,0,1,1,203,0.2589912339896489,0.2782695880651503,0.9307205857113364,-0.0717961695099554,0.9307205857113364,0.8065760243497805,ok,73.3140655105973
2025-26,2026-03-24,22500091,2025-10-24T19:30:00-04:00,3,Final,CLE,BKN,CLE @ BKN,207,207,72,3,75,132,0.244666145315369,0.2282341585232235,1.0719961766392363,0.0695224960743733,1.0719961766392363,0.8561386985512507,ok,83.04431599229287
2025-26,2026-03-24,22500092,2025-10-24T18:30:00-04:00,3,Final,MIL,TOR,MIL @ TOR,208,208,0,1,1,207,0.1365539832764389,0.284707016806963,0.4796298482837366,-0.7347406219777363,0.4796298482837367,0.0364121616651117,ok,21.483622350674374
2025-26,2026-03-24,22500093,2025-10-24T20:00:00-04:00,3,Final,DET,HOU,DET @ HOU,198,198,0,1,1,197,0.2554683763692171,0.3739391092107485,0.6831817535973151,-0.3809943441283054,0.683181753597315,0.1477706019061977,ok,47.398843930635834
2025-26,2026-03-24,22500094,2025-10-24T20:00:00-04:00,3,Final,MIA,MEM,MIA @ MEM,226,226,177,0,177,49,0.1190247935097178,0.2174130575209484,0.5474592688539395,-0.6024672148462349,0.5474592688539399,0.4634453292430266,ok,28.80539499036609
2025-26,2026-03-24,22500095,2025-10-24T20:00:00-04:00,3,Final,SAS,NOP,SAS @ NOP,209,209,0,2,2,207,0.2113958007421406,0.3081003611411589,0.6861264295801578,-0.3766933685578211,0.6861264295801578,0.2000760342479314,ok,47.687861271676304
2025-26,2026-03-24,22500096,2025-10-24T20:30:00-04:00,3,Final,WAS,DAL,WAS @ DAL,216,216,5,0,5,211,0.2571338887347646,0.2269542844621468,1.1329765787155754,0.1248483099130279,1.1329765787155757,0.6801046641399437,ok,86.22350674373796
2025-26,2026-03-24,22500097,2025-10-24T22:00:00-04:00,3,Final,GSW,POR,GSW @ POR,220,220,60,0,60,160,0.0187423302207519,0.2250460469414333,0.0832822014671047,-2.485520420501458,0.0832822014671047,0.0150450507653944,ok,2.697495183044316
2025-26,2026-03-24,22500098,2025-10-24T22:00:00-04:00,3,Final,UTA,SAC,UTA @ SAC,195,195,0,1,1,194,0.1254191277893162,0.171044953111007,0.7332524316453817,-0.310265254873162,0.7332524316453817,0.4978510118808446,ok,52.89017341040463
2025-26,2026-03-24,22500099,2025-10-24T22:30:00-04:00,3,Final,PHX,LAC,PHX @ LAC,191,191,103,0,103,88,0.3250592339570554,0.1921854725698388,1.6913829625646195,0.5255465153370207,1.6913829625646195,0.2381799369382879,ok,97.97687861271676
2025-26,2026-03-24,22500100,2025-10-25T19:00:00-04:00,3,Final,CHI,ORL,CHI @ ORL,213,213,0,0,0,213,0.2002685597338472,0.3555483473666344,0.563266743375787,-0.5740019737453588,0.563266743375787,0.0446372166076517,ok,30.63583815028902
2025-26,2026-03-24,22500101,2025-10-25T19:30:00-04:00,3,Final,OKC,ATL,OKC @ ATL,189,189,64,0,64,125,0.0958925047308688,0.2745055143052657,0.3493281545675288,-1.0517435275904186,0.3493281545675289,0.0404827734203591,ok,10.69364161849711
2025-26,2026-03-24,22500102,2025-10-25T19:30:00-04:00,3,Final,CHA,PHI,CHA @ PHI,205,205,0,2,2,203,0.2267336415185241,0.2669650359901195,0.8493008857044324,-0.1633417553326737,0.8493008857044322,0.5862359087910511,ok,65.02890173410405
2025-26,2026-03-24,22500103,2025-10-25T20:00:00-04:00,3,Final,IND,MEM,IND @ MEM,201,201,76,0,76,125,0.2458927751438931,0.2079537382417002,1.182439792729752,0.1675799248486158,1.182439792729752,0.6850378241496877,ok,88.72832369942196
