season,game_id,game_date_et,away_team,home_team,matchup,source,possessions,fit_status,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_used_in_model,fit_method,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlledgame,beta_L_t,irr_L_t,p_value_L_t,wmi_controlledgame_percentile
2020-21,0022000813,20210411,DET,LAC,DET @ LAC,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,0,2,2,191,glm_poisson_log_raw_controls,0.24649517530581164,0.2984566705609618,0.8258993670421695,-0.1912823445513152,0.8258993670421695,0.5272380696199517,58.194273669418585
2020-21,0022000814,20210411,MIA,POR,MIA @ POR,data.nba.com mobile_teams v2015 play-by-play,188,ok,188,45,0,45,188,glm_poisson_log_raw_controls,0.11859090062232834,0.20934525130526202,0.5664847895183545,-0.5683050487980114,0.5664847895183545,0.18399198068666878,23.239065519058492
2020-21,0022000815,20210412,LAL,NYK,LAL @ NYK,data.nba.com mobile_teams v2015 play-by-play,198,ok,198,14,0,14,198,glm_poisson_log_raw_controls,0.1203192029886813,0.22051521837294125,0.5456276617842958,-0.6058184739867984,0.5456276617842958,0.13614373116970832,20.72720885297734
2020-21,0022000816,20210412,SAS,ORL,SAS @ ORL,data.nba.com mobile_teams v2015 play-by-play,194,ok,194,136,0,136,194,glm_poisson_log_raw_controls,0.18273879847234517,0.31002411195246454,0.5894341485941074,-0.5285922724639232,0.5894341485941074,0.10168499281471033,26.10223080976638
2020-21,0022000817,20210413,BKN,MIN,BKN @ MIN,data.nba.com mobile_teams v2015 play-by-play,210,ok,210,152,0,152,210,glm_poisson_log_raw_controls,0.2318155749043314,0.2553560651315084,0.9078130757730247,-0.09671678525977709,0.9078130757730247,0.7484340452957441,67.74986825926577
2020-21,0022000818,20210412,PHI,DAL,PHI @ DAL,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,66,0,66,191,glm_poisson_log_raw_controls,0.35523550006201654,0.2631375300029003,1.3499993712721297,0.30010412672588116,1.3499993712721297,0.2695440737792022,94.08044967503952
2020-21,0022000819,20210412,SAC,NOP,SAC @ NOP,data.nba.com mobile_teams v2015 play-by-play,214,ok,214,89,3,92,214,glm_poisson_log_raw_controls,0.2543397105560045,0.3156111873635549,0.805864052794265,-0.21584021969146813,0.805864052794265,0.4274434250429573,55.840505884419464
2020-21,0022000820,20210412,WAS,UTA,WAS @ UTA,data.nba.com mobile_teams v2015 play-by-play,206,ok,206,14,3,17,206,glm_poisson_log_raw_controls,0.2141312642771186,0.292237282322419,0.7327308226226668,-0.3109768715211806,0.7327308226226668,0.2926370380939577,45.95116810117688
2020-21,0022000821,20210412,DEN,GSW,DEN @ GSW,data.nba.com mobile_teams v2015 play-by-play,204,ok,204,17,2,19,204,glm_poisson_log_raw_controls,0.305082811169292,0.2643638336528073,1.1540262786851607,0.14325693965086314,1.1540262786851607,0.6028920680970232,86.68540312664675
2020-21,0022000822,20210412,HOU,PHX,HOU @ PHX,data.nba.com mobile_teams v2015 play-by-play,205,ok,205,68,2,70,205,glm_poisson_log_raw_controls,0.11742515688322508,0.1857105230428229,0.6323021170757679,-0.45838796570908663,0.6323021170757679,0.2831102015846896,31.5650799227121
2020-21,0022000823,20210413,LAC,IND,LAC @ IND,data.nba.com mobile_teams v2015 play-by-play,215,ok,215,0,0,0,215,glm_poisson_log_raw_controls,0.22266784036678008,0.1979349962729799,1.124954376737351,0.11774248082280393,1.124954376737351,0.7233391417872226,84.98155629720709
2020-21,0022000824,20210413,ATL,TOR,ATL @ TOR,data.nba.com mobile_teams v2015 play-by-play,196,ok,196,1,3,4,196,glm_poisson_log_raw_controls,0.18869878622684177,0.2360213688517323,0.7994987366816843,-0.22377032684485593,0.7994987366816843,0.5067346634905374,55.19058492886
2020-21,0022000825,20210413,LAL,CHA,LAL @ CHA,data.nba.com mobile_teams v2015 play-by-play,182,ok,182,0,3,3,182,glm_poisson_log_raw_controls,0.15730440113872735,0.2498396417477696,0.6296214645453944,-0.4626364901071612,0.6296214645453944,0.22563839632418703,31.284033023010714
2020-21,0022000826,20210413,OKC,UTA,OKC @ UTA,data.nba.com mobile_teams v2015 play-by-play,194,ok,194,61,2,63,194,glm_poisson_log_raw_controls,0.15802292780311977,0.24921647920329143,0.6340789674434689,-0.4555817779739193,0.6340789674434689,0.20211246610615186,31.863692253644828
2020-21,0022000827,20210413,MIA,PHX,MIA @ PHX,data.nba.com mobile_teams v2015 play-by-play,195,ok,195,30,0,30,195,glm_poisson_log_raw_controls,0.16353371462888586,0.21137414805667362,0.77366942046782,-0.25661060196660807,0.77366942046782,0.48509162658281146,51.44914807658528
2020-21,0022000828,20210413,BOS,POR,BOS @ POR,data.nba.com mobile_teams v2015 play-by-play,198,ok,198,0,1,1,198,glm_poisson_log_raw_controls,0.3073544910685311,0.2151529311726157,1.428539641051614,0.3566526924272992,1.428539641051614,0.2346424627799183,95.71403477955384
2020-21,0022000829,20210414,CLE,CHA,CLE @ CHA,data.nba.com mobile_teams v2015 play-by-play,182,ok,182,0,0,0,182,glm_poisson_log_raw_controls,0.2636257894595513,0.1998382650990359,1.3191957472654376,0.2770222685356769,1.3191957472654376,0.40871229042758905,93.21974354470403
2020-21,0022000830,20210414,BKN,PHI,BKN @ PHI,data.nba.com mobile_teams v2015 play-by-play,203,ok,203,21,1,22,203,glm_poisson_log_raw_controls,0.21043763834635532,0.3372606931475191,0.6239613528111595,-0.47166684712823653,0.6239613528111595,0.14083967046257864,30.440892323906553
2020-21,0022000831,20210414,SAS,TOR,SAS @ TOR,data.nba.com mobile_teams v2015 play-by-play,200,ok,200,0,2,2,200,glm_poisson_log_raw_controls,0.1776739376929287,0.2722682977068779,0.6525693192683462,-0.4268379090013939,0.6525693192683462,0.1996753899558864,34.39311435095732
2020-21,0022000832,20210414,LAC,DET,LAC @ DET,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,0,0,0,191,glm_poisson_log_raw_controls,0.21043668475867286,0.23215555857949186,0.9064468929638733,-0.09822283520953419,0.9064468929638733,0.7675922796278956,67.55664851572106
2020-21,0022000833,20210414,ORL,CHI,ORL @ CHI,data.nba.com mobile_teams v2015 play-by-play,182,ok,182,28,2,30,182,glm_poisson_log_raw_controls,0.06373484717144044,0.27040082335350973,0.23570507804303692,-1.4451739247535191,0.23570507804303692,0.004374695012747416,0.9660987177235202
2020-21,0022000834,20210414,MIL,MIN,MIL @ MIN,data.nba.com mobile_teams v2015 play-by-play,223,ok,223,126,0,126,223,glm_poisson_log_raw_controls,0.17812696590019386,0.21997309093917444,0.8097670725982042,-0.2110086373638824,0.8097670725982042,0.5289873726350824,56.24451080274021
2020-21,0022000835,20210414,NYK,NOP,NYK @ NOP,data.nba.com mobile_teams v2015 play-by-play,190,ok,190,0,1,1,190,glm_poisson_log_raw_controls,0.172312455258475,0.22193603237836645,0.7764059463976944,-0.25307976878088956,0.7764059463976944,0.48357089611223236,51.78289126998068
2020-21,0022000836,20210414,GSW,OKC,GSW @ OKC,data.nba.com mobile_teams v2015 play-by-play,212,ok,212,139,1,139,212,glm_poisson_log_raw_controls,0.10785274226588963,0.224342234155554,0.48075095031418347,-0.7324059177826308,0.48075095031418347,0.07995257031638806,13.68347092921131
2020-21,0022000837,20210414,DAL,MEM,DAL @ MEM,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,0,1,1,191,glm_poisson_log_raw_controls,0.191287478935283,0.233886769406792,0.8178636158874922,-0.20105968502406923,0.8178636158874922,0.5633615346639247,57.28087124538908
2020-21,0022000838,20210414,MIA,DEN,MIA @ DEN,data.nba.com mobile_teams v2015 play-by-play,179,ok,179,50,0,50,179,glm_poisson_log_raw_controls,0.13600486419847577,0.24130757203239775,0.5636162307422987,-0.5733817010360469,0.5636162307422987,0.15902743960762156,22.729668013349727
2020-21,0022000839,20210414,WAS,SAC,WAS @ SAC,data.nba.com mobile_teams v2015 play-by-play,223,ok,223,29,0,29,223,glm_poisson_log_raw_controls,0.22909290731213028,0.1828161450767538,1.2531327975215072,0.2256466539544907,1.2531327975215072,0.4815717730276876,91.07676093448094
2020-21,0022000840,20210415,MIL,ATL,MIL @ ATL,data.nba.com mobile_teams v2015 play-by-play,193,ok,193,22,0,22,193,glm_poisson_log_raw_controls,0.2528882969000126,0.16710308517896366,1.5133670131175307,0.414336978501507,1.5133670131175307,0.22944560337997866,96.9436149657474
2020-21,0022000841,20210415,GSW,CLE,GSW @ CLE,data.nba.com mobile_teams v2015 play-by-play,198,ok,198,27,0,27,198,glm_poisson_log_raw_controls,0.18235208356473168,0.28411480473986817,0.6418253484949188,-0.44343905514534815,0.6418253484949188,0.17150901363053006,32.9000526962937
2020-21,0022000842,20210415,BOS,LAL,BOS @ LAL,data.nba.com mobile_teams v2015 play-by-play,201,ok,201,35,1,36,201,glm_poisson_log_raw_controls,0.09958714413330966,0.18472303611995228,0.5391159988765098,-0.6178245199540909,0.5391159988765098,0.18483248598911906,19.884068153873176
2020-21,0022000843,20210415,SAC,PHX,SAC @ PHX,data.nba.com mobile_teams v2015 play-by-play,188,ok,188,0,1,1,188,glm_poisson_log_raw_controls,0.22002081536473986,0.19194717787094867,1.1462570995061245,0.13650193824972723,1.1462570995061245,0.6953514603952964,86.36922536448269
2020-21,0022000844,20210416,IND,UTA,IND @ UTA,data.nba.com mobile_teams v2015 play-by-play,212,ok,212,19,2,21,212,glm_poisson_log_raw_controls,0.19026818514719068,0.2167322370105163,0.8778951750401509,-0.13022808308950942,0.8778951750401509,0.696981503737047,64.23678201299842
2020-21,0022000845,20210416,OKC,DET,OKC @ DET,data.nba.com mobile_teams v2015 play-by-play,217,ok,217,4,3,7,217,glm_poisson_log_raw_controls,0.24739994738640497,0.2717406490668737,0.9104267184020798,-0.09384186805951929,0.9104267184020798,0.7394005922333398,67.9606534340418
2020-21,0022000846,20210416,LAC,PHI,LAC @ PHI,data.nba.com mobile_teams v2015 play-by-play,189,ok,189,19,1,20,189,glm_poisson_log_raw_controls,0.1583914790377896,0.3366849768370695,0.47044415383713223,-0.7540780223530258,0.47044415383713223,0.022028508720026225,12.699806780256456
2020-21,0022000847,20210416,NOP,WAS,NOP @ WAS,data.nba.com mobile_teams v2015 play-by-play,229,ok,229,0,1,1,229,glm_poisson_log_raw_controls,0.13018518397996282,0.29234720050878277,0.44531017828594427,-0.8089842097723272,0.44531017828594427,0.018354343022418857,10.468997013876692
2020-21,0022000848,20210416,CHA,BKN,CHA @ BKN,data.nba.com mobile_teams v2015 play-by-play,202,ok,202,35,0,35,202,glm_poisson_log_raw_controls,0.23385833955749658,0.1958528442223376,1.1940512811343913,0.17735196307190582,1.1940512811343913,0.5911639360383216,88.6176005620938
2020-21,0022000849,20210416,ORL,TOR,ORL @ TOR,data.nba.com mobile_teams v2015 play-by-play,193,ok,193,43,0,43,193,glm_poisson_log_raw_controls,0.2505556282991277,0.24778939836869526,1.011163633103933,0.01110177966556481,1.011163633103933,0.9714585089388318,77.7094677674337
2020-21,0022000850,20210416,MEM,CHI,MEM @ CHI,data.nba.com mobile_teams v2015 play-by-play,194,ok,194,15,0,15,194,glm_poisson_log_raw_controls,0.24621833244056576,0.2316075637218733,1.0630841604820724,0.06117426883360746,1.0630841604820724,0.8480632694989381,81.38064289478307
2020-21,0022000851,20210416,DEN,HOU,DEN @ HOU,data.nba.com mobile_teams v2015 play-by-play,196,ok,196,110,1,110,196,glm_poisson_log_raw_controls,0.08119977753232704,0.2620627226815083,0.30984863738522345,-1.1716713672431274,0.30984863738522345,0.009654999845810757,2.6875109783945197
2020-21,0022000852,20210416,MIA,MIN,MIA @ MIN,data.nba.com mobile_teams v2015 play-by-play,195,ok,195,0,1,1,195,glm_poisson_log_raw_controls,0.2398464879100171,0.3315016233842166,0.7235152741078151,-0.3236336217197369,0.7235152741078151,0.25182156128157374,44.58106446513262
2020-21,0022000853,20210416,POR,SAS,POR @ SAS,data.nba.com mobile_teams v2015 play-by-play,190,ok,190,5,0,5,190,glm_poisson_log_raw_controls,0.09672608405017642,0.17191641772997396,0.5626343622521401,-0.5751253072015297,0.5626343622521401,0.2218309014251244,22.624275425961706
2020-21,0022000854,20210416,NYK,DAL,NYK @ DAL,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,0,1,1,191,glm_poisson_log_raw_controls,0.18592648690640998,0.2900575016387895,0.6409987187228325,-0.4447278209358008,0.6409987187228325,0.18198426237740273,32.777094677674334
2020-21,0022000855,20210417,UTA,LAL,UTA @ LAL,data.nba.com mobile_teams v2015 play-by-play,212,ok,212,0,0,0,212,glm_poisson_log_raw_controls,0.09928761150612575,0.19081575490802888,0.5203323570109886,-0.6532875234767636,0.5203323570109886,0.14396708879075515,17.61812752503074
2020-21,0022000856,20210417,DET,WAS,DET @ WAS,data.nba.com mobile_teams v2015 play-by-play,205,ok,205,40,0,40,205,glm_poisson_log_raw_controls,0.23568844818433562,0.23338283091626158,1.0098791211805176,0.009830641691218608,1.0098791211805176,0.9748808099116043,77.58650974881434
2020-21,0022000857,20210417,CLE,CHI,CLE @ CHI,data.nba.com mobile_teams v2015 play-by-play,181,ok,181,2,1,3,181,glm_poisson_log_raw_controls,0.09917498501937454,0.14217950643302402,0.6975336144248928,-0.36020457372398773,0.6975336144248928,0.51515491440258,40.92745476901458
2020-21,0022000858,20210417,GSW,BOS,GSW @ BOS,data.nba.com mobile_teams v2015 play-by-play,194,ok,194,13,2,15,194,glm_poisson_log_raw_controls,0.18076480301625047,0.26642553535167834,0.6784815230929093,-0.3878980320707751,0.6784815230929093,0.24960569773513852,38.31020551554541
2020-21,0022000859,20210417,MEM,MIL,MEM @ MIL,data.nba.com mobile_teams v2015 play-by-play,204,ok,204,9,0,9,204,glm_poisson_log_raw_controls,0.10267951634263407,0.15453482845201297,0.6644425555791049,-0.40880685215164214,0.6644425555791049,0.4091387911637768,36.25505006147901
2020-21,0022000860,20210417,SAS,PHX,SAS @ PHX,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,132,0,132,191,glm_poisson_log_raw_controls,0.053401511249227346,0.17059553804039135,0.3130299412437366,-1.161456434091331,0.3130299412437366,0.06389548926511336,2.84559985947655
2020-21,0022000861,20210418,IND,ATL,IND @ ATL,data.nba.com mobile_teams v2015 play-by-play,207,ok,207,15,3,18,207,glm_poisson_log_raw_controls,0.28790026495327414,0.29926123366445845,0.9620366173992232,-0.038702765216283255,0.9620366173992232,0.8847410102929758,73.10732478482348
2020-21,0022000862,20210418,NOP,NYK,NOP @ NYK,data.nba.com mobile_teams v2015 play-by-play,210,ok,210,1,1,2,210,glm_poisson_log_raw_controls,0.14999999742492343,0.25384615652788245,0.5909090745222586,-0.5260931236283419,0.5909090745222586,0.1309693193713813,26.330581415773757
2020-21,0022000863,20210418,BKN,MIA,BKN @ MIA,data.nba.com mobile_teams v2015 play-by-play,190,ok,190,0,0,0,190,glm_poisson_log_raw_controls,0.14757170015667356,0.22478407697088862,0.6565042424058593,-0.42082612310348766,0.6565042424058593,0.27631027848736744,34.972773581591426
2020-21,0022000864,20210418,HOU,ORL,HOU @ ORL,data.nba.com mobile_teams v2015 play-by-play,199,ok,199,0,2,2,199,glm_poisson_log_raw_controls,0.16291030503268392,0.2936204967863678,0.5548328771857303,-0.5890883327699653,0.5548328771857303,0.07653424454579376,21.7108730019322
2020-21,0022000865,20210418,OKC,TOR,OKC @ TOR,data.nba.com mobile_teams v2015 play-by-play,203,ok,203,0,1,1,203,glm_poisson_log_raw_controls,0.08750680240992977,0.21571939513715846,0.4056510651454929,-0.9022619343698454,0.4056510651454929,0.049122155938573636,7.640962585631478
2020-21,0022000866,20210418,SAC,DAL,SAC @ DAL,data.nba.com mobile_teams v2015 play-by-play,196,ok,196,31,0,31,196,glm_poisson_log_raw_controls,0.1423992098602062,0.2544228000113303,0.5596951603938983,-0.5803629999081666,0.5596951603938983,0.12084681789179798,22.272966801334974
2020-21,0022000867,20210418,MIN,LAC,MIN @ LAC,data.nba.com mobile_teams v2015 play-by-play,201,ok,201,126,0,126,201,glm_poisson_log_raw_controls,0.19569409676596217,0.2703542501551281,0.7238432414274002,-0.32318042740515873,0.7238432414274002,0.3111126811237064,44.61619532759529
2020-21,0022000868,20210419,CLE,DET,CLE @ DET,data.nba.com mobile_teams v2015 play-by-play,199,ok,199,32,2,34,199,glm_poisson_log_raw_controls,0.209275061234724,0.2802138547817556,0.7468405207790949,-0.2919036095751187,0.7468405207790949,0.34727619993209713,47.830669242929915
2020-21,0022000869,20210419,CHI,BOS,CHI @ BOS,data.nba.com mobile_teams v2015 play-by-play,191,ok,191,0,4,4,191,glm_poisson_log_raw_controls,0.15913494914686233,0.16410084344014209,0.9697387643525965,-0.030728558856948692,0.9697387643525965,0.9383372920576399,73.96803091515896
2020-21,0022000870,20210419,GSW,PHI,GSW @ PHI,data.nba.com mobile_teams v2015 play-by-play,198,ok,198,0,2,2,198,glm_poisson_log_raw_controls,0.2067874333736524,0.2455915798388357,0.841997243998969,-0.1719785379055364,0.841997243998969,0.5983869533978703,59.93325136132091
2020-21,0022000871,20210419,HOU,MIA,HOU @ MIA,data.nba.com mobile_teams v2015 play-by-play,193,ok,193,50,0,50,193,glm_poisson_log_raw_controls,0.22138339960807538,0.12559969993158784,1.7626108957956066,0.5667961733252758,1.7626108957956066,0.15414473175579654,98.89337783242578
2020-21,0022000872,20210419,OKC,WAS,OKC @ WAS,data.nba.com mobile_teams v2015 play-by-play,209,ok,209,13,0,13,209,glm_poisson_log_raw_controls,0.20434878697765366,0.249128612456168,0.8202541850290561,-0.19814100501550105,0.8202541850290561,0.531683061536705,57.61461443878447
2020-21,0022000873,20210419,PHX,MIL,PHX @ MIL,data.nba.com mobile_teams v2015 play-by-play,223,ok,223,0,1,1,223,glm_poisson_log_raw_controls,0.07700743536182975,0.164482835656697,0.46817915714048747,-0.7589042419164781,0.46817915714048747,0.12479689994806685,12.489021605480415
2020-21,0022000874,20210419,MEM,DEN,MEM @ DEN,data.nba.com mobile_teams v2015 play-by-play,241,ok,241,0,1,1,241,glm_poisson_log_raw_controls,0.10821130055931107,0.19752132538934394,0.5478461646913845,-0.6017607528098264,0.5478461646913845,0.1316122528494447,20.95555945898472
2020-21,0022000875,20210419,UTA,LAL,UTA @ LAL,data.nba.com mobile_teams v2015 play-by-play,186,ok,186,80,0,80,186,glm_poisson_log_raw_controls,0.10463063541800541,0.2518934235618551,0.41537660625868705,-0.87856968530628,0.41537660625868705,0.039315534086598464,8.2733181099596
2020-21,0022000876,20210420,ORL,ATL,ORL @ ATL,data.nba.com mobile_teams v2015 play-by-play,201,ok,201,58,0,58,201,glm_poisson_log_raw_controls,0.21989369656770286,0.26679620200172455,0.8242010003061495,-0.19334084640896285,0.8242010003061495,0.5305782043906042,58.08888108203056
2020-21,0022000877,20210420,CHA,NYK,CHA @ NYK,data.nba.com mobile_teams v2015 play-by-play,176,ok,176,0,0,0,176,glm_poisson_log_raw_controls,0.1518282880222836,0.1318858397743106,1.1512099273288132,0.14081350001528214,1.1512099273288132,0.7717005870683122,86.6151414017214
2020-21,0022000878,20210420,BKN,NOP,BKN @ NOP,data.nba.com mobile_teams v2015 play-by-play,209,ok,209,0,5,5,209,glm_poisson_log_raw_controls,0.20069990594000747,0.2682001922303313,0.7483212605889767,-0.289922900447266,0.7483212605889767,0.35216863626522565,47.988758124011945
2020-21,0022000879,20210420,LAC,POR,LAC @ POR,data.nba.com mobile_teams v2015 play-by-play,187,ok,187,0,1,1,187,glm_poisson_log_raw_controls,0.16696873078073204,0.19534523600224016,0.8547366406151687,-0.15696188016642126,0.8547366406151687,0.6870508767087762,61.76005620937994
2020-21,0022000880,20210420,MIN,SAC,MIN @ SAC,data.nba.com mobile_teams v2015 play-by-play,206,ok,206,0,0,0,206,glm_poisson_log_raw_controls,0.16049586238387575,0.20181901874749528,0.7952464707237491,-0.22910318630834706,0.7952464707237491,0.5370566518374602,54.40014052344985
2020-21,0022000881,20210421,CHI,CLE,CHI @ CLE,data.nba.com mobile_teams v2015 play-by-play,196,ok,196,154,1,154,196,glm_poisson_log_raw_controls,0.2420495320524577,0.24648864722205227,0.9819905897507907,-0.018173553412088303,0.9819905897507907,0.953547208935067,75.32056911997189
2020-21,0022000882,20210421,OKC,IND,OKC @ IND,data.nba.com mobile_teams v2015 play-by-play,211,ok,211,0,2,2,211,glm_poisson_log_raw_controls,0.06010110869631306,0.20769080816454966,0.28937779783059087,-1.2400221856593387,0.28937779783059087,0.020545102170563028,2.142982610223081
2020-21,0022000883,20210421,PHX,PHI,PHX @ PHI,data.nba.com mobile_teams v2015 play-by-play,179,ok,179,0,2,2,179,glm_poisson_log_raw_controls,0.3566510769419558,0.23578479677005118,1.512612695252694,0.41383841740516203,1.512612695252694,0.14994063745897612,96.89091867205339
2020-21,0022000884,20210421,BKN,TOR,BKN @ TOR,data.nba.com mobile_teams v2015 play-by-play,201,ok,201,14,0,14,201,glm_poisson_log_raw_controls,0.08879427395602905,0.2701240630981574,0.3287166383387439,-1.1125591809780622,0.3287166383387439,0.008327931365727244,3.3374319339539786
2020-21,0022000885,20210421,GSW,WAS,GSW @ WAS,data.nba.com mobile_teams v2015 play-by-play,228,ok,228,13,1,14,228,glm_poisson_log_raw_controls,0.09065838730457366,0.22548352928526413,0.4020621266304545,-0.9111486584469357,0.4020621266304545,0.030126646723828778,7.412611979624099
2020-21,0022000886,20210421,ATL,NYK,ATL @ NYK,data.nba.com mobile_teams v2015 play-by-play,215,ok,215,0,1,1,215,glm_poisson_log_raw_controls,0.25159635390737073,0.20348439452890074,1.2364405363362478,0.2122367165166482,1.2364405363362478,0.4968516793602501,90.54979799754084
2020-21,0022000887,20210421,UTA,HOU,UTA @ HOU,data.nba.com mobile_teams v2015 play-by-play,203,ok,203,127,0,127,203,glm_poisson_log_raw_controls,0.1237658385036317,0.2168228384491839,0.5708155072079194,-0.5606892262503785,0.5708155072079194,0.1646207864464403,23.85385561215528
2020-21,0022000888,20210421,MIA,SAS,MIA @ SAS,data.nba.com mobile_teams v2015 play-by-play,178,ok,178,17,0,17,178,glm_poisson_log_raw_controls,0.322418564341392,0.20462962382721872,1.5756201781108181,0.4546489586528294,1.5756201781108181,0.14456217705997718,97.7516248023889
2020-21,0022000889,20210421,MEM,LAC,MEM @ LAC,data.nba.com mobile_teams v2015 play-by-play,187,ok,187,27,0,27,187,glm_poisson_log_raw_controls,0.2699384123097823,0.30112738838877207,0.8964259735858928,-0.10933956203349758,0.8964259735858928,0.7021139812138963,66.64324609169155
2020-21,0022000890,20210421,DEN,POR,DEN @ POR,data.nba.com mobile_teams v2015 play-by-play,183,ok,183,0,0,0,183,glm_poisson_log_raw_controls,0.15292916234825452,0.21748021698936196,0.7031865448052916,-0.35213306703016506,0.7031865448052916,0.3659250385436503,41.87598805550677
2020-21,0022000891,20210421,MIN,SAC,MIN @ SAC,data.nba.com mobile_teams v2015 play-by-play,199,ok,199,0,1,1,199,glm_poisson_log_raw_controls,0.09597587756786952,0.29349936994537434,0.3270053955677397,-1.1177786080138554,0.3270053955677397,0.006968719513512263,3.3023010714913053
2020-21,0022000892,20210422,PHX,BOS,PHX @ BOS,data.nba.com mobile_teams v2015 play-by-play,194,ok,194,29,0,29,194,glm_poisson_log_raw_controls,0.06864520328254652,0.1989252745909779,0.34508034951160427,-1.06397799193202,0.34508034951160427,0.048461525364735324,3.8292640084314074
2020-21,0022000893,20210422,NOP,ORL,NOP @ ORL,data.nba.com mobile_teams v2015 play-by-play,200,ok,200,119,0,119,200,glm_poisson_log_raw_controls,0.24093457965588314,0.1960180230124625,1.2291450344877979,0.20631883378218868,1.2291450344877979,0.5298114452543944,90.3390128227648
2020-21,0022000894,20210422,PHI,MIL,PHI @ MIL,data.nba.com mobile_teams v2015 play-by-play,201,ok,201,104,1,105,201,glm_poisson_log_raw_controls,0.12017586896104364,0.208285453516829,0.5769767736148395,-0.549953266984691,0.5769767736148395,0.17878772976904522,24.503776567714738
2020-21,0022000895,20210422,DET,SAS,DET @ SAS,data.nba.com mobile_teams v2015 play-by-play,185,ok,185,23,1,23,185,glm_poisson_log_raw_controls,0.41418214925483743,0.2209028292551855,1.874951763412577,0.6285829329114914,1.874951763412577,0.024609574051530247,99.38520990690321
2020-21,0022000896,20210422,CHA,CHI,CHA @ CHI,data.nba.com mobile_teams v2015 play-by-play,189,ok,189,81,0,81,189,glm_poisson_log_raw_controls,0.15781064961007413,0.20459252890761778,0.7713412139371536,-0.2596244430899312,0.7713412139371536,0.5025209760246145,51.06270858949588
2020-21,0022000897,20210422,LAL,DAL,LAL @ DAL,data.nba.com mobile_teams v2015 play-by-play,197,ok,197,0,2,2,197,glm_poisson_log_raw_controls,0.11311936567484804,0.2613276724728604,0.4328640920589678,-0.8373314754012621,0.4328640920589678,0.03586015587387397,9.485332864921833
2020-21,0022000898,20210423,MIA,ATL,MIA @ ATL,data.nba.com mobile_teams v2015 play-by-play,183,ok,183,12,0,12,183,glm_poisson_log_raw_controls,0.1794784161438117,0.23826876870453909,0.7532603501484102,-0.2833443604110867,0.7532603501484102,0.43047003072684287,48.603548217108724
2020-21,0022000899,20210423,BOS,BKN,BOS @ BKN,data.nba.com mobile_teams v2015 play-by-play,205,ok,205,21,3,24,205,glm_poisson_log_raw_controls,0.3487231643242047,0.19339646066381516,1.8031517388024845,0.589536099749602,1.8031517388024845,0.04483212784652863,99.19199016335851
2020-21,0022000900,20210423,CLE,CHA,CLE @ CHA,data.nba.com mobile_teams v2015 play-by-play,178,ok,178,0,2,2,178,glm_poisson_log_raw_controls,0.1549795430720369,0.2616262733241607,0.5923699523862949,-0.5236239197076121,0.5923699523862949,0.15295992809090264,26.506235728087123
2020-21,0022000901,20210423,LAC,HOU,LAC @ HOU,data.nba.com mobile_teams v2015 play-by-play,207,ok,207,0,2,2,207,glm_poisson_log_raw_controls,0.13658642719784722,0.2688492767852469,0.508040894999136,-0.6771933326769615,0.508040894999136,0.05900579244300176,16.16019673282979
2020-21,0022000902,20210423,WAS,OKC,WAS @ OKC,data.nba.com mobile_teams v2015 play-by-play,210,ok,210,29,0,29,210,glm_poisson_log_raw_controls,0.1871154731848222,0.1645317772162074,1.1372603903678622,0.1286222038235686,1.1372603903678622,0.7209073543073223,85.82469699631126
2020-21,0022000903,20210423,DEN,GSW,DEN @ GSW,data.nba.com mobile_teams v2015 play-by-play,195,ok,195,17,0,17,195,glm_poisson_log_raw_controls,0.17300623159621506,0.17485115494459305,0.9894486064506542,-0.010607454196266899,0.9894486064506542,0.9786076673737166,75.77727033198664
2020-21,0022000904,20210424,TOR,NYK,TOR @ NYK,data.nba.com mobile_teams v2015 play-by-play,189,ok,189,15,0,15,189,glm_poisson_log_raw_controls,0.18292140583135372,0.21070024154450848,0.8681594500816614,-0.14137988294148257,0.8681594500816614,0.6906749094047411,63.14772527665554
2020-21,0022000905,20210424,PHI,MIL,PHI @ MIL,data.nba.com mobile_teams v2015 play-by-play,205,ok,205,73,0,73,205,glm_poisson_log_raw_controls,0.26614526548217093,0.2881161044454238,0.9237431069480023,-0.07932126877949916,0.9237431069480023,0.7803821870886987,69.27806077639205
2020-21,0022000906,20210424,DET,IND,DET @ IND,data.nba.com mobile_teams v2015 play-by-play,209,ok,209,1,4,5,209,glm_poisson_log_raw_controls,0.284386987504368,0.29768161524857206,0.9553394396456003,-0.045688567469297864,0.9553394396456003,0.8670227835825985,72.26418408571931
2020-21,0022000907,20210424,CHI,MIA,CHI @ MIA,data.nba.com mobile_teams v2015 play-by-play,192,ok,192,90,3,93,192,glm_poisson_log_raw_controls,0.27741664872273747,0.17663551412545572,1.5705598621900112,0.4514321559145313,1.5705598621900112,0.17808154440638047,97.62866678376955
