model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
poisson_glm_raw_controls_v2,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log_raw_controls,ok,True,197,126,0,126,197,0,197,39,158,0.10256410256410256,0.13291139240506328,0.08940908248681194,0.13792033076335128,0.6482661547572947,-0.43345393430728135,0.6482661547572947,0.5491974933520247,0.4299661030521801,-1.5098612416769257,0.6429533730623629,0.22094063318425483,1.902090173939799,
