model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
poisson_glm_raw_controls_v2,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log_raw_controls,ok,True,181,0,2,2,181,0,181,73,108,0.2328767123287671,0.32407407407407407,0.23013976736797126,0.3267002448386228,0.7044370826279954,-0.35035625946977417,0.7044370826279954,0.2995535871989711,0.24216414949776854,-0.9374705018195362,0.23675798287998778,0.3916171785006234,1.2671344124416424,
