game_id,possession_number,period,period_bucket,offense_team,defense_team,seconds_left_in_game,score_difference,L_t,F_t,N_t,M_t,score_margin_excluded_t,intentional_foul_excluded_t,controlled_excluded_t
0022500732,67,2,2,CLE,LAC,1896.0,16,0,0,0,0,1,0,1
0022500732,68,2,2,LAC,CLE,1883.0,-14,0,0,0,0,0,0,0
0022500732,69,2,2,CLE,LAC,1859.0,14,0,0,0,0,0,0,0
0022500732,70,2,2,LAC,CLE,1840.0,-11,0,0,1,0,0,0,0
0022500732,71,2,2,CLE,LAC,1823.0,11,0,0,1,0,0,0,0
0022500732,72,2,2,LAC,CLE,1797.998,-8,0,1,0,1,0,0,0
0022500732,73,2,2,CLE,LAC,1772.0,8,1,0,0,0,0,0,0
0022500732,74,2,2,LAC,CLE,1757.0,-8,1,0,0,0,0,0,0
0022500732,75,2,2,CLE,LAC,1736.999,8,0,0,0,0,0,0,0
0022500732,76,2,2,LAC,CLE,1714.0,-8,0,0,0,0,0,0,0
0022500732,77,2,2,CLE,LAC,1688.0,8,0,0,1,0,0,0,0
0022500732,78,2,2,LAC,CLE,1676.0,-8,0,0,1,0,0,0,0
0022500732,79,2,2,CLE,LAC,1657.998,10,0,1,1,2,0,0,0
0022500732,80,2,2,LAC,CLE,1639.0,-10,1,0,1,0,0,0,0
0022500732,81,2,2,CLE,LAC,1634.998,12,1,1,0,1,0,0,0
0022500732,82,2,2,LAC,CLE,1619.0,-12,1,0,0,0,0,0,0
0022500732,83,2,2,CLE,LAC,1611.0,12,1,0,0,0,0,0,0
0022500732,84,2,2,LAC,CLE,1605.0,-12,0,0,0,0,0,0,0
0022500732,85,2,2,CLE,LAC,1595.0,15,0,0,0,0,1,0,1
0022500732,86,2,2,LAC,CLE,1568.0,-15,0,0,0,0,1,0,1
0022500732,87,2,2,CLE,LAC,1563.0,15,0,0,0,0,1,0,1
0022500732,88,2,2,LAC,CLE,1558.0,-13,0,0,0,0,0,0,0
0022500732,89,2,2,CLE,LAC,1538.0,13,0,0,1,0,0,0,0
0022500732,90,2,2,LAC,CLE,1526.0,-11,0,0,1,0,0,0,0
