n1_count_L_t_eq_1,n0_count_L_t_eq_0,sum_M_t_where_L_t_eq_1,sum_M_t_where_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI_game
35,150,4.0,18.0,0.1142857142857142,0.12,0.9523809523809524
