season,game_id,game_date_et,away_team,home_team,matchup,source,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI,as_of_utc_date,game_status,game_status_text,wmi_percentile
2023-24,22300257,20231127,DEN,LAC,DEN @ LAC,data.nba.com mobile_teams v2015 play-by-play,193,71,122,0.3380281690140845,0.2704918032786885,1.2496798975672214,,,,79.81269510926118
2023-24,22300258,20231129,LAL,DET,LAL @ DET,data.nba.com mobile_teams v2015 play-by-play,212,67,145,0.1791044776119403,0.2413793103448276,0.742004264392324,,,,31.247212724840196
2023-24,22300259,20231129,WAS,ORL,WAS @ ORL,data.nba.com mobile_teams v2015 play-by-play,207,70,137,0.2142857142857142,0.2554744525547445,0.8387755102040815,,,,42.02467667608146
2023-24,22300260,20231129,PHX,TOR,PHX @ TOR,data.nba.com mobile_teams v2015 play-by-play,190,63,127,0.1746031746031746,0.2440944881889764,0.7153097798259088,,,,27.664635052772407
2023-24,22300261,20231129,UTA,MEM,UTA @ MEM,data.nba.com mobile_teams v2015 play-by-play,189,40,149,0.2,0.1342281879194631,1.49,,,,91.08071948862792
2023-24,22300262,20231129,PHI,NOP,PHI @ NOP,data.nba.com mobile_teams v2015 play-by-play,201,73,128,0.3698630136986301,0.2578125,1.4346201743462017,,,,88.98468856845548
2023-24,22300263,20231129,HOU,DEN,HOU @ DEN,data.nba.com mobile_teams v2015 play-by-play,180,64,116,0.359375,0.2586206896551724,1.3895833333333332,,,,87.36435260888955
2023-24,22300264,20231129,LAC,SAC,LAC @ SAC,data.nba.com mobile_teams v2015 play-by-play,197,69,128,0.1594202898550724,0.2734375,0.5830227743271221,,,,14.374907090828009
2023-24,22300265,20231130,POR,CLE,POR @ CLE,data.nba.com mobile_teams v2015 play-by-play,188,43,145,0.2093023255813953,0.1517241379310344,1.3794926004228332,,,,86.9629849858778
2023-24,22300266,20231130,CHA,BKN,CHA @ BKN,data.nba.com mobile_teams v2015 play-by-play,189,47,142,0.2127659574468085,0.1619718309859155,1.3135985198889917,,,,83.64798572915119
2023-24,22300267,20231130,IND,MIA,IND @ MIA,data.nba.com mobile_teams v2015 play-by-play,212,93,119,0.3118279569892473,0.3865546218487395,0.8066853669939223,,,,38.51642634160845
2023-24,22300268,20231130,DET,NYK,DET @ NYK,data.nba.com mobile_teams v2015 play-by-play,195,64,131,0.234375,0.2366412213740458,0.990423387096774,,,,58.71859669986621
2023-24,22300269,20231130,MIL,CHI,MIL @ CHI,data.nba.com mobile_teams v2015 play-by-play,224,59,165,0.0677966101694915,0.1878787878787878,0.3608529250956807,,,,2.3636093355136016
2023-24,22300270,20231130,UTA,MIN,UTA @ MIN,data.nba.com mobile_teams v2015 play-by-play,194,47,147,0.1914893617021276,0.1632653061224489,1.172872340425532,,,,74.3124721272484
2023-24,22300271,20231130,LAL,OKC,LAL @ OKC,data.nba.com mobile_teams v2015 play-by-play,207,69,138,0.3043478260869565,0.2463768115942029,1.2352941176470589,,,,79.00252712947821
2023-24,22300272,20231130,ATL,SAS,ATL @ SAS,data.nba.com mobile_teams v2015 play-by-play,216,70,146,0.3,0.2260273972602739,1.3272727272727274,,,,84.53991378028839
2023-24,22300273,20231130,LAC,GSW,LAC @ GSW,data.nba.com mobile_teams v2015 play-by-play,187,67,120,0.3582089552238806,0.2416666666666666,1.4822439526505402,,,,90.85773747584362
2023-24,22300274,20231201,WAS,ORL,WAS @ ORL,data.nba.com mobile_teams v2015 play-by-play,210,78,132,0.3333333333333333,0.2651515151515151,1.2571428571428571,,,,80.34785193994351
2023-24,22300275,20231201,PHI,BOS,PHI @ BOS,data.nba.com mobile_teams v2015 play-by-play,204,66,138,0.1515151515151515,0.2536231884057971,0.5974025974025974,,,,15.32629701204103
2023-24,22300276,20231201,NYK,TOR,NYK @ TOR,data.nba.com mobile_teams v2015 play-by-play,193,52,141,0.173076923076923,0.1914893617021276,0.903846153846154,,,,49.38308309796343
2023-24,22300277,20231201,MEM,DAL,MEM @ DAL,data.nba.com mobile_teams v2015 play-by-play,189,60,129,0.15,0.2403100775193798,0.6241935483870967,,,,17.964917496655268
2023-24,22300278,20231201,SAS,NOP,SAS @ NOP,data.nba.com mobile_teams v2015 play-by-play,197,57,140,0.175438596491228,0.2214285714285714,0.7923033389926429,,,,36.91095584956147
2023-24,22300279,20231201,DEN,PHX,DEN @ PHX,data.nba.com mobile_teams v2015 play-by-play,192,58,134,0.2586206896551724,0.2238805970149253,1.1551724137931034,,,,73.21242753084584
2023-24,22300280,20231202,GSW,LAC,GSW @ LAC,data.nba.com mobile_teams v2015 play-by-play,200,53,147,0.0754716981132075,0.1904761904761904,0.3962264150943396,,,,3.4933848669540657
2023-24,22300281,20231202,MIN,CHA,MIN @ CHA,data.nba.com mobile_teams v2015 play-by-play,191,59,132,0.3050847457627119,0.2045454545454545,1.4915254237288136,,,,91.12531589118478
2023-24,22300282,20231202,ORL,BKN,ORL @ BKN,data.nba.com mobile_teams v2015 play-by-play,199,68,131,0.2647058823529412,0.2671755725190839,0.9907563025210084,,,,58.763193102423074
2023-24,22300283,20231202,CLE,DET,CLE @ DET,data.nba.com mobile_teams v2015 play-by-play,196,62,134,0.1774193548387097,0.2313432835820895,0.7669094693028096,,,,34.190575293592985
2023-24,22300284,20231202,IND,MIA,IND @ MIA,data.nba.com mobile_teams v2015 play-by-play,196,77,119,0.1818181818181818,0.3193277310924369,0.5693779904306221,,,,13.378920767058124
2023-24,22300285,20231202,NOP,CHI,NOP @ CHI,data.nba.com mobile_teams v2015 play-by-play,192,60,132,0.2,0.2348484848484848,0.8516129032258064,,,,43.72677270700163
2023-24,22300286,20231202,ATL,MIL,ATL @ MIL,data.nba.com mobile_teams v2015 play-by-play,205,55,150,0.0909090909090909,0.1866666666666666,0.487012987012987,,,,7.8415341162479555
2023-24,22300287,20231202,OKC,DAL,OKC @ DAL,data.nba.com mobile_teams v2015 play-by-play,206,69,137,0.2463768115942029,0.2554744525547445,0.9643892339544512,,,,56.05767801397354
2023-24,22300288,20231202,MEM,PHX,MEM @ PHX,data.nba.com mobile_teams v2015 play-by-play,204,73,131,0.3424657534246575,0.2824427480916031,1.2125138837467602,,,,77.44908577374758
2023-24,22300289,20231202,POR,UTA,POR @ UTA,data.nba.com mobile_teams v2015 play-by-play,207,69,138,0.1159420289855072,0.2681159420289855,0.4324324324324324,,,,5.195480897874239
2023-24,22300290,20231202,DEN,SAC,DEN @ SAC,data.nba.com mobile_teams v2015 play-by-play,212,51,161,0.1764705882352941,0.15527950310559,1.1364705882352943,,,,71.6961498439126
2023-24,22300291,20231202,HOU,LAL,HOU @ LAL,data.nba.com mobile_teams v2015 play-by-play,204,61,143,0.2295081967213114,0.2097902097902098,1.0939890710382514,,,,68.45547792478074
2023-24,22300292,20231211,MIA,CHA,MIA @ CHA,data.nba.com mobile_teams v2015 play-by-play,189,66,123,0.2424242424242424,0.2682926829268293,0.9035812672176308,,,,49.33848669540657
2023-24,22300293,20231211,IND,DET,IND @ DET,data.nba.com mobile_teams v2015 play-by-play,209,63,146,0.1587301587301587,0.2123287671232876,0.7475678443420379,,,,31.886427828155195
2023-24,22300294,20231211,CLE,ORL,CLE @ ORL,data.nba.com mobile_teams v2015 play-by-play,182,69,113,0.3043478260869565,0.3097345132743362,0.982608695652174,,,,57.930726921361675
2023-24,22300295,20231211,WAS,PHI,WAS @ PHI,data.nba.com mobile_teams v2015 play-by-play,218,67,151,0.2985074626865671,0.2052980132450331,1.4540202214732787,,,,89.7130964768842
2023-24,22300296,20231211,DEN,ATL,DEN @ ATL,data.nba.com mobile_teams v2015 play-by-play,196,57,139,0.2982456140350877,0.1942446043165467,1.535412605588044,,,,92.40374609781476
2023-24,22300297,20231211,TOR,NYK,TOR @ NYK,data.nba.com mobile_teams v2015 play-by-play,196,64,132,0.296875,0.25,1.1875,,,,75.44224765868887
2023-24,22300298,20231211,SAS,HOU,SAS @ HOU,data.nba.com mobile_teams v2015 play-by-play,202,55,147,0.1818181818181818,0.1768707482993197,1.027972027972028,,,,62.509290917199344
2023-24,22300299,20231211,DAL,MEM,DAL @ MEM,data.nba.com mobile_teams v2015 play-by-play,197,56,141,0.1607142857142857,0.1914893617021276,0.8392857142857143,,,,42.12130221495466
2023-24,22300300,20231211,CHI,MIL,CHI @ MIL,data.nba.com mobile_teams v2015 play-by-play,215,81,134,0.2345679012345679,0.291044776119403,0.8059512503956948,,,,38.29344432882414
2023-24,22300301,20231211,MIN,NOP,MIN @ NOP,data.nba.com mobile_teams v2015 play-by-play,200,87,113,0.2298850574712643,0.3628318584070796,0.6335856462012895,,,,18.908874684108813
2023-24,22300302,20231211,UTA,OKC,UTA @ OKC,data.nba.com mobile_teams v2015 play-by-play,209,57,152,0.1228070175438596,0.1973684210526315,0.6222222222222222,,,,17.77909915266835
2023-24,22300303,20231211,BKN,SAC,BKN @ SAC,data.nba.com mobile_teams v2015 play-by-play,200,61,139,0.180327868852459,0.2158273381294964,0.8355191256830602,,,,41.608443585550766
2023-24,22300304,20231211,POR,LAC,POR @ LAC,data.nba.com mobile_teams v2015 play-by-play,193,64,129,0.359375,0.2170542635658914,1.6556919642857144,,,,94.9457410435558
2023-24,22300305,20231212,CLE,BOS,CLE @ BOS,data.nba.com mobile_teams v2015 play-by-play,193,51,142,0.196078431372549,0.1830985915492957,1.0708898944193062,,,,66.5526980823547
2023-24,22300306,20231212,LAL,DAL,LAL @ DAL,data.nba.com mobile_teams v2015 play-by-play,192,55,137,0.1272727272727272,0.2116788321167883,0.6012539184952977,,,,15.75739557009068
2023-24,22300307,20231212,DEN,CHI,DEN @ CHI,data.nba.com mobile_teams v2015 play-by-play,184,73,111,0.136986301369863,0.3423423423423423,0.4001441961067051,,,,3.671770477181507
2023-24,22300308,20231212,GSW,PHX,GSW @ PHX,data.nba.com mobile_teams v2015 play-by-play,207,77,130,0.2727272727272727,0.2846153846153846,0.9582309582309582,,,,55.37386650810168
2023-24,22300309,20231212,SAC,LAC,SAC @ LAC,data.nba.com mobile_teams v2015 play-by-play,203,59,144,0.2033898305084746,0.2152777777777778,0.9447785675232367,,,,53.78326148357366
2023-24,22300310,20231213,PHI,DET,PHI @ DET,data.nba.com mobile_teams v2015 play-by-play,204,71,133,0.2676056338028169,0.2857142857142857,0.9366197183098592,,,,52.94336256875278
2023-24,22300311,20231213,NOP,WAS,NOP @ WAS,data.nba.com mobile_teams v2015 play-by-play,211,55,156,0.2545454545454545,0.1858974358974359,1.3692789968652035,,,,86.54675189534711
2023-24,22300312,20231213,CHA,MIA,CHA @ MIA,data.nba.com mobile_teams v2015 play-by-play,197,42,155,0.1904761904761904,0.1290322580645161,1.476190476190476,,,,90.61988999554036
2023-24,22300313,20231213,ATL,TOR,ATL @ TOR,data.nba.com mobile_teams v2015 play-by-play,203,55,148,0.1818181818181818,0.1824324324324324,0.9966329966329966,,,,59.3949754719786
2023-24,22300314,20231213,MEM,HOU,MEM @ HOU,data.nba.com mobile_teams v2015 play-by-play,206,82,124,0.3658536585365853,0.3064516129032258,1.1938382541720154,,,,75.88821168425747
2023-24,22300315,20231213,IND,MIL,IND @ MIL,data.nba.com mobile_teams v2015 play-by-play,218,88,130,0.3977272727272727,0.3,1.3257575757575757,,,,84.42842277389624
2023-24,22300316,20231213,LAL,SAS,LAL @ SAS,data.nba.com mobile_teams v2015 play-by-play,220,50,170,0.24,0.1470588235294117,1.632,,,,94.55923888806302
2023-24,22300317,20231213,BKN,PHX,BKN @ PHX,data.nba.com mobile_teams v2015 play-by-play,187,66,121,0.2272727272727272,0.2809917355371901,0.8088235294117646,,,,38.72454288687379
2023-24,22300318,20231213,NYK,UTA,NYK @ UTA,data.nba.com mobile_teams v2015 play-by-play,204,79,125,0.2278481012658227,0.32,0.7120253164556961,,,,27.263267429760667
2023-24,22300319,20231214,CLE,BOS,CLE @ BOS,data.nba.com mobile_teams v2015 play-by-play,191,52,139,0.2115384615384615,0.1870503597122302,1.1309171597633136,,,,71.23532035082503
2023-24,22300320,20231214,CHI,MIA,CHI @ MIA,data.nba.com mobile_teams v2015 play-by-play,194,74,120,0.2567567567567567,0.3083333333333333,0.8327246165084002,,,,41.3111342351717
2023-24,22300321,20231214,MIN,DAL,MIN @ DAL,data.nba.com mobile_teams v2015 play-by-play,200,58,142,0.1379310344827586,0.2112676056338028,0.6528735632183909,,,,20.9900401367623
2023-24,22300322,20231214,BKN,DEN,BKN @ DEN,data.nba.com mobile_teams v2015 play-by-play,203,65,138,0.1538461538461538,0.2391304347826087,0.6433566433566433,,,,19.92715920915713
2023-24,22300323,20231214,UTA,POR,UTA @ POR,data.nba.com mobile_teams v2015 play-by-play,187,43,144,0.1395348837209302,0.1458333333333333,0.9568106312292358,,,,55.21034636539319
2023-24,22300324,20231214,OKC,SAC,OKC @ SAC,data.nba.com mobile_teams v2015 play-by-play,215,70,145,0.2714285714285714,0.2482758620689655,1.093253968253968,,,,68.33655418462911
2023-24,22300325,20231214,GSW,LAC,GSW @ LAC,data.nba.com mobile_teams v2015 play-by-play,192,69,123,0.1884057971014492,0.2845528455284553,0.662111801242236,,,,21.777909915266836
2023-24,22300326,20231215,NOP,CHA,NOP @ CHA,data.nba.com mobile_teams v2015 play-by-play,199,56,143,0.2678571428571428,0.1818181818181818,1.4732142857142856,,,,90.47123532035084
2023-24,22300327,20231215,DET,PHI,DET @ PHI,data.nba.com mobile_teams v2015 play-by-play,206,77,129,0.2727272727272727,0.2868217054263566,0.9508599508599508,,,,54.48193845696447
2023-24,22300328,20231215,IND,WAS,IND @ WAS,data.nba.com mobile_teams v2015 play-by-play,222,67,155,0.2686567164179104,0.2064516129032258,1.3013059701492538,,,,83.0385015608741
2023-24,22300329,20231215,ORL,BOS,ORL @ BOS,data.nba.com mobile_teams v2015 play-by-play,196,63,133,0.2539682539682539,0.225563909774436,1.125925925925926,,,,70.93801100044597
2023-24,22300330,20231215,ATL,TOR,ATL @ TOR,data.nba.com mobile_teams v2015 play-by-play,200,57,143,0.175438596491228,0.2097902097902098,0.8362573099415204,,,,41.73480005946187
2023-24,22300331,20231215,LAL,SAS,LAL @ SAS,data.nba.com mobile_teams v2015 play-by-play,196,55,141,0.3636363636363636,0.1843971631205673,1.9720279720279723,,,,98.3647985729151
2023-24,22300332,20231215,HOU,MEM,HOU @ MEM,data.nba.com mobile_teams v2015 play-by-play,193,67,126,0.2388059701492537,0.2777777777777778,0.8597014925373134,,,,44.46261334918983
2023-24,22300333,20231215,NYK,PHX,NYK @ PHX,data.nba.com mobile_teams v2015 play-by-play,195,60,135,0.25,0.237037037037037,1.0546875,,,,65.02155492790249
2023-24,22300334,20231216,DET,MIL,DET @ MIL,data.nba.com mobile_teams v2015 play-by-play,207,80,127,0.1125,0.3149606299212598,0.3571875,,,,2.2744165303998813
2023-24,22300335,20231216,PHI,CHA,PHI @ CHA,data.nba.com mobile_teams v2015 play-by-play,196,52,144,0.1538461538461538,0.1736111111111111,0.8861538461538462,,,,47.227590307715175
2023-24,22300336,20231216,ATL,CLE,ATL @ CLE,data.nba.com mobile_teams v2015 play-by-play,193,68,125,0.25,0.272,0.9191176470588236,,,,51.0554481938457
2023-24,22300337,20231216,CHI,MIA,CHI @ MIA,data.nba.com mobile_teams v2015 play-by-play,181,62,119,0.2741935483870967,0.2605042016806723,1.0525494276795004,,,,64.78370744759923
2023-24,22300338,20231216,IND,MIN,IND @ MIN,data.nba.com mobile_teams v2015 play-by-play,197,50,147,0.04,0.1768707482993197,0.2261538461538461,,,,0.505425895644418
2023-24,22300339,20231216,BKN,GSW,BKN @ GSW,data.nba.com mobile_teams v2015 play-by-play,197,55,142,0.1454545454545454,0.204225352112676,0.7122257053291535,,,,27.29299836479857
2023-24,22300340,20231216,OKC,DEN,OKC @ DEN,data.nba.com mobile_teams v2015 play-by-play,196,67,129,0.1343283582089552,0.2558139534883721,0.525101763907734,,,,10.45042366582429
2023-24,22300341,20231216,DAL,POR,DAL @ POR,data.nba.com mobile_teams v2015 play-by-play,207,61,146,0.2295081967213114,0.1917808219178082,1.1967213114754098,,,,76.05173182696596
2023-24,22300342,20231216,UTA,SAC,UTA @ SAC,data.nba.com mobile_teams v2015 play-by-play,196,49,147,0.0408163265306122,0.1700680272108843,0.24,,,,0.5871859669986621
2023-24,22300343,20231216,NYK,LAC,NYK @ LAC,data.nba.com mobile_teams v2015 play-by-play,203,73,130,0.3013698630136986,0.2769230769230769,1.0882800608828005,,,,67.80139735394678
2023-24,22300344,20231217,ORL,BOS,ORL @ BOS,data.nba.com mobile_teams v2015 play-by-play,194,60,134,0.15,0.208955223880597,0.7178571428571429,,,,28.14033001337892
2023-24,22300345,20231217,NOP,SAS,NOP @ SAS,data.nba.com mobile_teams v2015 play-by-play,215,57,158,0.1929824561403508,0.170886075949367,1.129304743339831,,,,71.17585848074923
2023-24,22300346,20231217,HOU,MIL,HOU @ MIL,data.nba.com mobile_teams v2015 play-by-play,196,64,132,0.203125,0.2651515151515151,0.7660714285714286,,,,34.08651702096031
2023-24,22300347,20231217,WAS,PHX,WAS @ PHX,data.nba.com mobile_teams v2015 play-by-play,204,61,143,0.2131147540983606,0.2097902097902098,1.015846994535519,,,,61.42411178831574
2023-24,22300348,20231217,GSW,POR,GSW @ POR,data.nba.com mobile_teams v2015 play-by-play,191,58,133,0.2068965517241379,0.225563909774436,0.9172413793103448,,,,50.79530251226401
2023-24,22300349,20231218,HOU,CLE,HOU @ CLE,data.nba.com mobile_teams v2015 play-by-play,203,85,118,0.4,0.3389830508474576,1.1800000000000002,,,,74.87735989296863
2023-24,22300350,20231218,LAC,IND,LAC @ IND,data.nba.com mobile_teams v2015 play-by-play,207,57,150,0.175438596491228,0.2066666666666666,0.8488964346349744,,,,43.34770328526832
2023-24,22300351,20231218,CHI,PHI,CHI @ PHI,data.nba.com mobile_teams v2015 play-by-play,190,54,136,0.1111111111111111,0.2058823529411764,0.5396825396825397,,,,11.401813587037314
2023-24,22300352,20231218,DET,ATL,DET @ ATL,data.nba.com mobile_teams v2015 play-by-play,204,74,130,0.2567567567567567,0.2846153846153846,0.902118334550767,,,,49.14523561766018
2023-24,22300353,20231218,MIN,MIA,MIN @ MIA,data.nba.com mobile_teams v2015 play-by-play,194,66,128,0.1666666666666666,0.2421875,0.6881720430107526,,,,24.765868886576484
2023-24,22300354,20231218,CHA,TOR,CHA @ TOR,data.nba.com mobile_teams v2015 play-by-play,192,46,146,0.1956521739130435,0.1712328767123287,1.142608695652174,,,,72.29076854467073
2023-24,22300355,20231218,MEM,OKC,MEM @ OKC,data.nba.com mobile_teams v2015 play-by-play,209,66,143,0.2272727272727272,0.2237762237762237,1.015625,,,,61.39438085327783
2023-24,22300356,20231218,DAL,DEN,DAL @ DEN,data.nba.com mobile_teams v2015 play-by-play,192,63,129,0.1587301587301587,0.2558139534883721,0.6204906204906204,,,,17.637877211238294
2023-24,22300357,20231218,BKN,UTA,BKN @ UTA,data.nba.com mobile_teams v2015 play-by-play,197,59,138,0.1694915254237288,0.217391304347826,0.7796610169491526,,,,35.5581983053367
2023-24,22300358,20231218,WAS,SAC,WAS @ SAC,data.nba.com mobile_teams v2015 play-by-play,208,73,135,0.2054794520547945,0.2814814814814815,0.7299927901946647,,,,29.6491749665527
2023-24,22300359,20231218,NYK,LAL,NYK @ LAL,data.nba.com mobile_teams v2015 play-by-play,205,53,152,0.2641509433962264,0.1776315789473684,1.4870719776380157,,,,90.97666121599524
2023-24,22300360,20231219,MEM,NOP,MEM @ NOP,data.nba.com mobile_teams v2015 play-by-play,195,69,126,0.1739130434782608,0.2698412698412698,0.6445012787723785,,,,20.08324661810614
2023-24,22300361,20231219,SAS,MIL,SAS @ MIL,data.nba.com mobile_teams v2015 play-by-play,217,55,162,0.1272727272727272,0.1728395061728395,0.7363636363636363,,,,30.51880481641148
2023-24,22300362,20231219,BOS,GSW,BOS @ GSW,data.nba.com mobile_teams v2015 play-by-play,211,45,166,0.1333333333333333,0.144578313253012,0.9222222222222224,,,,51.43451761557901
2023-24,22300363,20231219,PHX,POR,PHX @ POR,data.nba.com mobile_teams v2015 play-by-play,202,52,150,0.1538461538461538,0.1866666666666666,0.8241758241758241,,,,40.411773450275014
2023-24,22300364,20231220,UTA,CLE,UTA @ CLE,data.nba.com mobile_teams v2015 play-by-play,196,59,137,0.1694915254237288,0.218978102189781,0.7740112994350282,,,,35.008176007135425
2023-24,22300365,20231220,CHA,IND,CHA @ IND,data.nba.com mobile_teams v2015 play-by-play,195,59,136,0.2711864406779661,0.2058823529411764,1.3171912832929782,,,,83.84123680689758
2023-24,22300366,20231220,MIA,ORL,MIA @ ORL,data.nba.com mobile_teams v2015 play-by-play,188,61,127,0.2950819672131147,0.2362204724409448,1.2491803278688525,,,,79.79782964174224
2023-24,22300367,20231220,MIN,PHI,MIN @ PHI,data.nba.com mobile_teams v2015 play-by-play,200,69,131,0.1594202898550724,0.2900763358778626,0.549580472921434,,,,12.07075962539022
2023-24,22300368,20231220,NYK,BKN,NYK @ BKN,data.nba.com mobile_teams v2015 play-by-play,198,61,137,0.180327868852459,0.2262773722627737,0.7969328397673189,,,,37.40151627768694
2023-24,22300369,20231220,DEN,TOR,DEN @ TOR,data.nba.com mobile_teams v2015 play-by-play,189,43,146,0.1162790697674418,0.1506849315068493,0.7716701902748415,,,,34.72573212427531
2023-24,22300370,20231220,LAL,CHI,LAL @ CHI,data.nba.com mobile_teams v2015 play-by-play,205,44,161,0.1136363636363636,0.1490683229813664,0.762310606060606,,,,33.74461126802438
2023-24,22300371,20231220,ATL,HOU,ATL @ HOU,data.nba.com mobile_teams v2015 play-by-play,198,67,131,0.1044776119402985,0.2595419847328244,0.4025460930640913,,,,3.7758287498141816
2023-24,22300372,20231220,LAC,DAL,LAC @ DAL,data.nba.com mobile_teams v2015 play-by-play,188,64,124,0.25,0.2580645161290322,0.96875,,,,56.65972944849115
2023-24,22300373,20231220,BOS,SAC,BOS @ SAC,data.nba.com mobile_teams v2015 play-by-play,189,56,133,0.125,0.2180451127819548,0.5732758620689655,,,,13.676230117437193
2023-24,22300374,20231221,UTA,DET,UTA @ DET,data.nba.com mobile_teams v2015 play-by-play,202,62,140,0.1935483870967742,0.2142857142857142,0.9032258064516128,,,,49.234428422773895
2023-24,22300375,20231221,NOP,CLE,NOP @ CLE,data.nba.com mobile_teams v2015 play-by-play,184,46,138,0.1521739130434782,0.1666666666666666,0.9130434782608696,,,,50.36420395421436
2023-24,22300376,20231221,SAS,CHI,SAS @ CHI,data.nba.com mobile_teams v2015 play-by-play,196,45,151,0.2,0.152317880794702,1.3130434782608695,,,,83.60338932659432
2023-24,22300377,20231221,IND,MEM,IND @ MEM,data.nba.com mobile_teams v2015 play-by-play,196,47,149,0.3404255319148936,0.1476510067114094,2.3056092843326885,,,,99.50943957187454
2023-24,22300378,20231221,ORL,MIL,ORL @ MIL,data.nba.com mobile_teams v2015 play-by-play,206,76,130,0.25,0.2846153846153846,0.8783783783783784,,,,46.30593132154006
2023-24,22300379,20231221,LAC,OKC,LAC @ OKC,data.nba.com mobile_teams v2015 play-by-play,200,47,153,0.1914893617021276,0.1568627450980392,1.2207446808510638,,,,78.04370447450573
2023-24,22300380,20231221,LAL,MIN,LAL @ MIN,data.nba.com mobile_teams v2015 play-by-play,205,63,142,0.1587301587301587,0.2253521126760563,0.7043650793650793,,,,26.356473911104505
2023-24,22300381,20231221,WAS,POR,WAS @ POR,data.nba.com mobile_teams v2015 play-by-play,198,69,129,0.1304347826086956,0.2635658914728682,0.4948849104859334,,,,8.428720083246619
2023-24,22300382,20231222,TOR,PHI,TOR @ PHI,data.nba.com mobile_teams v2015 play-by-play,199,58,141,0.2068965517241379,0.2198581560283688,0.9410456062291436,,,,53.39675932808087
2023-24,22300383,20231222,DEN,BKN,DEN @ BKN,data.nba.com mobile_teams v2015 play-by-play,188,66,122,0.2878787878787879,0.2459016393442623,1.1707070707070708,,,,74.16381745205886
2023-24,22300384,20231222,ATL,MIA,ATL @ MIA,data.nba.com mobile_teams v2015 play-by-play,200,72,128,0.1111111111111111,0.28125,0.3950617283950617,,,,3.463653931916159
2023-24,22300385,20231222,DAL,HOU,DAL @ HOU,data.nba.com mobile_teams v2015 play-by-play,217,65,152,0.2461538461538461,0.2039473684210526,1.206947890818859,,,,76.98825628066002
2023-24,22300386,20231222,WAS,GSW,WAS @ GSW,data.nba.com mobile_teams v2015 play-by-play,204,56,148,0.0892857142857142,0.1959459459459459,0.4556650246305418,,,,6.243496357960457
2023-24,22300387,20231222,PHX,SAC,PHX @ SAC,data.nba.com mobile_teams v2015 play-by-play,195,63,132,0.3809523809523809,0.2121212121212121,1.7959183673469383,,,,97.11609930132302
2023-24,22300388,20231223,MIL,NYK,MIL @ NYK,data.nba.com mobile_teams v2015 play-by-play,205,67,138,0.2388059701492537,0.2536231884057971,0.9415778251599146,,,,53.471086665675635
2023-24,22300389,20231223,BOS,LAC,BOS @ LAC,data.nba.com mobile_teams v2015 play-by-play,196,68,128,0.3529411764705882,0.2265625,1.5578093306288034,,,,92.89430652594024
2023-24,22300390,20231223,DEN,CHA,DEN @ CHA,data.nba.com mobile_teams v2015 play-by-play,192,52,140,0.2115384615384615,0.1928571428571428,1.0968660968660968,,,,68.70819087260294
2023-24,22300391,20231223,ORL,IND,ORL @ IND,data.nba.com mobile_teams v2015 play-by-play,188,68,120,0.3235294117647059,0.275,1.1764705882352942,,,,74.58005054258956
2023-24,22300392,20231223,HOU,NOP,HOU @ NOP,data.nba.com mobile_teams v2015 play-by-play,188,70,118,0.2714285714285714,0.3050847457627119,0.8896825396825395,,,,47.76274713839751
2023-24,22300393,20231223,MEM,ATL,MEM @ ATL,data.nba.com mobile_teams v2015 play-by-play,197,63,134,0.1428571428571428,0.2313432835820895,0.6175115207373272,,,,17.273673257023933
2023-24,22300394,20231223,DET,BKN,DET @ BKN,data.nba.com mobile_teams v2015 play-by-play,197,72,125,0.3194444444444444,0.28,1.1408730158730156,,,,72.11238293444329
2023-24,22300395,20231223,UTA,TOR,UTA @ TOR,data.nba.com mobile_teams v2015 play-by-play,196,54,142,0.1296296296296296,0.2112676056338028,0.6135802469135803,,,,16.99122937416382
2023-24,22300396,20231223,CLE,CHI,CLE @ CHI,data.nba.com mobile_teams v2015 play-by-play,186,59,127,0.135593220338983,0.2362204724409448,0.5740112994350283,,,,13.698528318715624
2023-24,22300397,20231223,LAL,OKC,LAL @ OKC,data.nba.com mobile_teams v2015 play-by-play,197,56,141,0.1071428571428571,0.2127659574468085,0.5035714285714286,,,,8.956444180169466
2023-24,22300398,20231223,SAS,DAL,SAS @ DAL,data.nba.com mobile_teams v2015 play-by-play,218,59,159,0.2203389830508474,0.1886792452830188,1.1677966101694914,,,,74.01516277686933
2023-24,22300399,20231223,POR,GSW,POR @ GSW,data.nba.com mobile_teams v2015 play-by-play,196,58,138,0.1724137931034483,0.2246376811594203,0.7675194660734149,,,,34.279768098706704
2023-24,22300400,20231223,MIN,SAC,MIN @ SAC,data.nba.com mobile_teams v2015 play-by-play,193,65,128,0.2153846153846154,0.2421875,0.8893300248138958,,,,47.7330162033596
2023-24,22300401,20231225,MIL,NYK,MIL @ NYK,data.nba.com mobile_teams v2015 play-by-play,198,63,135,0.2857142857142857,0.2222222222222222,1.2857142857142858,,,,82.11684257469898
2023-24,22300402,20231225,GSW,DEN,GSW @ DEN,data.nba.com mobile_teams v2015 play-by-play,201,66,135,0.1666666666666666,0.2444444444444444,0.6818181818181818,,,,23.844209900401367
2023-24,22300403,20231225,BOS,LAL,BOS @ LAL,data.nba.com mobile_teams v2015 play-by-play,194,57,137,0.2807017543859649,0.2043795620437956,1.3734335839598997,,,,86.69540657053665
