season,game_id,game_date_et,away_team,home_team,matchup,source,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI,as_of_utc_date,game_status,game_status_text,wmi_percentile
2020-21,22000502,20210225,WAS,DEN,WAS @ DEN,data.nba.com mobile_teams v2015 play-by-play,199,64,135,0.296875,0.2222222222222222,1.3359375,,,,84.94871413705961
2020-21,22000503,20210225,NOP,MIL,NOP @ MIL,data.nba.com mobile_teams v2015 play-by-play,205,45,160,0.1777777777777777,0.15,1.1851851851851851,,,,75.23413111342352
2020-21,22000504,20210226,SAC,DET,SAC @ DET,data.nba.com mobile_teams v2015 play-by-play,198,83,115,0.3373493975903614,0.3391304347826087,0.9947482236638864,,,,59.253753530548536
2020-21,22000505,20210226,IND,BOS,IND @ BOS,data.nba.com mobile_teams v2015 play-by-play,198,73,125,0.1917808219178082,0.288,0.6659056316590564,,,,22.209008473316487
2020-21,22000506,20210226,HOU,TOR,HOU @ TOR,data.nba.com mobile_teams v2015 play-by-play,199,67,132,0.3134328358208955,0.25,1.2537313432835822,,,,80.16946632971607
2020-21,22000507,20210226,UTA,MIA,UTA @ MIA,data.nba.com mobile_teams v2015 play-by-play,201,69,132,0.217391304347826,0.2424242424242424,0.8967391304347826,,,,48.61007878697785
2020-21,22000508,20210226,PHX,CHI,PHX @ CHI,data.nba.com mobile_teams v2015 play-by-play,190,45,145,0.1777777777777777,0.1586206896551724,1.1207729468599033,,,,70.62583618254794
2020-21,22000509,20210226,LAC,MEM,LAC @ MEM,data.nba.com mobile_teams v2015 play-by-play,200,56,144,0.2321428571428571,0.1944444444444444,1.1938775510204085,,,,75.90307715177642
2020-21,22000510,20210226,ATL,OKC,ATL @ OKC,data.nba.com mobile_teams v2015 play-by-play,192,47,145,0.1063829787234042,0.1655172413793103,0.6427304964539007,,,,19.85283187156236
2020-21,22000511,20210226,CHA,GSW,CHA @ GSW,data.nba.com mobile_teams v2015 play-by-play,222,72,150,0.2222222222222222,0.2466666666666666,0.9009009009009008,,,,49.02631187750855
2020-21,22000512,20210226,POR,LAL,POR @ LAL,data.nba.com mobile_teams v2015 play-by-play,188,67,121,0.2985074626865671,0.2644628099173554,1.128731343283582,,,,71.1163966106734
2020-21,22000513,20210227,CLE,PHI,CLE @ PHI,data.nba.com mobile_teams v2015 play-by-play,218,77,141,0.3766233766233766,0.2411347517730496,1.561879297173415,,,,92.99836479857292
2020-21,22000514,20210227,NOP,SAS,NOP @ SAS,data.nba.com mobile_teams v2015 play-by-play,192,69,123,0.3188405797101449,0.2520325203252032,1.2650771388499298,,,,80.9870670432585
2020-21,22000515,20210227,IND,NYK,IND @ NYK,data.nba.com mobile_teams v2015 play-by-play,202,61,141,0.2950819672131147,0.2127659574468085,1.3868852459016392,,,,87.20083246618107
2020-21,22000516,20210227,UTA,ORL,UTA @ ORL,data.nba.com mobile_teams v2015 play-by-play,191,53,138,0.2075471698113207,0.1739130434782608,1.1933962264150944,,,,75.84361528170061
2020-21,22000517,20210227,MIN,WAS,MIN @ WAS,data.nba.com mobile_teams v2015 play-by-play,224,78,146,0.282051282051282,0.2534246575342466,1.112959112959113,,,,69.95689014419504
2020-21,22000518,20210227,DEN,OKC,DEN @ OKC,data.nba.com mobile_teams v2015 play-by-play,203,51,152,0.2549019607843137,0.1644736842105263,1.5498039215686272,,,,92.75308458451018
2020-21,22000519,20210227,DAL,BKN,DAL @ BKN,data.nba.com mobile_teams v2015 play-by-play,188,54,134,0.2407407407407407,0.1940298507462686,1.2407407407407407,,,,79.29240374609782
2020-21,22000520,20210228,LAC,MIL,LAC @ MIL,data.nba.com mobile_teams v2015 play-by-play,191,50,141,0.14,0.1843971631205673,0.7592307692307694,,,,33.23918537237996
2020-21,22000521,20210228,NYK,DET,NYK @ DET,data.nba.com mobile_teams v2015 play-by-play,190,65,125,0.2153846153846154,0.248,0.8684863523573202,,,,45.339675932808085
2020-21,22000522,20210228,ATL,MIA,ATL @ MIA,data.nba.com mobile_teams v2015 play-by-play,191,65,126,0.2307692307692307,0.2539682539682539,0.9086538461538464,,,,49.8736435260889
2020-21,22000523,20210408,CHI,TOR,CHI @ TOR,data.nba.com mobile_teams v2015 play-by-play,197,60,137,0.3333333333333333,0.1897810218978102,1.7564102564102564,,,,96.56607700312176
2020-21,22000524,20210228,WAS,BOS,WAS @ BOS,data.nba.com mobile_teams v2015 play-by-play,203,73,130,0.2191780821917808,0.2769230769230769,0.791476407914764,,,,36.86635944700461
2020-21,22000525,20210228,MEM,HOU,MEM @ HOU,data.nba.com mobile_teams v2015 play-by-play,219,89,130,0.3033707865168539,0.3230769230769231,0.9390048154093098,,,,53.248104652891335
2020-21,22000526,20210228,PHX,MIN,PHX @ MIN,data.nba.com mobile_teams v2015 play-by-play,211,69,142,0.1739130434782608,0.2394366197183098,0.7263427109974425,,,,29.28497101233834
2020-21,22000527,20210228,GSW,LAL,GSW @ LAL,data.nba.com mobile_teams v2015 play-by-play,213,76,137,0.2236842105263158,0.2773722627737226,0.8064404432132964,,,,38.45696447153263
2020-21,22000528,20210228,CHA,SAC,CHA @ SAC,data.nba.com mobile_teams v2015 play-by-play,197,60,137,0.25,0.2116788321167883,1.1810344827586208,,,,74.92195629552549
2020-21,22000529,20210301,DAL,ORL,DAL @ ORL,data.nba.com mobile_teams v2015 play-by-play,203,50,153,0.18,0.1633986928104575,1.1016,,,,69.02036569050097
2020-21,22000530,20210301,IND,PHI,IND @ PHI,data.nba.com mobile_teams v2015 play-by-play,213,59,154,0.2033898305084746,0.2012987012987013,1.010388190267906,,,,60.81462762003865
2020-21,22000531,20210301,DEN,CHI,DEN @ CHI,data.nba.com mobile_teams v2015 play-by-play,197,59,138,0.135593220338983,0.2246376811594203,0.6036085292509568,,,,15.965512115356027
2020-21,22000532,20210301,CLE,HOU,CLE @ HOU,data.nba.com mobile_teams v2015 play-by-play,192,60,132,0.15,0.2348484848484848,0.6387096774193548,,,,19.34740597591794
2020-21,22000533,20210301,UTA,NOP,UTA @ NOP,data.nba.com mobile_teams v2015 play-by-play,209,61,148,0.1967213114754098,0.2162162162162162,0.9098360655737704,,,,50.08176007135424
2020-21,22000534,20210301,BKN,SAS,BKN @ SAS,data.nba.com mobile_teams v2015 play-by-play,200,45,155,0.1333333333333333,0.1483870967741935,0.8985507246376812,,,,48.788464397205296
2020-21,22000535,20210301,CHA,POR,CHA @ POR,data.nba.com mobile_teams v2015 play-by-play,196,47,149,0.2553191489361702,0.1610738255033557,1.5851063829787233,,,,93.66731083692582
2020-21,22000536,20210302,MEM,WAS,MEM @ WAS,data.nba.com mobile_teams v2015 play-by-play,218,66,152,0.106060606060606,0.2302631578947368,0.4606060606060606,,,,6.3772855656310385
2020-21,22000537,20210302,LAC,BOS,LAC @ BOS,data.nba.com mobile_teams v2015 play-by-play,178,52,126,0.1153846153846153,0.2063492063492063,0.5591715976331362,,,,12.724840196224172
2020-21,22000538,20210302,ATL,MIA,ATL @ MIA,data.nba.com mobile_teams v2015 play-by-play,171,55,116,0.1454545454545454,0.2327586206896551,0.6249158249158249,,,,18.04667756800951
2020-21,22000539,20210303,DET,TOR,DET @ TOR,data.nba.com mobile_teams v2015 play-by-play,191,75,116,0.2133333333333333,0.3189655172413793,0.6688288288288288,,,,22.49888508993608
2020-21,22000540,20210302,DEN,MIL,DEN @ MIL,data.nba.com mobile_teams v2015 play-by-play,193,66,127,0.1666666666666666,0.2677165354330709,0.622549019607843,,,,17.80883008770626
2020-21,22000541,20210302,NYK,SAS,NYK @ SAS,data.nba.com mobile_teams v2015 play-by-play,185,44,141,0.1818181818181818,0.1631205673758865,1.1146245059288538,,,,70.09067935186562
2020-21,22000542,20210302,PHX,LAL,PHX @ LAL,data.nba.com mobile_teams v2015 play-by-play,187,60,127,0.1833333333333333,0.2283464566929134,0.8028735632183908,,,,37.8920767058124
2020-21,22000543,20210303,IND,CLE,IND @ CLE,data.nba.com mobile_teams v2015 play-by-play,201,50,151,0.12,0.1788079470198675,0.6711111111111111,,,,22.707001635201426
2020-21,22000544,20210303,ATL,ORL,ATL @ ORL,data.nba.com mobile_teams v2015 play-by-play,195,63,132,0.2539682539682539,0.2272727272727272,1.1174603174603177,,,,70.31366136464992
2020-21,22000545,20210303,UTA,PHI,UTA @ PHI,data.nba.com mobile_teams v2015 play-by-play,222,64,158,0.234375,0.2088607594936709,1.1221590909090908,,,,70.70016352014271
2020-21,22000546,20210303,BKN,HOU,BKN @ HOU,data.nba.com mobile_teams v2015 play-by-play,201,66,135,0.303030303030303,0.2296296296296296,1.3196480938416422,,,,83.94529507953024
2020-21,22000547,20210303,CHA,MIN,CHA @ MIN,data.nba.com mobile_teams v2015 play-by-play,220,56,164,0.1785714285714285,0.1768292682926829,1.0098522167487685,,,,60.755165749962835
2020-21,22000548,20210303,CHI,NOP,CHI @ NOP,data.nba.com mobile_teams v2015 play-by-play,206,67,139,0.3283582089552239,0.2302158273381295,1.4263059701492538,,,,88.68737921807642
2020-21,22000549,20210303,OKC,DAL,OKC @ DAL,data.nba.com mobile_teams v2015 play-by-play,189,56,133,0.0535714285714285,0.2180451127819548,0.2456896551724137,,,,0.6392151033149993
2020-21,22000550,20210303,GSW,POR,GSW @ POR,data.nba.com mobile_teams v2015 play-by-play,191,60,131,0.1,0.2519083969465648,0.396969696969697,,,,3.5231158019919726
2020-21,22000551,20210303,LAL,SAC,LAL @ SAC,data.nba.com mobile_teams v2015 play-by-play,191,60,131,0.1833333333333333,0.2366412213740458,0.7747311827956989,,,,35.07507061097071
2020-21,22000552,20210304,TOR,BOS,TOR @ BOS,data.nba.com mobile_teams v2015 play-by-play,199,76,123,0.25,0.3008130081300813,0.831081081081081,,,,41.1178831574253
2020-21,22000553,20210304,DEN,IND,DEN @ IND,data.nba.com mobile_teams v2015 play-by-play,192,47,145,0.2765957446808511,0.1517241379310344,1.823017408123791,,,,97.35394678162628
2020-21,22000554,20210304,LAC,WAS,LAC @ WAS,data.nba.com mobile_teams v2015 play-by-play,203,77,126,0.4545454545454545,0.2777777777777778,1.6363636363636362,,,,94.6335662256578
2020-21,22000555,20210304,MIL,MEM,MIL @ MEM,data.nba.com mobile_teams v2015 play-by-play,210,68,142,0.2058823529411764,0.2323943661971831,0.8859180035650623,,,,47.16812843763936
2020-21,22000556,20210304,OKC,SAS,OKC @ SAS,data.nba.com mobile_teams v2015 play-by-play,207,59,148,0.2542372881355932,0.1824324324324324,1.3935969868173257,,,,87.55760368663594
2020-21,22000557,20210304,MIA,NOP,MIA @ NOP,data.nba.com mobile_teams v2015 play-by-play,180,57,123,0.2982456140350877,0.2276422764227642,1.3101503759398496,,,,83.46960011892374
2020-21,22000558,20210304,SAC,POR,SAC @ POR,data.nba.com mobile_teams v2015 play-by-play,195,58,137,0.2758620689655172,0.2043795620437956,1.3497536945812807,,,,85.6548238442099
2020-21,22000559,20210202,POR,WAS,POR @ WAS,data.nba.com mobile_teams v2015 play-by-play,196,58,138,0.2068965517241379,0.2028985507246377,1.019704433497537,,,,61.706555671175856
2020-21,22000560,20210214,BOS,WAS,BOS @ WAS,data.nba.com mobile_teams v2015 play-by-play,211,84,127,0.2857142857142857,0.2992125984251969,0.9548872180451128,,,,55.002229820127845
2020-21,22000561,20210214,NOP,DET,NOP @ DET,data.nba.com mobile_teams v2015 play-by-play,184,58,126,0.3103448275862069,0.2142857142857142,1.4482758620689655,,,,89.50497993161885
2020-21,22000562,20210217,OKC,MEM,OKC @ MEM,data.nba.com mobile_teams v2015 play-by-play,203,73,130,0.3013698630136986,0.2615384615384615,1.152296535052377,,,,73.04890738813735
2020-21,22000563,20210219,DEN,CLE,DEN @ CLE,data.nba.com mobile_teams v2015 play-by-play,192,56,136,0.1785714285714285,0.2058823529411764,0.8673469387755103,,,,45.2058867251375
2020-21,22000564,20210217,DET,CHI,DET @ CHI,data.nba.com mobile_teams v2015 play-by-play,198,68,130,0.2794117647058823,0.2692307692307692,1.0378151260504205,,,,63.53500817600713
2020-21,22000565,20210304,DET,NYK,DET @ NYK,data.nba.com mobile_teams v2015 play-by-play,180,44,136,0.2727272727272727,0.1544117647058823,1.766233766233766,,,,96.72959714583024
2020-21,22000566,20210310,WAS,MEM,WAS @ MEM,data.nba.com mobile_teams v2015 play-by-play,216,79,137,0.2531645569620253,0.2773722627737226,0.9127248500999334,,,,50.33447301917645
2020-21,22000567,20210310,SAS,DAL,SAS @ DAL,data.nba.com mobile_teams v2015 play-by-play,188,58,130,0.1551724137931034,0.2384615384615384,0.6507230255839822,,,,20.804221792775383
2020-21,22000568,20210311,DET,CHA,DET @ CHA,data.nba.com mobile_teams v2015 play-by-play,190,57,133,0.1403508771929824,0.225563909774436,0.6222222222222222,,,,17.77909915266835
2020-21,22000569,20210311,BOS,BKN,BOS @ BKN,data.nba.com mobile_teams v2015 play-by-play,192,58,134,0.2068965517241379,0.2238805970149253,0.9241379310344828,,,,51.731826965958085
2020-21,22000570,20210311,ATL,TOR,ATL @ TOR,data.nba.com mobile_teams v2015 play-by-play,213,79,134,0.240506329113924,0.2835820895522388,0.8481012658227849,,,,43.243645012635646
2020-21,22000571,20210311,ORL,MIA,ORL @ MIA,data.nba.com mobile_teams v2015 play-by-play,197,54,143,0.0925925925925925,0.2027972027972027,0.4565772669220945,,,,6.258361825479411
2020-21,22000572,20210311,PHI,CHI,PHI @ CHI,data.nba.com mobile_teams v2015 play-by-play,202,55,147,0.109090909090909,0.1904761904761904,0.5727272727272728,,,,13.601902779842426
2020-21,22000573,20210311,NYK,MIL,NYK @ MIL,data.nba.com mobile_teams v2015 play-by-play,200,53,147,0.1509433962264151,0.1904761904761904,0.7924528301886793,,,,36.94068678459937
2020-21,22000574,20210311,MIN,NOP,MIN @ NOP,data.nba.com mobile_teams v2015 play-by-play,203,55,148,0.2545454545454545,0.1756756756756756,1.4489510489510486,,,,89.54214360041624
2020-21,22000575,20210311,DAL,OKC,DAL @ OKC,data.nba.com mobile_teams v2015 play-by-play,186,76,110,0.3289473684210526,0.3272727272727272,1.0051169590643276,,,,60.338932659432146
2020-21,22000576,20210311,GSW,LAC,GSW @ LAC,data.nba.com mobile_teams v2015 play-by-play,218,74,144,0.2837837837837837,0.2291666666666666,1.2383292383292384,,,,79.15861453842723
2020-21,22000577,20210311,PHX,POR,PHX @ POR,data.nba.com mobile_teams v2015 play-by-play,193,61,132,0.2786885245901639,0.2272727272727272,1.2262295081967212,,,,78.5342649026312
2020-21,22000578,20210311,HOU,SAC,HOU @ SAC,data.nba.com mobile_teams v2015 play-by-play,213,62,151,0.2258064516129032,0.2119205298013245,1.065524193548387,,,,65.9729448491155
2020-21,22000579,20210312,PHI,WAS,PHI @ WAS,data.nba.com mobile_teams v2015 play-by-play,207,55,152,0.2545454545454545,0.1710526315789473,1.488111888111888,,,,91.00639215103315
2020-21,22000580,20210312,DEN,MEM,DEN @ MEM,data.nba.com mobile_teams v2015 play-by-play,194,43,151,0.0465116279069767,0.152317880794702,0.3053589484327603,,,,1.323026609186859
2020-21,22000581,20210312,CLE,NOP,CLE @ NOP,data.nba.com mobile_teams v2015 play-by-play,194,57,137,0.2807017543859649,0.2116788321167883,1.3260738052026615,,,,84.46558644269362
2020-21,22000582,20210312,MIA,CHI,MIA @ CHI,data.nba.com mobile_teams v2015 play-by-play,194,47,147,0.1276595744680851,0.1632653061224489,0.7819148936170213,,,,35.855507655715776
2020-21,22000583,20210312,ORL,SAS,ORL @ SAS,data.nba.com mobile_teams v2015 play-by-play,194,49,145,0.0816326530612244,0.1724137931034483,0.4734693877551019,,,,7.061097071502899
2020-21,22000584,20210312,HOU,UTA,HOU @ UTA,data.nba.com mobile_teams v2015 play-by-play,208,59,149,0.2203389830508474,0.1879194630872483,1.1725181598062953,,,,74.29760665972945
2020-21,22000585,20210312,IND,LAL,IND @ LAL,data.nba.com mobile_teams v2015 play-by-play,200,76,124,0.2763157894736842,0.282258064516129,0.9789473684210528,,,,57.55909023338784
2020-21,22000586,20210313,NYK,OKC,NYK @ OKC,data.nba.com mobile_teams v2015 play-by-play,196,63,133,0.2222222222222222,0.2406015037593984,0.9236111111111112,,,,51.63520142708489
2020-21,22000587,20210313,DET,BKN,DET @ BKN,data.nba.com mobile_teams v2015 play-by-play,191,48,143,0.2083333333333333,0.1748251748251748,1.1916666666666669,,,,75.69496060651107
2020-21,22000588,20210313,TOR,CHA,TOR @ CHA,data.nba.com mobile_teams v2015 play-by-play,212,64,148,0.109375,0.2162162162162162,0.505859375,,,,9.097666121599524
2020-21,22000589,20210313,MIL,WAS,MIL @ WAS,data.nba.com mobile_teams v2015 play-by-play,224,59,165,0.1694915254237288,0.1696969696969697,0.9987893462469732,,,,59.53619741340865
2020-21,22000590,20210313,SAC,ATL,SAC @ ATL,data.nba.com mobile_teams v2015 play-by-play,188,64,124,0.3125,0.2338709677419354,1.3362068965517242,,,,84.98587780585699
2020-21,22000591,20210313,POR,MIN,POR @ MIN,data.nba.com mobile_teams v2015 play-by-play,198,67,131,0.2985074626865671,0.2213740458015267,1.3484302624807,,,,85.5953619741341
2020-21,22000592,20210313,DAL,DEN,DAL @ DEN,data.nba.com mobile_teams v2015 play-by-play,180,61,119,0.2786885245901639,0.2436974789915966,1.143583945732052,,,,72.40969228482236
2020-21,22000593,20210314,MEM,OKC,MEM @ OKC,data.nba.com mobile_teams v2015 play-by-play,203,71,132,0.2676056338028169,0.2651515151515151,1.009255533199195,,,,60.69570387988702
2020-21,22000594,20210314,UTA,GSW,UTA @ GSW,data.nba.com mobile_teams v2015 play-by-play,209,69,140,0.1884057971014492,0.2428571428571428,0.7757885763000852,,,,35.231158019919725
2020-21,22000595,20210314,SAS,PHI,SAS @ PHI,data.nba.com mobile_teams v2015 play-by-play,198,67,131,0.2388059701492537,0.2519083969465648,0.9479873360470376,,,,54.19949457410436
2020-21,22000596,20210314,MIA,ORL,MIA @ ORL,data.nba.com mobile_teams v2015 play-by-play,195,60,135,0.1166666666666666,0.2222222222222222,0.525,,,,10.435558198305335
2020-21,22000597,20210314,CLE,ATL,CLE @ ATL,data.nba.com mobile_teams v2015 play-by-play,174,64,110,0.25,0.2636363636363636,0.9482758620689656,,,,54.23665824290174
2020-21,22000598,20210314,BOS,HOU,BOS @ HOU,data.nba.com mobile_teams v2015 play-by-play,210,66,144,0.1666666666666666,0.25,0.6666666666666666,,,,22.35766314850602
2020-21,22000599,20210314,POR,MIN,POR @ MIN,data.nba.com mobile_teams v2015 play-by-play,197,75,122,0.3333333333333333,0.2786885245901639,1.196078431372549,,,,76.036866359447
2020-21,22000600,20210314,TOR,CHI,TOR @ CHI,data.nba.com mobile_teams v2015 play-by-play,205,63,142,0.4285714285714285,0.1830985915492957,2.3406593406593403,,,,99.5540359744314
2020-21,22000601,20210314,LAC,NOP,LAC @ NOP,data.nba.com mobile_teams v2015 play-by-play,205,57,148,0.2280701754385964,0.1891891891891892,1.2055137844611528,,,,76.8024379366731
2020-21,22000602,20210315,SAC,CHA,SAC @ CHA,data.nba.com mobile_teams v2015 play-by-play,203,65,138,0.1538461538461538,0.2391304347826087,0.6433566433566433,,,,19.92715920915713
2020-21,22000603,20210315,MIL,WAS,MIL @ WAS,data.nba.com mobile_teams v2015 play-by-play,220,60,160,0.25,0.16875,1.4814814814814814,,,,90.80570833952729
2020-21,22000604,20210315,NYK,BKN,NYK @ BKN,data.nba.com mobile_teams v2015 play-by-play,195,63,132,0.2222222222222222,0.2424242424242424,0.9166666666666666,,,,50.69867697339081
2020-21,22000605,20210315,LAC,DAL,LAC @ DAL,data.nba.com mobile_teams v2015 play-by-play,183,44,139,0.2272727272727272,0.1654676258992805,1.3735177865612649,,,,86.71027203805559
2020-21,22000606,20210315,IND,DEN,IND @ DEN,data.nba.com mobile_teams v2015 play-by-play,188,49,139,0.0612244897959183,0.1870503597122302,0.3273155416012558,,,,1.6797978296417424
2020-21,22000607,20210315,MEM,PHX,MEM @ PHX,data.nba.com mobile_teams v2015 play-by-play,197,59,138,0.2372881355932203,0.2101449275362318,1.1291642314436003,,,,71.16099301323027
2020-21,22000608,20210315,LAL,GSW,LAL @ GSW,data.nba.com mobile_teams v2015 play-by-play,203,61,142,0.0983606557377049,0.2253521126760563,0.4364754098360655,,,,5.425895644418017
2020-21,22000609,20210316,UTA,BOS,UTA @ BOS,data.nba.com mobile_teams v2015 play-by-play,189,48,141,0.2291666666666666,0.1560283687943262,1.46875,,,,90.33744611268024
2020-21,22000610,20210316,CLE,MIA,CLE @ MIA,data.nba.com mobile_teams v2015 play-by-play,184,59,125,0.1186440677966101,0.248,0.4784034991798797,,,,7.343540954363014
2020-21,22000611,20210316,NYK,PHI,NYK @ PHI,data.nba.com mobile_teams v2015 play-by-play,189,74,115,0.3918918918918919,0.3043478260869565,1.2876447876447876,,,,82.19116991229373
2020-21,22000612,20210316,OKC,CHI,OKC @ CHI,data.nba.com mobile_teams v2015 play-by-play,193,51,142,0.1568627450980392,0.1971830985915492,0.7955182072829132,,,,37.26772707001635
2020-21,22000613,20210316,ATL,HOU,ATL @ HOU,data.nba.com mobile_teams v2015 play-by-play,182,52,130,0.3076923076923077,0.1769230769230769,1.7391304347826086,,,,96.26876765274268
2020-21,22000614,20210316,NOP,POR,NOP @ POR,data.nba.com mobile_teams v2015 play-by-play,202,66,136,0.2575757575757575,0.2279411764705882,1.1300097751710654,,,,71.19072394826817
2020-21,22000615,20210316,MIN,LAL,MIN @ LAL,data.nba.com mobile_teams v2015 play-by-play,205,58,147,0.396551724137931,0.1632653061224489,2.428879310344828,,,,99.65809424706408
2020-21,22000616,20210317,TOR,DET,TOR @ DET,data.nba.com mobile_teams v2015 play-by-play,197,87,110,0.3563218390804598,0.3636363636363636,0.9798850574712644,,,,57.707744908577375
2020-21,22000617,20210317,BKN,IND,BKN @ IND,data.nba.com mobile_teams v2015 play-by-play,213,80,133,0.1625,0.2932330827067669,0.5541666666666667,,,,12.397799910807194
2020-21,22000618,20210317,MIL,PHI,MIL @ PHI,data.nba.com mobile_teams v2015 play-by-play,238,46,192,0.1739130434782608,0.125,1.391304347826087,,,,87.48327634904118
2020-21,22000619,20210317,SAC,WAS,SAC @ WAS,data.nba.com mobile_teams v2015 play-by-play,217,86,131,0.3023255813953488,0.3053435114503817,0.9901162790697674,,,,58.70373123234726
2020-21,22000620,20210317,BOS,CLE,BOS @ CLE,data.nba.com mobile_teams v2015 play-by-play,192,71,121,0.352112676056338,0.2892561983471074,1.2173038229376258,,,,77.74639512412665
2020-21,22000621,20210317,SAS,CHI,SAS @ CHI,data.nba.com mobile_teams v2015 play-by-play,194,47,147,0.2978723404255319,0.1564625850340136,1.9037927844588345,,,,97.97829641742231
2020-21,22000622,20210317,GSW,HOU,GSW @ HOU,data.nba.com mobile_teams v2015 play-by-play,201,69,132,0.2898550724637681,0.2348484848484848,1.2342215988779803,,,,78.95049799316189
2020-21,22000623,20210317,MIA,MEM,MIA @ MEM,data.nba.com mobile_teams v2015 play-by-play,189,59,130,0.1525423728813559,0.2538461538461538,0.600924499229584,,,,15.697933700014865
2020-21,22000624,20210317,CHA,DEN,CHA @ DEN,data.nba.com mobile_teams v2015 play-by-play,205,65,140,0.2615384615384615,0.2071428571428571,1.2625994694960212,,,,80.77895049799316
2020-21,22000625,20210317,LAC,DAL,LAC @ DAL,data.nba.com mobile_teams v2015 play-by-play,190,47,143,0.0851063829787234,0.1678321678321678,0.5070921985815603,,,,9.171993459194292
2020-21,22000626,20210318,OKC,ATL,OKC @ ATL,data.nba.com mobile_teams v2015 play-by-play,192,48,144,0.125,0.1736111111111111,0.72,,,,28.422773896239033
2020-21,22000627,20210318,ORL,NYK,ORL @ NYK,data.nba.com mobile_teams v2015 play-by-play,181,47,134,0.0638297872340425,0.1865671641791045,0.342127659574468,,,,1.9771071800208115
2020-21,22000628,20210318,MIN,PHX,MIN @ PHX,data.nba.com mobile_teams v2015 play-by-play,208,71,137,0.2394366197183098,0.2554744525547445,0.9372233400402412,,,,53.01025717258808
2020-21,22000629,20210318,NOP,POR,NOP @ POR,data.nba.com mobile_teams v2015 play-by-play,188,62,126,0.3387096774193548,0.2142857142857142,1.5806451612903225,,,,93.51865616173627
2020-21,22000630,20210318,CHA,LAL,CHA @ LAL,data.nba.com mobile_teams v2015 play-by-play,203,60,143,0.1333333333333333,0.2167832167832167,0.6150537634408603,,,,17.139884049353352
2020-21,22000631,20210319,SAC,BOS,SAC @ BOS,data.nba.com mobile_teams v2015 play-by-play,189,53,136,0.2641509433962264,0.1985294117647058,1.3305380852550663,,,,84.65883752044002
2020-21,22000632,20210319,IND,MIA,IND @ MIA,data.nba.com mobile_teams v2015 play-by-play,200,54,146,0.2777777777777778,0.1712328767123287,1.6222222222222225,,,,94.4403151479114
2020-21,22000633,20210319,BKN,ORL,BKN @ ORL,data.nba.com mobile_teams v2015 play-by-play,197,56,141,0.0714285714285714,0.2127659574468085,0.3357142857142857,,,,1.8433179723502304
2020-21,22000634,20210319,UTA,TOR,UTA @ TOR,data.nba.com mobile_teams v2015 play-by-play,189,72,117,0.2083333333333333,0.2991452991452991,0.6964285714285715,,,,25.6875278727516
2020-21,22000635,20210319,DET,HOU,DET @ HOU,data.nba.com mobile_teams v2015 play-by-play,196,50,146,0.22,0.1712328767123287,1.2848000000000002,,,,82.04251523710421
2020-21,22000636,20210319,GSW,MEM,GSW @ MEM,data.nba.com mobile_teams v2015 play-by-play,207,54,153,0.2222222222222222,0.1830065359477124,1.2142857142857142,,,,77.53827857886131
2020-21,22000637,20210319,CHI,DEN,CHI @ DEN,data.nba.com mobile_teams v2015 play-by-play,215,62,153,0.4516129032258064,0.196078431372549,2.303225806451613,,,,99.49457410435558
2020-21,22000638,20210319,MIN,PHX,MIN @ PHX,data.nba.com mobile_teams v2015 play-by-play,202,55,147,0.0727272727272727,0.1972789115646258,0.3686520376175548,,,,2.61632228333581
2020-21,22000639,20210319,DAL,POR,DAL @ POR,data.nba.com mobile_teams v2015 play-by-play,188,52,136,0.0576923076923076,0.1911764705882352,0.3017751479289941,,,,1.233833804073138
2020-21,22000640,20210320,ATL,LAL,ATL @ LAL,data.nba.com mobile_teams v2015 play-by-play,188,63,125,0.1111111111111111,0.264,0.4208754208754208,,,,4.400178385610228
2020-21,22000641,20210320,SAC,PHI,SAC @ PHI,data.nba.com mobile_teams v2015 play-by-play,197,68,129,0.3823529411764705,0.2558139534883721,1.494652406417112,,,,91.25910509885536
2020-21,22000642,20210320,GSW,MEM,GSW @ MEM,data.nba.com mobile_teams v2015 play-by-play,212,72,140,0.2222222222222222,0.2428571428571428,0.915032679738562,,,,50.58718596699866
2020-21,22000643,20210320,SAS,MIL,SAS @ MIL,data.nba.com mobile_teams v2015 play-by-play,206,37,169,0.1351351351351351,0.1124260355029585,1.20199146514936,,,,76.52742678757247
2020-21,22000644,20210320,CHA,LAC,CHA @ LAC,data.nba.com mobile_teams v2015 play-by-play,188,70,118,0.2142857142857142,0.2966101694915254,0.7224489795918367,,,,28.720083246618103
2020-21,22000645,20210321,IND,MIA,IND @ MIA,data.nba.com mobile_teams v2015 play-by-play,204,61,143,0.4098360655737705,0.1958041958041958,2.0930913348946136,,,,98.94455180615432
2020-21,22000646,20210321,NOP,DEN,NOP @ DEN,data.nba.com mobile_teams v2015 play-by-play,196,53,143,0.2075471698113207,0.1818181818181818,1.1415094339622642,,,,72.1421138694812
2020-21,22000647,20210321,WAS,BKN,WAS @ BKN,data.nba.com mobile_teams v2015 play-by-play,190,58,132,0.2586206896551724,0.2272727272727272,1.137931034482759,,,,71.80020811654526
2020-21,22000648,20210321,TOR,CLE,TOR @ CLE,data.nba.com mobile_teams v2015 play-by-play,213,68,145,0.2941176470588235,0.2275862068965517,1.2923351158645275,,,,82.45874832763491
