season,as_of_utc_date,games_requested,games_succeeded,games_failed,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI_rawseason_pooled
2024-25,2026-03-01,1230,1230,0,73546,171220,0.20912082234247953,0.21368414904800842,0.9786445240516944
