generated_at_utc,seasons,games,games_with_wmi,regular_season_games,playoff_games,play_in_games,mean_wmi,median_wmi,failures
2026-07-06T20:16:45.155235+00:00,2019-20 through available 2025-26 snapshot,8322,8320,7786,505,31,0.9584677559124286,0.9085875747059958,307
