season,as_of_utc_date,model_id,trigger_variable,formula,games_requested,games_succeeded,games_failed,rows_before_exclusion,rows_excluded_intentional,rows_before_model,rows_used_in_model,fit_method,converged,beta_trigger,odds_ratio_trigger,std_err_trigger,p_value_trigger,ci_low_beta,ci_high_beta,ci_low_odds_ratio,ci_high_odds_ratio
2025-26,2026-03-23,count_L_count_t,L_count_t,F_t ~ L_count_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),1036,1034,2,206889,720,206169,206169,logit,True,-0.10327505778698004,0.9018788705555008,0.011208050824028025,3.1312963212598e-20,-0.12524243373896946,-0.08130768183499064,0.8822829814927656,0.9219099928440987
