season,as_of_utc_date,game_id,game_date_et,game_status,game_status_text,away_team,home_team,matchup,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI_game,wmi_game_percentile
2025-26,2026-03-23,22500142,2025-11-01T17:00:00-04:00,3,Final,SAC,MIL,SAC @ MIL,197,73,124,0.2328767123287671,0.314516129032258,0.740428521250439,32.10831721470019
2025-26,2026-03-23,22500143,2025-11-01T18:00:00-04:00,3,Final,MIN,CHA,MIN @ CHA,201,63,138,0.1111111111111111,0.2246376811594203,0.4946236559139784,7.253384912959381
2025-26,2026-03-23,22500144,2025-11-01T19:00:00-04:00,3,Final,GSW,IND,GSW @ IND,201,72,129,0.125,0.3023255813953488,0.4134615384615385,3.67504835589942
2025-26,2026-03-23,22500145,2025-11-01T19:00:00-04:00,3,Final,ORL,WAS,ORL @ WAS,212,66,146,0.1969696969696969,0.2328767123287671,0.8458110516934046,45.84139264990329
2025-26,2026-03-23,22500146,2025-11-01T20:00:00-04:00,3,Final,HOU,BOS,HOU @ BOS,192,59,133,0.2203389830508474,0.2105263157894736,1.0466101694915255,67.60154738878144
2025-26,2026-03-23,22500147,2025-11-01T22:00:00-04:00,3,Final,DAL,DET,DAL @ DET,203,74,129,0.3918918918918919,0.2635658914728682,1.4868839427662957,92.45647969052224
2025-26,2026-03-23,22500148,2025-11-02T15:30:00-05:00,3,Final,NOP,OKC,NOP @ OKC,198,69,129,0.1594202898550724,0.2480620155038759,0.6426630434782609,19.342359767891683
2025-26,2026-03-23,22500149,2025-11-02T18:00:00-05:00,3,Final,PHI,BKN,PHI @ BKN,202,61,141,0.2950819672131147,0.2056737588652482,1.4347088750706614,91.10251450676982
2025-26,2026-03-23,22500150,2025-11-02T18:00:00-05:00,3,Final,UTA,CHA,UTA @ CHA,202,77,125,0.2467532467532467,0.304,0.8116883116883117,41.3926499032882
2025-26,2026-03-23,22500151,2025-11-02T18:00:00-05:00,3,Final,ATL,CLE,ATL @ CLE,212,78,134,0.2307692307692307,0.2761194029850746,0.8357588357588357,44.39071566731141
2025-26,2026-03-23,22500152,2025-11-02T18:00:00-05:00,3,Final,MEM,TOR,MEM @ TOR,189,58,131,0.1379310344827586,0.2290076335877862,0.6022988505747127,15.667311411992262
2025-26,2026-03-23,22500153,2025-11-02T19:00:00-05:00,3,Final,CHI,NYK,CHI @ NYK,199,54,145,0.2037037037037037,0.1862068965517241,1.0939643347050754,71.47001934235976
2025-26,2026-03-23,22500154,2025-11-02T20:00:00-05:00,3,Final,SAS,PHX,SAS @ PHX,204,68,136,0.2058823529411764,0.25,0.8235294117647058,43.036750483559
2025-26,2026-03-23,22500155,2025-11-02T21:30:00-05:00,3,Final,MIA,LAL,MIA @ LAL,211,75,136,0.2133333333333333,0.2941176470588235,0.7253333333333334,30.077369439071568
2025-26,2026-03-23,22500156,2025-11-03T19:00:00-05:00,3,Final,MIN,BKN,MIN @ BKN,193,83,110,0.3975903614457831,0.3363636363636363,1.1820253988928688,78.43326885880077
2025-26,2026-03-23,22500157,2025-11-03T19:00:00-05:00,3,Final,MIL,IND,MIL @ IND,207,82,125,0.1707317073170731,0.336,0.508130081300813,8.51063829787234
2025-26,2026-03-23,22500158,2025-11-03T19:30:00-05:00,3,Final,UTA,BOS,UTA @ BOS,191,66,125,0.1666666666666666,0.256,0.6510416666666666,20.502901353965186
2025-26,2026-03-23,22500159,2025-11-03T19:30:00-05:00,3,Final,WAS,NYK,WAS @ NYK,202,54,148,0.2037037037037037,0.1756756756756756,1.1595441595441591,76.9825918762089
2025-26,2026-03-23,22500160,2025-11-03T20:00:00-05:00,3,Final,DAL,HOU,DAL @ HOU,202,61,141,0.1967213114754098,0.2198581560283688,0.8947646747752511,52.61121856866537
2025-26,2026-03-23,22500161,2025-11-03T20:00:00-05:00,3,Final,DET,MEM,DET @ MEM,195,62,133,0.2096774193548387,0.2481203007518796,0.8450635386119257,45.64796905222437
2025-26,2026-03-23,22500162,2025-11-03T21:00:00-05:00,3,Final,SAC,DEN,SAC @ DEN,212,66,146,0.1212121212121212,0.2191780821917808,0.5530303030303031,12.088974854932305
2025-26,2026-03-23,22500163,2025-11-03T22:00:00-05:00,3,Final,LAL,POR,LAL @ POR,201,59,142,0.1525423728813559,0.2253521126760563,0.676906779661017,24.274661508704064
2025-26,2026-03-23,22500164,2025-11-03T22:30:00-05:00,3,Final,MIA,LAC,MIA @ LAC,205,65,140,0.2769230769230769,0.2214285714285714,1.250620347394541,82.20502901353966
2025-26,2026-03-23,22500165,2025-11-04T19:30:00-05:00,3,Final,MIL,TOR,MIL @ TOR,200,81,119,0.1975308641975308,0.3361344537815126,0.5876543209876542,14.50676982591876
2025-26,2026-03-23,22500166,2025-11-04T20:00:00-05:00,3,Final,ORL,ATL,ORL @ ATL,199,84,115,0.3571428571428571,0.3217391304347826,1.1100386100386102,73.21083172147002
2025-26,2026-03-23,22500167,2025-11-04T20:00:00-05:00,3,Final,PHI,CHI,PHI @ CHI,201,57,144,0.175438596491228,0.2083333333333333,0.8421052631578947,45.26112185686654
2025-26,2026-03-23,22500168,2025-11-04T20:00:00-05:00,3,Final,CHA,NOP,CHA @ NOP,197,72,125,0.25,0.28,0.8928571428571428,52.176015473887816
2025-26,2026-03-23,22500169,2025-11-04T22:00:00-05:00,3,Final,PHX,GSW,PHX @ GSW,197,53,144,0.1886792452830188,0.1875,1.0062893081761006,63.82978723404256
2025-26,2026-03-23,22500170,2025-11-04T23:00:00-05:00,3,Final,OKC,LAC,OKC @ LAC,195,65,130,0.1846153846153846,0.2461538461538461,0.75,33.36557059961315
2025-26,2026-03-23,22500171,2025-11-05T19:00:00-05:00,3,Final,PHI,CLE,PHI @ CLE,208,70,138,0.1714285714285714,0.2463768115942029,0.6957983193277311,26.595744680851062
2025-26,2026-03-23,22500172,2025-11-05T19:00:00-05:00,3,Final,UTA,DET,UTA @ DET,202,61,141,0.360655737704918,0.1985815602836879,1.81615925058548,97.77562862669244
2025-26,2026-03-23,22500173,2025-11-05T19:00:00-05:00,3,Final,BKN,IND,BKN @ IND,200,63,137,0.2539682539682539,0.2262773722627737,1.1223758320532513,74.37137330754352
2025-26,2026-03-23,22500174,2025-11-05T19:30:00-05:00,3,Final,WAS,BOS,WAS @ BOS,197,68,129,0.2794117647058823,0.2558139534883721,1.0922459893048129,70.98646034816247
2025-26,2026-03-23,22500175,2025-11-05T19:30:00-05:00,3,Final,MIN,NYK,MIN @ NYK,193,50,143,0.14,0.1818181818181818,0.77,36.65377176015474
2025-26,2026-03-23,22500176,2025-11-05T20:00:00-05:00,3,Final,HOU,MEM,HOU @ MEM,207,65,142,0.4153846153846154,0.204225352112676,2.03395225464191,99.03288201160542
2025-26,2026-03-23,22500177,2025-11-05T20:30:00-05:00,3,Final,NOP,DAL,NOP @ DAL,198,57,141,0.2280701754385964,0.1914893617021276,1.191033138401559,78.8201160541586
2025-26,2026-03-23,22500178,2025-11-05T21:00:00-05:00,3,Final,MIA,DEN,MIA @ DEN,211,62,149,0.1612903225806451,0.2080536912751678,0.7752341311134234,37.28239845261122
2025-26,2026-03-23,22500179,2025-11-05T22:00:00-05:00,3,Final,SAS,LAL,SAS @ LAL,199,104,95,0.3365384615384615,0.5157894736842106,0.6524725274725275,20.889748549323016
2025-26,2026-03-23,22500180,2025-11-05T22:00:00-05:00,3,Final,OKC,POR,OKC @ POR,214,68,146,0.3235294117647059,0.2465753424657534,1.312091503267974,85.78336557059961
2025-26,2026-03-23,22500181,2025-11-05T22:00:00-05:00,3,Final,GSW,SAC,GSW @ SAC,210,70,140,0.2142857142857142,0.25,0.8571428571428571,47.195357833655706
2025-26,2026-03-23,22500182,2025-11-06T21:00:00-05:00,3,Final,LAC,PHX,LAC @ PHX,190,70,120,0.2285714285714285,0.3083333333333333,0.7413127413127413,32.30174081237911
2025-26,2026-03-23,22500183,2025-11-08T19:00:00-05:00,3,Final,DAL,WAS,DAL @ WAS,204,69,135,0.2898550724637681,0.237037037037037,1.2228260869565215,80.65764023210832
2025-26,2026-03-23,22500184,2025-11-08T19:30:00-05:00,3,Final,TOR,PHI,TOR @ PHI,203,75,128,0.2533333333333333,0.2890625,0.8763963963963964,49.41972920696325
2025-26,2026-03-23,22500185,2025-11-08T20:00:00-05:00,3,Final,LAL,ATL,LAL @ ATL,196,45,151,0.2888888888888888,0.1258278145695364,2.295906432748538,99.80657640232108
2025-26,2026-03-23,22500186,2025-11-08T20:00:00-05:00,3,Final,CHI,CLE,CHI @ CLE,207,81,126,0.3086419753086419,0.3253968253968254,0.9485094850948508,58.6073500967118
2025-26,2026-03-23,22500187,2025-11-08T20:00:00-05:00,3,Final,POR,MIA,POR @ MIA,223,84,139,0.2976190476190476,0.2661870503597122,1.118082368082368,74.08123791102514
2025-26,2026-03-23,22500188,2025-11-08T20:00:00-05:00,3,Final,NOP,SAS,NOP @ SAS,197,56,141,0.3035714285714285,0.1985815602836879,1.5286989795918366,93.81044487427464
2025-26,2026-03-23,22500189,2025-11-08T21:00:00-05:00,3,Final,IND,DEN,IND @ DEN,206,73,133,0.2602739726027397,0.2781954887218045,0.9355794150314698,56.963249516441
2025-26,2026-03-23,22500190,2025-11-08T22:30:00-05:00,3,Final,PHX,LAC,PHX @ LAC,177,56,121,0.125,0.2314049586776859,0.5401785714285714,11.315280464216634
2025-26,2026-03-23,22500191,2025-11-09T15:30:00-05:00,3,Final,HOU,MIL,HOU @ MIL,192,63,129,0.1904761904761904,0.2403100775193798,0.792626728110599,39.16827852998066
2025-26,2026-03-23,22500192,2025-11-09T18:00:00-05:00,3,Final,BKN,NYK,BKN @ NYK,190,75,115,0.2933333333333333,0.3130434782608696,0.937037037037037,57.156673114119926
2025-26,2026-03-23,22500193,2025-11-09T18:00:00-05:00,3,Final,BOS,ORL,BOS @ ORL,188,77,111,0.2077922077922078,0.3693693693693693,0.5625593918276846,12.76595744680851
2025-26,2026-03-23,22500194,2025-11-09T18:00:00-05:00,3,Final,OKC,MEM,OKC @ MEM,199,62,137,0.1612903225806451,0.2335766423357664,0.6905241935483871,25.82205029013539
2025-26,2026-03-23,22500195,2025-11-09T19:30:00-05:00,3,Final,DET,PHI,DET @ PHI,197,73,124,0.2054794520547945,0.3064516129032258,0.6705118961788031,23.017408123791103
2025-26,2026-03-23,22500196,2025-11-09T20:30:00-05:00,3,Final,IND,GSW,IND @ GSW,199,66,133,0.1666666666666666,0.2706766917293233,0.6157407407407407,17.02127659574468
2025-26,2026-03-23,22500197,2025-11-09T21:00:00-05:00,3,Final,MIN,SAC,MIN @ SAC,213,72,141,0.2083333333333333,0.2553191489361702,0.8159722222222223,41.77949709864603
2025-26,2026-03-23,22500198,2025-11-10T19:00:00-05:00,3,Final,LAL,CHA,LAL @ CHA,189,63,126,0.2063492063492063,0.2619047619047619,0.7878787878787878,38.78143133462282
2025-26,2026-03-23,22500199,2025-11-10T19:00:00-05:00,3,Final,WAS,DET,WAS @ DET,230,75,155,0.2933333333333333,0.232258064516129,1.2629629629629628,82.97872340425532
2025-26,2026-03-23,22500200,2025-11-10T19:00:00-05:00,3,Final,POR,ORL,POR @ ORL,195,73,122,0.3013698630136986,0.3032786885245901,0.9937060348019252,62.5725338491296
2025-26,2026-03-23,22500201,2025-11-10T19:30:00-05:00,3,Final,CLE,MIA,CLE @ MIA,228,88,140,0.25,0.3071428571428571,0.813953488372093,41.682785299806575
2025-26,2026-03-23,22500202,2025-11-10T20:00:00-05:00,3,Final,SAS,CHI,SAS @ CHI,207,62,145,0.1935483870967742,0.2206896551724138,0.877016129032258,49.61315280464217
2025-26,2026-03-23,22500203,2025-11-10T20:30:00-05:00,3,Final,MIL,DAL,MIL @ DAL,206,78,128,0.282051282051282,0.3203125,0.8805503439649781,50.09671179883946
2025-26,2026-03-23,22500204,2025-11-10T21:00:00-05:00,3,Final,NOP,PHX,NOP @ PHX,197,67,130,0.2686567164179104,0.2461538461538461,1.091417910447761,70.88974854932302
2025-26,2026-03-23,22500205,2025-11-10T21:00:00-05:00,3,Final,MIN,UTA,MIN @ UTA,204,75,129,0.32,0.2790697674418604,1.1466666666666667,76.11218568665377
2025-26,2026-03-23,22500206,2025-11-10T22:30:00-05:00,3,Final,ATL,LAC,ATL @ LAC,184,64,120,0.15625,0.2666666666666666,0.5859375,14.410058027079303
2025-26,2026-03-23,22500207,2025-11-11T19:30:00-05:00,3,Final,TOR,BKN,TOR @ BKN,192,66,126,0.3636363636363636,0.246031746031746,1.478005865102639,92.16634429400386
2025-26,2026-03-23,22500208,2025-11-11T19:30:00-05:00,3,Final,MEM,NYK,MEM @ NYK,219,56,163,0.1964285714285714,0.1779141104294478,1.104064039408867,72.63056092843327
2025-26,2026-03-23,22500209,2025-11-11T20:00:00-05:00,3,Final,BOS,PHI,BOS @ PHI,188,62,126,0.2580645161290322,0.2142857142857142,1.2043010752688172,79.3036750483559
2025-26,2026-03-23,22500210,2025-11-11T20:00:00-05:00,3,Final,GSW,OKC,GSW @ OKC,202,85,117,0.2470588235294117,0.358974358974359,0.6882352941176471,25.53191489361702
2025-26,2026-03-23,22500211,2025-11-11T21:00:00-05:00,3,Final,IND,UTA,IND @ UTA,205,78,127,0.2948717948717949,0.2992125984251969,0.9854925775978408,61.79883945841392
2025-26,2026-03-23,22500212,2025-11-11T23:00:00-05:00,3,Final,DEN,SAC,DEN @ SAC,192,64,128,0.234375,0.234375,1.0,63.297872340425535
2025-26,2026-03-23,22500213,2025-11-12T19:00:00-05:00,3,Final,MIL,CHA,MIL @ CHA,187,57,130,0.1929824561403508,0.2230769230769231,0.8650937689050211,48.16247582205029
2025-26,2026-03-23,22500214,2025-11-12T19:00:00-05:00,3,Final,CHI,DET,CHI @ DET,210,63,147,0.238095238095238,0.2176870748299319,1.09375,71.37330754352031
2025-26,2026-03-23,22500215,2025-11-12T19:00:00-05:00,3,Final,ORL,NYK,ORL @ NYK,201,67,134,0.2537313432835821,0.2537313432835821,1.0,63.297872340425535
2025-26,2026-03-23,22500216,2025-11-12T19:30:00-05:00,3,Final,MEM,BOS,MEM @ BOS,192,59,133,0.1864406779661017,0.225563909774436,0.8265536723163842,43.42359767891683
2025-26,2026-03-23,22500217,2025-11-12T19:30:00-05:00,3,Final,CLE,MIA,CLE @ MIA,215,76,139,0.2368421052631578,0.2589928057553957,0.9144736842105262,54.35203094777563
2025-26,2026-03-23,22500218,2025-11-12T20:00:00-05:00,3,Final,WAS,HOU,WAS @ HOU,199,64,135,0.203125,0.2444444444444444,0.8309659090909092,43.7137330754352
2025-26,2026-03-23,22500219,2025-11-12T20:00:00-05:00,3,Final,POR,NOP,POR @ NOP,191,58,133,0.2758620689655172,0.2030075187969924,1.3588761174968071,88.39458413926499
2025-26,2026-03-23,22500220,2025-11-12T20:00:00-05:00,3,Final,GSW,SAS,GSW @ SAS,212,62,150,0.2580645161290322,0.2,1.2903225806451613,84.9613152804642
2025-26,2026-03-23,22500221,2025-11-12T20:30:00-05:00,3,Final,PHX,DAL,PHX @ DAL,207,72,135,0.25,0.2814814814814815,0.888157894736842,51.45067698259188
2025-26,2026-03-23,22500222,2025-11-12T21:30:00-05:00,3,Final,LAL,OKC,LAL @ OKC,204,63,141,0.238095238095238,0.226950354609929,1.0491071428571428,67.8916827852998
2025-26,2026-03-23,22500223,2025-11-12T22:00:00-05:00,3,Final,ATL,SAC,ATL @ SAC,215,57,158,0.1403508771929824,0.1645569620253164,0.8529014844804319,46.518375241779495
2025-26,2026-03-23,22500224,2025-11-12T22:30:00-05:00,3,Final,DEN,LAC,DEN @ LAC,194,74,120,0.2567567567567567,0.275,0.9336609336609336,56.76982591876209
2025-26,2026-03-23,22500225,2025-11-13T19:00:00-05:00,3,Final,TOR,CLE,TOR @ CLE,194,64,130,0.28125,0.2384615384615384,1.1794354838709675,78.23984526112186
2025-26,2026-03-23,22500226,2025-11-13T21:00:00-05:00,3,Final,IND,PHX,IND @ PHX,196,74,122,0.4459459459459459,0.2540983606557377,1.7550130775937227,97.09864603481626
2025-26,2026-03-23,22500227,2025-11-13T21:00:00-05:00,3,Final,ATL,UTA,ATL @ UTA,216,58,158,0.1379310344827586,0.1772151898734177,0.7783251231527093,37.71760154738878
2025-26,2026-03-23,22500228,2025-11-15T17:00:00-05:00,3,Final,MEM,CLE,MEM @ CLE,209,77,132,0.2597402597402597,0.303030303030303,0.857142857142857,47.00193423597679
2025-26,2026-03-23,22500229,2025-11-15T19:00:00-05:00,3,Final,OKC,CHA,OKC @ CHA,192,40,152,0.0,0.131578947368421,0.0,0.0967117988394584
2025-26,2026-03-23,22500230,2025-11-15T19:00:00-05:00,3,Final,TOR,IND,TOR @ IND,214,72,142,0.3472222222222222,0.2323943661971831,1.4941077441077442,92.74661508704062
2025-26,2026-03-23,22500231,2025-11-15T20:00:00-05:00,3,Final,LAL,MIL,LAL @ MIL,194,71,123,0.3098591549295774,0.2601626016260163,1.1910211267605633,78.72340425531915
2025-26,2026-03-23,22500232,2025-11-15T20:00:00-05:00,3,Final,DEN,MIN,DEN @ MIN,204,70,134,0.2714285714285714,0.2686567164179104,1.0103174603174605,64.11992263056094
2025-26,2026-03-23,22500233,2025-11-16T15:30:00-05:00,3,Final,LAC,BOS,LAC @ BOS,187,66,121,0.2424242424242424,0.2727272727272727,0.888888888888889,51.74081237911026
2025-26,2026-03-23,22500234,2025-11-16T16:00:00-05:00,3,Final,SAC,SAS,SAC @ SAS,205,52,153,0.1538461538461538,0.1633986928104575,0.9415384615384615,57.73694390715667
2025-26,2026-03-23,22500235,2025-11-16T18:00:00-05:00,3,Final,BKN,WAS,BKN @ WAS,194,67,127,0.2835820895522388,0.2598425196850393,1.0913613749434643,70.79303675048357
2025-26,2026-03-23,22500236,2025-11-16T19:00:00-05:00,3,Final,ORL,HOU,ORL @ HOU,211,75,136,0.2666666666666666,0.25,1.0666666666666669,69.24564796905223
2025-26,2026-03-23,22500237,2025-11-16T19:00:00-05:00,3,Final,GSW,NOP,GSW @ NOP,208,66,142,0.1212121212121212,0.2394366197183098,0.5062388591800356,8.413926499032883
2025-26,2026-03-23,22500238,2025-11-16T19:30:00-05:00,3,Final,POR,DAL,POR @ DAL,221,92,129,0.2065217391304347,0.3643410852713178,0.566836262719704,13.152804642166345
2025-26,2026-03-23,22500239,2025-11-16T20:00:00-05:00,3,Final,ATL,PHX,ATL @ PHX,203,59,144,0.288135593220339,0.2013888888888889,1.4307422559906486,91.00580270793036
2025-26,2026-03-23,22500240,2025-11-16T20:00:00-05:00,3,Final,CHI,UTA,CHI @ UTA,250,88,162,0.2840909090909091,0.2777777777777778,1.0227272727272727,65.47388781431334
2025-26,2026-03-23,22500241,2025-11-17T19:00:00-05:00,3,Final,MIL,CLE,MIL @ CLE,201,56,145,0.2321428571428571,0.1793103448275862,1.2946428571428572,85.29980657640233
2025-26,2026-03-23,22500242,2025-11-17T19:00:00-05:00,3,Final,IND,DET,IND @ DET,203,74,129,0.2567567567567567,0.2868217054263566,0.8951789627465302,52.804642166344294
2025-26,2026-03-23,22500243,2025-11-17T19:00:00-05:00,3,Final,LAC,PHI,LAC @ PHI,189,77,112,0.1948051948051948,0.3482142857142857,0.5594405594405595,12.379110251450678
2025-26,2026-03-23,22500244,2025-11-17T19:30:00-05:00,3,Final,NYK,MIA,NYK @ MIA,209,59,150,0.135593220338983,0.2066666666666666,0.6560962274466922,21.566731141199227
2025-26,2026-03-23,22500245,2025-11-17T19:30:00-05:00,3,Final,CHA,TOR,CHA @ TOR,204,54,150,0.1666666666666666,0.1866666666666666,0.8928571428571428,52.176015473887816
2025-26,2026-03-23,22500246,2025-11-17T20:00:00-05:00,3,Final,DAL,MIN,DAL @ MIN,214,72,142,0.125,0.2676056338028169,0.4671052631578948,6.189555125725339
2025-26,2026-03-23,22500247,2025-11-17T20:00:00-05:00,3,Final,OKC,NOP,OKC @ NOP,199,67,132,0.1940298507462686,0.2575757575757575,0.7532923617208077,34.23597678916828
2025-26,2026-03-23,22500248,2025-11-17T21:00:00-05:00,3,Final,CHI,DEN,CHI @ DEN,207,54,153,0.2037037037037037,0.1830065359477124,1.113095238095238,73.59767891682786
2025-26,2026-03-23,22500249,2025-11-18T19:00:00-05:00,3,Final,GSW,ORL,GSW @ ORL,205,69,136,0.1884057971014492,0.2573529411764705,0.7320910973084886,30.851063829787233
2025-26,2026-03-23,22500250,2025-11-18T19:30:00-05:00,3,Final,BOS,BKN,BOS @ BKN,190,68,122,0.2647058823529412,0.2704918032786885,0.9786096256684492,61.315280464216634
2025-26,2026-03-23,22500251,2025-11-18T19:30:00-05:00,3,Final,DET,ATL,DET @ ATL,200,69,131,0.1739130434782608,0.2442748091603053,0.7119565217391305,28.336557059961315
2025-26,2026-03-23,22500252,2025-11-18T20:00:00-05:00,3,Final,MEM,SAS,MEM @ SAS,192,45,147,0.2666666666666666,0.1428571428571428,1.8666666666666667,98.45261121856866
2025-26,2026-03-23,22500253,2025-11-18T22:30:00-05:00,3,Final,UTA,LAL,UTA @ LAL,210,77,133,0.3376623376623376,0.2706766917293233,1.2474747474747476,81.81818181818183
2025-26,2026-03-23,22500254,2025-11-18T23:00:00-05:00,3,Final,PHX,POR,PHX @ POR,210,63,147,0.238095238095238,0.2040816326530612,1.1666666666666663,77.27272727272727
2025-26,2026-03-23,22500255,2025-11-19T19:00:00-05:00,3,Final,HOU,CLE,HOU @ CLE,194,71,123,0.2253521126760563,0.2926829268292683,0.7699530516431925,36.55705996131528
2025-26,2026-03-23,22500256,2025-11-19T19:00:00-05:00,3,Final,CHA,IND,CHA @ IND,199,67,132,0.1044776119402985,0.2424242424242424,0.4309701492537313,5.029013539651837
2025-26,2026-03-23,22500257,2025-11-19T19:30:00-05:00,3,Final,GSW,MIA,GSW @ MIA,211,68,143,0.1323529411764706,0.2377622377622377,0.5566608996539792,12.18568665377176
2025-26,2026-03-23,22500258,2025-11-19T19:00:00-05:00,3,Final,TOR,PHI,TOR @ PHI,193,67,126,0.1343283582089552,0.2698412698412698,0.4978050921861282,7.640232108317215
2025-26,2026-03-23,22500259,2025-11-19T20:00:00-05:00,3,Final,WAS,MIN,WAS @ MIN,193,65,128,0.1846153846153846,0.25,0.7384615384615385,32.011605415860735
2025-26,2026-03-23,22500260,2025-11-19T20:00:00-05:00,3,Final,DEN,NOP,DEN @ NOP,213,78,135,0.282051282051282,0.2592592592592592,1.087912087912088,70.40618955512572
2025-26,2026-03-23,22500261,2025-11-19T20:00:00-05:00,3,Final,SAC,OKC,SAC @ OKC,205,72,133,0.125,0.2932330827067669,0.4262820512820513,4.448742746615087
2025-26,2026-03-23,22500262,2025-11-19T21:30:00-05:00,3,Final,NYK,DAL,NYK @ DAL,203,78,125,0.2307692307692307,0.288,0.8012820512820514,40.32882011605416
2025-26,2026-03-23,22500263,2025-11-19T22:00:00-05:00,3,Final,CHI,POR,CHI @ POR,213,71,142,0.2112676056338028,0.2394366197183098,0.8823529411764707,50.58027079303675
2025-26,2026-03-23,22500264,2025-11-20T19:00:00-05:00,3,Final,LAC,ORL,LAC @ ORL,209,63,146,0.0793650793650793,0.2260273972602739,0.3511303511303511,2.0309477756286265
2025-26,2026-03-23,22500265,2025-11-20T20:00:00-05:00,3,Final,SAC,MEM,SAC @ MEM,198,60,138,0.1166666666666666,0.2246376811594203,0.5193548387096775,9.381044487427468
2025-26,2026-03-23,22500266,2025-11-20T20:00:00-05:00,3,Final,PHI,MIL,PHI @ MIL,216,54,162,0.2777777777777778,0.1728395061728395,1.6071428571428572,95.55125725338492
2025-26,2026-03-23,22500267,2025-11-20T20:00:00-05:00,3,Final,ATL,SAS,ATL @ SAS,205,72,133,0.1388888888888889,0.2706766917293233,0.5131172839506173,8.800773694390715
2025-26,2026-03-23,22500268,2025-11-22T13:00:00-05:00,3,Final,LAC,CHA,LAC @ CHA,191,61,130,0.0983606557377049,0.2538461538461538,0.3874813710879284,2.804642166344294
2025-26,2026-03-23,22500269,2025-11-22T17:00:00-05:00,3,Final,NYK,ORL,NYK @ ORL,199,80,119,0.225,0.3277310924369748,0.6865384615384615,25.435203094777563
2025-26,2026-03-23,22500270,2025-11-22T19:00:00-05:00,3,Final,ATL,NOP,ATL @ NOP,197,61,136,0.1147540983606557,0.213235294117647,0.5381571509327304,11.218568665377177
2025-26,2026-03-23,22500271,2025-11-22T20:00:00-05:00,3,Final,WAS,CHI,WAS @ CHI,210,67,143,0.208955223880597,0.2377622377622377,0.8788410886742757,49.806576402321085
2025-26,2026-03-23,22500272,2025-11-22T20:00:00-05:00,3,Final,DET,MIL,DET @ MIL,199,56,143,0.2142857142857142,0.1958041958041958,1.094387755102041,71.56673114119923
2025-26,2026-03-23,22500273,2025-11-22T20:30:00-05:00,3,Final,MEM,DAL,MEM @ DAL,183,61,122,0.1475409836065573,0.2540983606557377,0.5806451612903225,13.926499032882012
2025-26,2026-03-23,22500274,2025-11-22T22:00:00-05:00,3,Final,SAC,DEN,SAC @ DEN,192,63,129,0.238095238095238,0.2790697674418604,0.8531746031746031,46.61508704061896
2025-26,2026-03-23,22500275,2025-11-23T13:00:00-05:00,3,Final,MIA,PHI,MIA @ PHI,212,57,155,0.3508771929824561,0.1677419354838709,2.091767881241565,99.22630560928434
2025-26,2026-03-23,22500276,2025-11-23T18:00:00-05:00,3,Final,CHA,ATL,CHA @ ATL,187,55,132,0.2181818181818181,0.2121212121212121,1.0285714285714285,66.247582205029
2025-26,2026-03-23,22500277,2025-11-23T18:00:00-05:00,3,Final,ORL,BOS,ORL @ BOS,192,63,129,0.1587301587301587,0.2558139534883721,0.6204906204906204,17.504835589941973
2025-26,2026-03-23,22500278,2025-11-23T18:00:00-05:00,3,Final,LAC,CLE,LAC @ CLE,193,60,133,0.2666666666666666,0.2105263157894736,1.2666666666666668,83.55899419729207
2025-26,2026-03-23,22500279,2025-11-23T18:00:00-05:00,3,Final,BKN,TOR,BKN @ TOR,188,67,121,0.2238805970149253,0.2892561983471074,0.7739872068230278,37.137330754352035
2025-26,2026-03-23,22500280,2025-11-23T19:00:00-05:00,3,Final,POR,OKC,POR @ OKC,193,57,136,0.2807017543859649,0.2058823529411764,1.363408521303258,88.68471953578336
2025-26,2026-03-23,22500281,2025-11-23T20:00:00-05:00,3,Final,SAS,PHX,SAS @ PHX,193,65,128,0.2153846153846154,0.2578125,0.8354312354312354,44.294003868471954
2025-26,2026-03-23,22500282,2025-11-23T20:00:00-05:00,3,Final,LAL,UTA,LAL @ UTA,204,63,141,0.1428571428571428,0.2340425531914893,0.6103896103896104,16.44100580270793
2025-26,2026-03-23,22500283,2025-11-24T19:00:00-05:00,3,Final,DET,IND,DET @ IND,201,82,119,0.3658536585365853,0.3193277310924369,1.1456996148908858,76.01547388781431
2025-26,2026-03-23,22500284,2025-11-24T19:00:00-05:00,3,Final,CLE,TOR,CLE @ TOR,201,50,151,0.1,0.1589403973509933,0.6291666666666667,18.08510638297873
2025-26,2026-03-23,22500285,2025-11-24T19:30:00-05:00,3,Final,NYK,BKN,NYK @ BKN,186,59,127,0.1864406779661017,0.2440944881889764,0.7638053581191908,35.686653771760156
2025-26,2026-03-23,22500286,2025-11-24T19:30:00-05:00,3,Final,DAL,MIA,DAL @ MIA,202,57,145,0.1052631578947368,0.2,0.5263157894736842,10.34816247582205
2025-26,2026-03-23,22500287,2025-11-24T20:00:00-05:00,3,Final,DEN,MEM,DEN @ MEM,195,48,147,0.1458333333333333,0.1632653061224489,0.8932291666666667,52.321083172147
2025-26,2026-03-23,22500288,2025-11-24T20:00:00-05:00,3,Final,POR,MIL,POR @ MIL,197,71,126,0.2394366197183098,0.2777777777777778,0.8619718309859155,47.582205029013544
