season,season_start_year,season_type,game_id,game_date_et,away_team,home_team,matchup,away_score,home_score,series,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI,source,wmi_percentile
2019-20,2019,Regular Season,0021900554,2020-01-08,SAS,BOS,SAS @ BOS,129,114,,208,74,134,0.28378378378378377,0.26865671641791045,1.0563063063063063,data.nba.com mobile_teams v2015 play-by-play,65.76923076923077
2019-20,2019,Regular Season,0021900555,2020-01-08,TOR,CHA,TOR @ CHA,112,110,,196,66,130,0.22727272727272727,0.25384615384615383,0.8953168044077136,data.nba.com mobile_teams v2015 play-by-play,48.48557692307692
2019-20,2019,Regular Season,0021900556,2020-01-08,MIA,IND,MIA @ IND,122,108,,193,59,134,0.3559322033898305,0.20149253731343283,1.7664783427495292,data.nba.com mobile_teams v2015 play-by-play,96.82692307692308
2019-20,2019,Regular Season,0021900557,2020-01-08,WAS,ORL,WAS @ ORL,89,123,,206,68,138,0.22058823529411764,0.2318840579710145,0.9512867647058824,data.nba.com mobile_teams v2015 play-by-play,54.807692307692314
2019-20,2019,Regular Season,0021900558,2020-01-08,HOU,ATL,HOU @ ATL,122,115,,216,71,145,0.323943661971831,0.23448275862068965,1.3815244407622205,data.nba.com mobile_teams v2015 play-by-play,87.39182692307692
2019-20,2019,Regular Season,0021900559,2020-01-08,DEN,DAL,DEN @ DAL,107,106,,191,67,124,0.23880597014925373,0.27419354838709675,0.8709394205443372,data.nba.com mobile_teams v2015 play-by-play,45.46875
2019-20,2019,Regular Season,0021900560,2020-01-08,CHI,NOP,CHI @ NOP,108,123,,201,64,137,0.1875,0.24817518248175183,0.7555147058823529,data.nba.com mobile_teams v2015 play-by-play,32.63221153846153
2019-20,2019,Regular Season,0021900561,2020-01-08,NYK,UTA,NYK @ UTA,104,128,,193,49,144,0.20408163265306123,0.16666666666666666,1.2244897959183674,data.nba.com mobile_teams v2015 play-by-play,79.09254807692308
2019-20,2019,Regular Season,0021900562,2020-01-08,MIL,GSW,MIL @ GSW,107,98,,209,77,132,0.22077922077922077,0.2878787878787879,0.7669172932330827,data.nba.com mobile_teams v2015 play-by-play,33.96634615384615
2019-20,2019,Regular Season,0021900563,2020-01-09,CLE,DET,CLE @ DET,115,112,,201,63,138,0.2857142857142857,0.2463768115942029,1.1596638655462184,data.nba.com mobile_teams v2015 play-by-play,74.36298076923077
2019-20,2019,Regular Season,0021900564,2020-01-09,BOS,PHI,BOS @ PHI,98,109,,189,41,148,0.07317073170731707,0.14189189189189189,0.5156794425087108,data.nba.com mobile_teams v2015 play-by-play,9.230769230769232
2019-20,2019,Regular Season,0021900565,2020-01-09,POR,MIN,POR @ MIN,102,116,,196,78,118,0.32051282051282054,0.2966101694915254,1.0805860805860807,data.nba.com mobile_teams v2015 play-by-play,67.78846153846155
2019-20,2019,Regular Season,0021900566,2020-01-09,HOU,OKC,HOU @ OKC,92,113,,199,52,147,0.23076923076923078,0.1836734693877551,1.2564102564102564,data.nba.com mobile_teams v2015 play-by-play,80.94951923076923
2019-20,2019,Regular Season,0021900567,2020-01-10,ATL,WAS,ATL @ WAS,101,111,,213,72,141,0.25,0.24822695035460993,1.0071428571428571,data.nba.com mobile_teams v2015 play-by-play,60.92548076923077
2019-20,2019,Regular Season,0021900568,2020-01-10,MIA,BKN,MIA @ BKN,113,117,,195,62,133,0.20967741935483872,0.21804511278195488,0.9616240266963293,data.nba.com mobile_teams v2015 play-by-play,56.10576923076923
2019-20,2019,Regular Season,0021900569,2020-01-10,NOP,NYK,NOP @ NYK,123,111,,212,44,168,0.22727272727272727,0.13690476190476192,1.660079051383399,data.nba.com mobile_teams v2015 play-by-play,95.0360576923077
2019-20,2019,Regular Season,0021900570,2020-01-10,IND,CHI,IND @ CHI,116,105,,195,48,147,0.041666666666666664,0.17006802721088435,0.245,data.nba.com mobile_teams v2015 play-by-play,0.576923076923077
2019-20,2019,Regular Season,0021900571,2020-01-10,SAS,MEM,SAS @ MEM,121,134,,202,59,143,0.1864406779661017,0.20279720279720279,0.919345412039743,data.nba.com mobile_teams v2015 play-by-play,51.26802884615385
2019-20,2019,Regular Season,0021900572,2020-01-10,LAL,DAL,LAL @ DAL,129,114,,198,83,115,0.27710843373493976,0.3565217391304348,0.7772553629150749,data.nba.com mobile_teams v2015 play-by-play,35.10817307692308
2019-20,2019,Regular Season,0021900573,2020-01-10,ORL,PHX,ORL @ PHX,94,98,,192,69,123,0.3188405797101449,0.3008130081300813,1.0599294947121032,data.nba.com mobile_teams v2015 play-by-play,66.10576923076923
2019-20,2019,Regular Season,0021900574,2020-01-10,CHA,UTA,CHA @ UTA,92,109,,188,57,131,0.15789473684210525,0.21374045801526717,0.7387218045112782,data.nba.com mobile_teams v2015 play-by-play,30.655048076923073
2019-20,2019,Regular Season,0021900575,2020-01-10,MIL,SAC,MIL @ SAC,127,106,,219,59,160,0.1864406779661017,0.19375,0.9622744669218152,data.nba.com mobile_teams v2015 play-by-play,56.17788461538461
2019-20,2019,Regular Season,0021900576,2020-01-10,GSW,LAC,GSW @ LAC,100,109,,203,69,134,0.2318840579710145,0.2537313432835821,0.9138959931798806,data.nba.com mobile_teams v2015 play-by-play,50.60096153846154
2019-20,2019,Regular Season,0021900577,2020-01-11,MIN,HOU,MIN @ HOU,109,139,,229,72,157,0.19444444444444445,0.2356687898089172,0.825075075075075,data.nba.com mobile_teams v2015 play-by-play,40.48076923076923
2019-20,2019,Regular Season,0021900578,2020-01-11,NOP,BOS,NOP @ BOS,105,140,,212,67,145,0.208955223880597,0.2413793103448276,0.8656716417910447,data.nba.com mobile_teams v2015 play-by-play,44.97596153846154
2019-20,2019,Regular Season,0021900579,2020-01-11,CHI,DET,CHI @ DET,108,99,,188,62,126,0.1774193548387097,0.25396825396825395,0.6985887096774195,data.nba.com mobile_teams v2015 play-by-play,25.721153846153843
2019-20,2019,Regular Season,0021900580,2020-01-11,LAL,OKC,LAL @ OKC,125,110,,199,48,151,0.1875,0.15894039735099338,1.1796875,data.nba.com mobile_teams v2015 play-by-play,75.76322115384615
2019-20,2019,Regular Season,0021900581,2020-01-11,PHI,DAL,PHI @ DAL,91,109,,185,64,121,0.328125,0.256198347107438,1.2807459677419355,data.nba.com mobile_teams v2015 play-by-play,82.42788461538461
2019-20,2019,Regular Season,0021900582,2020-01-11,CLE,DEN,CLE @ DEN,111,103,,193,54,139,0.2037037037037037,0.17985611510791366,1.1325925925925926,data.nba.com mobile_teams v2015 play-by-play,72.12139423076923
2019-20,2019,Regular Season,0021900583,2020-01-11,MIL,POR,MIL @ POR,122,101,,217,60,157,0.23333333333333334,0.1910828025477707,1.221111111111111,data.nba.com mobile_teams v2015 play-by-play,78.83413461538461
2019-20,2019,Regular Season,0021900584,2020-01-12,MIA,NYK,MIA @ NYK,121,124,,192,72,120,0.25,0.30833333333333335,0.8108108108108107,data.nba.com mobile_teams v2015 play-by-play,38.79807692307693
2019-20,2019,Regular Season,0021900585,2020-01-12,UTA,WAS,UTA @ WAS,127,116,,200,53,147,0.2830188679245283,0.17006802721088435,1.6641509433962265,data.nba.com mobile_teams v2015 play-by-play,95.14423076923076
2019-20,2019,Regular Season,0021900586,2020-01-12,ATL,BKN,ATL @ BKN,86,108,,212,67,145,0.1791044776119403,0.23448275862068965,0.7638279192273925,data.nba.com mobile_teams v2015 play-by-play,33.64182692307692
2019-20,2019,Regular Season,0021900587,2020-01-12,SAS,TOR,SAS @ TOR,105,104,,199,53,146,0.18867924528301888,0.17123287671232876,1.1018867924528304,data.nba.com mobile_teams v2015 play-by-play,69.68149038461539
2019-20,2019,Regular Season,0021900588,2020-01-12,GSW,MEM,GSW @ MEM,102,122,,217,58,159,0.27586206896551724,0.1761006289308176,1.5665024630541873,data.nba.com mobile_teams v2015 play-by-play,93.23317307692308
2019-20,2019,Regular Season,0021900589,2020-01-12,LAC,DEN,LAC @ DEN,104,114,,193,78,115,0.32051282051282054,0.30434782608695654,1.0531135531135531,data.nba.com mobile_teams v2015 play-by-play,65.42067307692308
2019-20,2019,Regular Season,0021900590,2020-01-12,CHA,PHX,CHA @ PHX,92,100,,191,59,132,0.2033898305084746,0.2196969696969697,0.9257744009351258,data.nba.com mobile_teams v2015 play-by-play,52.10336538461539
2019-20,2019,Regular Season,0021900591,2020-01-13,NOP,DET,NOP @ DET,117,110,,220,62,158,0.25806451612903225,0.20253164556962025,1.2741935483870968,data.nba.com mobile_teams v2015 play-by-play,82.09134615384616
2019-20,2019,Regular Season,0021900592,2020-01-13,PHI,IND,PHI @ IND,95,101,,192,54,138,0.24074074074074073,0.17391304347826086,1.3842592592592593,data.nba.com mobile_teams v2015 play-by-play,87.52403846153847
2019-20,2019,Regular Season,0021900593,2020-01-13,CHI,BOS,CHI @ BOS,101,113,,197,70,127,0.21428571428571427,0.28346456692913385,0.7559523809523809,data.nba.com mobile_teams v2015 play-by-play,32.71033653846154
2019-20,2019,Regular Season,0021900594,2020-01-13,OKC,MIN,OKC @ MIN,117,104,,199,65,134,0.13846153846153847,0.23880597014925373,0.5798076923076924,data.nba.com mobile_teams v2015 play-by-play,13.804086538461538
2019-20,2019,Regular Season,0021900595,2020-01-13,CHA,POR,CHA @ POR,112,115,,188,58,130,0.1724137931034483,0.24615384615384617,0.7004310344827587,data.nba.com mobile_teams v2015 play-by-play,25.937500000000004
2019-20,2019,Regular Season,0021900596,2020-01-13,ORL,SAC,ORL @ SAC,114,112,,195,60,135,0.23333333333333334,0.21481481481481482,1.0862068965517242,data.nba.com mobile_teams v2015 play-by-play,68.1610576923077
2019-20,2019,Regular Season,0021900597,2020-01-13,CLE,LAL,CLE @ LAL,99,128,,197,74,123,0.33783783783783783,0.2926829268292683,1.1542792792792793,data.nba.com mobile_teams v2015 play-by-play,74.03846153846155
2019-20,2019,Regular Season,0021900598,2020-01-14,PHX,ATL,PHX @ ATL,110,123,,205,69,136,0.18840579710144928,0.2426470588235294,0.7764602547211243,data.nba.com mobile_teams v2015 play-by-play,35.06009615384615
2019-20,2019,Regular Season,0021900599,2020-01-14,UTA,BKN,UTA @ BKN,118,107,,191,49,142,0.061224489795918366,0.18309859154929578,0.3343799058084772,data.nba.com mobile_teams v2015 play-by-play,1.6947115384615383
2019-20,2019,Regular Season,0021900600,2020-01-14,HOU,MEM,HOU @ MEM,110,121,,195,64,131,0.15625,0.2595419847328244,0.6020220588235294,data.nba.com mobile_teams v2015 play-by-play,15.625
2019-20,2019,Regular Season,0021900601,2020-01-14,NYK,MIL,NYK @ MIL,102,128,,219,70,149,0.21428571428571427,0.2483221476510067,0.8629343629343629,data.nba.com mobile_teams v2015 play-by-play,44.74759615384615
2019-20,2019,Regular Season,0021900602,2020-01-14,DAL,GSW,DAL @ GSW,124,97,,192,56,136,0.2857142857142857,0.18382352941176472,1.554285714285714,data.nba.com mobile_teams v2015 play-by-play,93.0048076923077
2019-20,2019,Regular Season,0021900603,2020-01-14,CLE,LAC,CLE @ LAC,103,128,,196,56,140,0.125,0.20714285714285716,0.603448275862069,data.nba.com mobile_teams v2015 play-by-play,15.745192307692307
2019-20,2019,Regular Season,0021900604,2020-01-15,DET,BOS,DET @ BOS,116,103,,189,58,131,0.1896551724137931,0.22900763358778625,0.8281609195402299,data.nba.com mobile_teams v2015 play-by-play,40.81730769230769
2019-20,2019,Regular Season,0021900605,2020-01-15,BKN,PHI,BKN @ PHI,106,117,,199,65,134,0.35384615384615387,0.23134328358208955,1.529528535980149,data.nba.com mobile_teams v2015 play-by-play,92.39182692307692
2019-20,2019,Regular Season,0021900606,2020-01-15,SAS,MIA,SAS @ MIA,100,106,,189,50,139,0.16,0.17985611510791366,0.8896000000000001,data.nba.com mobile_teams v2015 play-by-play,47.78846153846154
2019-20,2019,Regular Season,0021900607,2020-01-15,WAS,CHI,WAS @ CHI,106,115,,202,65,137,0.23076923076923078,0.21897810218978103,1.0538461538461539,data.nba.com mobile_teams v2015 play-by-play,65.51682692307692
2019-20,2019,Regular Season,0021900608,2020-01-15,IND,MIN,IND @ MIN,104,99,,195,44,151,0.09090909090909091,0.152317880794702,0.5968379446640316,data.nba.com mobile_teams v2015 play-by-play,15.096153846153845
2019-20,2019,Regular Season,0021900609,2020-01-15,TOR,OKC,TOR @ OKC,130,121,,207,62,145,0.14516129032258066,0.21379310344827587,0.6789802289281998,data.nba.com mobile_teams v2015 play-by-play,23.42548076923077
2019-20,2019,Regular Season,0021900610,2020-01-15,CHA,DEN,CHA @ DEN,86,100,,180,62,118,0.20967741935483872,0.2627118644067797,0.7981269510926118,data.nba.com mobile_teams v2015 play-by-play,37.41586538461538
2019-20,2019,Regular Season,0021900611,2020-01-15,POR,HOU,POR @ HOU,117,107,,203,70,133,0.24285714285714285,0.2781954887218045,0.872972972972973,data.nba.com mobile_teams v2015 play-by-play,45.68509615384615
2019-20,2019,Regular Season,0021900612,2020-01-15,DAL,SAC,DAL @ SAC,127,123,,200,61,139,0.2459016393442623,0.22302158273381295,1.1025912215758857,data.nba.com mobile_teams v2015 play-by-play,69.74759615384616
2019-20,2019,Regular Season,0021900613,2020-01-15,ORL,LAL,ORL @ LAL,119,118,,206,56,150,0.14285714285714285,0.19333333333333333,0.7389162561576355,data.nba.com mobile_teams v2015 play-by-play,30.685096153846153
2019-20,2019,Regular Season,0021900614,2020-01-16,PHX,NYK,PHX @ NYK,121,98,,209,62,147,0.1774193548387097,0.21768707482993196,0.8150201612903226,data.nba.com mobile_teams v2015 play-by-play,39.26682692307693
2019-20,2019,Regular Season,0021900615,2020-01-16,BOS,MIL,BOS @ MIL,123,128,,211,75,136,0.21333333333333335,0.29411764705882354,0.7253333333333334,data.nba.com mobile_teams v2015 play-by-play,28.948317307692307
2019-20,2019,Regular Season,0021900616,2020-01-16,UTA,NOP,UTA @ NOP,132,138,,224,86,138,0.27906976744186046,0.3115942028985507,0.895619253650622,data.nba.com mobile_teams v2015 play-by-play,48.55769230769231
2019-20,2019,Regular Season,0021900617,2020-01-16,DEN,GSW,DEN @ GSW,134,131,,227,67,160,0.373134328358209,0.18125,2.058672156459084,data.nba.com mobile_teams v2015 play-by-play,98.85817307692307
2019-20,2019,Regular Season,0021900618,2020-01-16,ORL,LAC,ORL @ LAC,95,122,,198,65,133,0.16923076923076924,0.24812030075187969,0.6820512820512822,data.nba.com mobile_teams v2015 play-by-play,23.822115384615383
2019-20,2019,Regular Season,0021900619,2020-01-17,MIN,IND,MIN @ IND,114,116,,202,58,144,0.1206896551724138,0.2222222222222222,0.5431034482758621,data.nba.com mobile_teams v2015 play-by-play,11.183894230769232
2019-20,2019,Regular Season,0021900620,2020-01-17,CHI,PHI,CHI @ PHI,89,100,,186,42,144,0.14285714285714285,0.1527777777777778,0.9350649350649349,data.nba.com mobile_teams v2015 play-by-play,52.93269230769231
2019-20,2019,Regular Season,0021900621,2020-01-17,WAS,TOR,WAS @ TOR,111,140,,217,59,158,0.23728813559322035,0.17088607594936708,1.3885750156936598,data.nba.com mobile_teams v2015 play-by-play,87.70432692307692
2019-20,2019,Regular Season,0021900622,2020-01-17,CLE,MEM,CLE @ MEM,109,113,,204,61,143,0.16393442622950818,0.21678321678321677,0.7562136435748281,data.nba.com mobile_teams v2015 play-by-play,32.76442307692308
2019-20,2019,Regular Season,0021900623,2020-01-17,MIA,OKC,MIA @ OKC,115,108,,189,65,124,0.2153846153846154,0.2661290322580645,0.8093240093240094,data.nba.com mobile_teams v2015 play-by-play,38.68389423076923
2019-20,2019,Regular Season,0021900624,2020-01-17,ATL,SAS,ATL @ SAS,121,120,,213,72,141,0.18055555555555555,0.2553191489361702,0.7071759259259259,data.nba.com mobile_teams v2015 play-by-play,26.634615384615383
2019-20,2019,Regular Season,0021900625,2020-01-17,POR,DAL,POR @ DAL,112,120,,195,68,127,0.2647058823529412,0.25984251968503935,1.018716577540107,data.nba.com mobile_teams v2015 play-by-play,62.06730769230769
2019-20,2019,Regular Season,0021900626,2020-01-18,LAC,NOP,LAC @ NOP,133,130,,218,92,126,0.358695652173913,0.31746031746031744,1.129891304347826,data.nba.com mobile_teams v2015 play-by-play,71.97115384615384
2019-20,2019,Regular Season,0021900627,2020-01-18,MIL,BKN,MIL @ BKN,117,97,,221,54,167,0.07407407407407407,0.15568862275449102,0.47578347578347574,data.nba.com mobile_teams v2015 play-by-play,6.622596153846154
2019-20,2019,Regular Season,0021900628,2020-01-18,PHX,BOS,PHX @ BOS,123,119,,211,68,143,0.3382352941176471,0.23076923076923078,1.4656862745098038,data.nba.com mobile_teams v2015 play-by-play,90.55288461538461
2019-20,2019,Regular Season,0021900629,2020-01-18,DET,ATL,DET @ ATL,136,103,,205,65,140,0.06153846153846154,0.24285714285714285,0.2533936651583711,data.nba.com mobile_teams v2015 play-by-play,0.6370192307692307
2019-20,2019,Regular Season,0021900630,2020-01-18,PHI,NYK,PHI @ NYK,90,87,,187,53,134,0.09433962264150944,0.208955223880597,0.4514824797843666,data.nba.com mobile_teams v2015 play-by-play,5.516826923076923
2019-20,2019,Regular Season,0021900631,2020-01-18,CLE,CHI,CLE @ CHI,116,118,,201,69,132,0.21739130434782608,0.25,0.8695652173913043,data.nba.com mobile_teams v2015 play-by-play,45.37860576923077
2019-20,2019,Regular Season,0021900632,2020-01-18,TOR,MIN,TOR @ MIN,122,112,,212,65,147,0.23076923076923078,0.22448979591836735,1.0279720279720281,data.nba.com mobile_teams v2015 play-by-play,62.99278846153846
2019-20,2019,Regular Season,0021900633,2020-01-18,LAL,HOU,LAL @ HOU,124,115,,217,73,144,0.2054794520547945,0.2638888888888889,0.7786589762076424,data.nba.com mobile_teams v2015 play-by-play,35.25240384615385
2019-20,2019,Regular Season,0021900634,2020-01-18,ORL,GSW,ORL @ GSW,95,109,,198,42,156,0.21428571428571427,0.1282051282051282,1.6714285714285715,data.nba.com mobile_teams v2015 play-by-play,95.30048076923077
2019-20,2019,Regular Season,0021900635,2020-01-18,POR,OKC,POR @ OKC,106,119,,198,71,127,0.15492957746478872,0.28346456692913385,0.5465571205007824,data.nba.com mobile_teams v2015 play-by-play,11.490384615384615
2019-20,2019,Regular Season,0021900636,2020-01-18,SAC,UTA,SAC @ UTA,101,123,,190,61,129,0.19672131147540983,0.23255813953488372,0.8459016393442623,data.nba.com mobile_teams v2015 play-by-play,42.92668269230769
2019-20,2019,Regular Season,0021900637,2020-01-19,MIA,SAS,MIA @ SAS,102,107,,188,61,127,0.19672131147540983,0.23622047244094488,0.8327868852459016,data.nba.com mobile_teams v2015 play-by-play,41.29807692307692
2019-20,2019,Regular Season,0021900638,2020-01-19,IND,DEN,IND @ DEN,115,107,,190,65,125,0.4153846153846154,0.232,1.790450928381963,data.nba.com mobile_teams v2015 play-by-play,97.11538461538461
2019-20,2019,Regular Season,0021900639,2020-01-20,DET,WAS,DET @ WAS,100,106,,204,59,145,0.1694915254237288,0.21379310344827587,0.7927829414980863,data.nba.com mobile_teams v2015 play-by-play,36.88701923076923
2019-20,2019,Regular Season,0021900640,2020-01-20,TOR,ATL,TOR @ ATL,122,117,,219,92,127,0.25,0.3858267716535433,0.6479591836734694,data.nba.com mobile_teams v2015 play-by-play,20.330528846153847
2019-20,2019,Regular Season,0021900641,2020-01-20,PHI,BKN,PHI @ BKN,117,111,,209,74,135,0.24324324324324326,0.2740740740740741,0.887509130752374,data.nba.com mobile_teams v2015 play-by-play,47.43990384615385
2019-20,2019,Regular Season,0021900642,2020-01-20,ORL,CHA,ORL @ CHA,106,83,,179,53,126,0.32075471698113206,0.19047619047619047,1.6839622641509433,data.nba.com mobile_teams v2015 play-by-play,95.56490384615385
2019-20,2019,Regular Season,0021900643,2020-01-20,NYK,CLE,NYK @ CLE,106,86,,191,50,141,0.1,0.1773049645390071,0.5640000000000001,data.nba.com mobile_teams v2015 play-by-play,12.692307692307692
2019-20,2019,Regular Season,0021900644,2020-01-20,SAC,MIA,SAC @ MIA,113,118,,212,65,147,0.15384615384615385,0.23129251700680273,0.665158371040724,data.nba.com mobile_teams v2015 play-by-play,21.905048076923077
2019-20,2019,Regular Season,0021900645,2020-01-20,OKC,HOU,OKC @ HOU,112,107,,207,62,145,0.22580645161290322,0.23448275862068965,0.9629981024667932,data.nba.com mobile_teams v2015 play-by-play,56.213942307692314
2019-20,2019,Regular Season,0021900646,2020-01-20,NOP,MEM,NOP @ MEM,126,116,,213,60,153,0.2,0.19607843137254902,1.02,data.nba.com mobile_teams v2015 play-by-play,62.15745192307692
2019-20,2019,Regular Season,0021900647,2020-01-20,CHI,MIL,CHI @ MIL,98,111,,213,55,158,0.12727272727272726,0.189873417721519,0.6703030303030302,data.nba.com mobile_teams v2015 play-by-play,22.463942307692307
2019-20,2019,Regular Season,0021900648,2020-01-20,LAL,BOS,LAL @ BOS,107,139,,202,75,127,0.29333333333333333,0.30708661417322836,0.9552136752136752,data.nba.com mobile_teams v2015 play-by-play,55.27644230769231
2019-20,2019,Regular Season,0021900649,2020-01-20,DEN,MIN,DEN @ MIN,107,100,,188,54,134,0.2037037037037037,0.20149253731343283,1.0109739368998627,data.nba.com mobile_teams v2015 play-by-play,61.28004807692308
2019-20,2019,Regular Season,0021900650,2020-01-20,SAS,PHX,SAS @ PHX,120,118,,194,63,131,0.30158730158730157,0.24427480916030533,1.2346230158730158,data.nba.com mobile_teams v2015 play-by-play,79.7235576923077
2019-20,2019,Regular Season,0021900651,2020-01-20,IND,UTA,IND @ UTA,88,118,,195,44,151,0.045454545454545456,0.1456953642384106,0.3119834710743802,data.nba.com mobile_teams v2015 play-by-play,1.3701923076923077
2019-20,2019,Regular Season,0021900652,2020-01-20,GSW,POR,GSW @ POR,124,129,,224,70,154,0.2571428571428571,0.22727272727272727,1.1314285714285715,data.nba.com mobile_teams v2015 play-by-play,72.03125
2019-20,2019,Regular Season,0021900653,2020-01-21,LAC,DAL,LAC @ DAL,110,107,,198,82,116,0.17073170731707318,0.3620689655172414,0.4715447154471545,data.nba.com mobile_teams v2015 play-by-play,6.41826923076923
2019-20,2019,Regular Season,0021900654,2020-01-22,SAC,DET,SAC @ DET,106,127,,210,78,132,0.32051282051282054,0.2803030303030303,1.1434511434511436,data.nba.com mobile_teams v2015 play-by-play,73.19711538461539
2019-20,2019,Regular Season,0021900655,2020-01-22,OKC,ORL,OKC @ ORL,120,114,,199,63,136,0.2857142857142857,0.23529411764705882,1.2142857142857142,data.nba.com mobile_teams v2015 play-by-play,78.3233173076923
2019-20,2019,Regular Season,0021900656,2020-01-22,LAC,ATL,LAC @ ATL,95,102,,198,73,125,0.3287671232876712,0.288,1.1415525114155252,data.nba.com mobile_teams v2015 play-by-play,72.90264423076923
2019-20,2019,Regular Season,0021900657,2020-01-22,MEM,BOS,MEM @ BOS,95,119,,199,55,144,0.05454545454545454,0.19444444444444445,0.2805194805194805,data.nba.com mobile_teams v2015 play-by-play,0.8653846153846154
2019-20,2019,Regular Season,0021900658,2020-01-22,WAS,MIA,WAS @ MIA,129,134,,220,76,144,0.2631578947368421,0.2638888888888889,0.9972299168975068,data.nba.com mobile_teams v2015 play-by-play,59.747596153846146
2019-20,2019,Regular Season,0021900659,2020-01-22,LAL,NYK,LAL @ NYK,100,92,,179,59,120,0.1864406779661017,0.25,0.7457627118644068,data.nba.com mobile_teams v2015 play-by-play,31.49639423076923
2019-20,2019,Regular Season,0021900660,2020-01-22,PHI,TOR,PHI @ TOR,95,107,,194,64,130,0.125,0.26153846153846155,0.4779411764705882,data.nba.com mobile_teams v2015 play-by-play,6.778846153846153
2019-20,2019,Regular Season,0021900661,2020-01-22,MIN,CHI,MIN @ CHI,110,117,,203,74,129,0.3108108108108108,0.27906976744186046,1.1137387387387387,data.nba.com mobile_teams v2015 play-by-play,70.69711538461539
2019-20,2019,Regular Season,0021900662,2020-01-22,DEN,HOU,DEN @ HOU,105,121,,199,61,138,0.21311475409836064,0.2246376811594203,0.948704389212057,data.nba.com mobile_teams v2015 play-by-play,54.49519230769231
2019-20,2019,Regular Season,0021900663,2020-01-22,SAS,NOP,SAS @ NOP,121,117,,206,67,139,0.22388059701492538,0.2302158273381295,0.972481343283582,data.nba.com mobile_teams v2015 play-by-play,57.40985576923077
2019-20,2019,Regular Season,0021900664,2020-01-22,IND,PHX,IND @ PHX,112,87,,192,65,127,0.16923076923076924,0.25196850393700787,0.6716346153846154,data.nba.com mobile_teams v2015 play-by-play,22.63221153846154
2019-20,2019,Regular Season,0021900665,2020-01-22,UTA,GSW,UTA @ GSW,129,96,,193,66,127,0.19696969696969696,0.28346456692913385,0.6948653198653199,data.nba.com mobile_teams v2015 play-by-play,25.3125
2019-20,2019,Regular Season,0021900666,2020-01-23,WAS,CLE,WAS @ CLE,124,112,,196,59,137,0.23728813559322035,0.2116788321167883,1.1209818819403858,data.nba.com mobile_teams v2015 play-by-play,71.33413461538461
2019-20,2019,Regular Season,0021900667,2020-01-23,LAL,BKN,LAL @ BKN,128,113,,210,59,151,0.11864406779661017,0.2052980132450331,0.5779114270092948,data.nba.com mobile_teams v2015 play-by-play,13.653846153846153
2019-20,2019,Regular Season,0021900668,2020-01-23,DAL,POR,DAL @ POR,133,125,,199,57,142,0.15789473684210525,0.20422535211267606,0.7731397459165154,data.nba.com mobile_teams v2015 play-by-play,34.71153846153846
2019-20,2019,Regular Season,0021900669,2020-01-24,MIL,CHA,MIL @ CHA,116,103,,207,70,137,0.2714285714285714,0.24817518248175183,1.0936974789915965,data.nba.com mobile_teams v2015 play-by-play,68.97836538461539
2019-20,2019,Regular Season,0021900670,2020-01-24,MEM,DET,MEM @ DET,125,112,,195,77,118,0.35064935064935066,0.3220338983050847,1.0888585099111416,data.nba.com mobile_teams v2015 play-by-play,68.48557692307692
2019-20,2019,Regular Season,0021900671,2020-01-24,BOS,ORL,BOS @ ORL,109,98,,194,52,142,0.25,0.176056338028169,1.4200000000000002,data.nba.com mobile_teams v2015 play-by-play,88.72596153846153
2019-20,2019,Regular Season,0021900672,2020-01-24,TOR,NYK,TOR @ NYK,118,112,,184,62,122,0.20967741935483872,0.26229508196721313,0.7993951612903226,data.nba.com mobile_teams v2015 play-by-play,37.50600961538461
2019-20,2019,Regular Season,0021900673,2020-01-24,LAC,MIA,LAC @ MIA,122,117,,200,71,129,0.15492957746478872,0.29457364341085274,0.5259451445515195,data.nba.com mobile_teams v2015 play-by-play,9.975961538461538
2019-20,2019,Regular Season,0021900674,2020-01-24,SAC,CHI,SAC @ CHI,98,81,,190,62,128,0.16129032258064516,0.2265625,0.7119021134593994,data.nba.com mobile_teams v2015 play-by-play,27.151442307692307
2019-20,2019,Regular Season,0021900675,2020-01-24,HOU,MIN,HOU @ MIN,131,124,,216,73,143,0.1506849315068493,0.25874125874125875,0.5823768974453906,data.nba.com mobile_teams v2015 play-by-play,14.020432692307692
2019-20,2019,Regular Season,0021900676,2020-01-24,DEN,NOP,DEN @ NOP,113,106,,199,58,141,0.22413793103448276,0.2198581560283688,1.0194660734149055,data.nba.com mobile_teams v2015 play-by-play,62.12139423076923
2019-20,2019,Regular Season,0021900677,2020-01-24,ATL,OKC,ATL @ OKC,111,140,,203,72,131,0.2638888888888889,0.2824427480916031,0.9343093093093092,data.nba.com mobile_teams v2015 play-by-play,52.83653846153846
2019-20,2019,Regular Season,0021900678,2020-01-24,PHX,SAS,PHX @ SAS,103,99,,190,77,113,0.19480519480519481,0.336283185840708,0.5792891319207109,data.nba.com mobile_teams v2015 play-by-play,13.762019230769232
2019-20,2019,Regular Season,0021900679,2020-01-24,IND,GSW,IND @ GSW,129,118,,202,54,148,0.2962962962962963,0.16891891891891891,1.7540740740740741,data.nba.com mobile_teams v2015 play-by-play,96.5625
