season,as_of_utc_date,games_requested,games_succeeded,games_failed,model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
2024-25,2026-03-01,1230,1230,0,poisson_glm_m_t_controlled_v1,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log,ok,True,244766,49773,780,50517,194249,0,194249,57491,136758,0.1994747003878868,0.20816332499744072,0.1936329771590353,0.21083729300934967,0.9184000344305718,-0.08512221592710167,0.9184000344305718,0.011125793700098018,1.9959411981850412e-14,-0.10692837087871641,-0.06331606097548693,0.8985900358998143,0.9386467571916348,
