season,as_of_utc_date,games_requested,games_succeeded,games_failed,model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
2025-26,2026-03-01,896,895,1,poisson_glm_m_t_controlled_v1,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log,ok,True,179281,35704,574,36247,143034,0,143034,45009,98025,0.21297962629696282,0.22691150216781433,0.2081649928850916,0.22934713240392898,0.9076415767800788,-0.09690571753987014,0.9076415767800787,0.01227730693434116,2.9482778750558654e-15,-0.12096879695832267,-0.0728426381214176,0.8860616069787833,0.9297471252690827,
