season,as_of_utc_date,game_id,game_date_et,game_status,game_status_text,away_team,home_team,matchup,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI_rawgame,wmi_rawgame_z_score
2025-26,2026-03-23,0022500279,2025-11-23T18:00:00-05:00,3,Final,BKN,TOR,BKN @ TOR,188,67,121,0.22388059701492538,0.2892561983471074,0.7739872068230278,-0.4471949647580414
2025-26,2026-03-23,0022500280,2025-11-23T19:00:00-05:00,3,Final,POR,OKC,POR @ OKC,193,57,136,0.2807017543859649,0.20588235294117646,1.363408521303258,1.1954588910929662
2025-26,2026-03-23,0022500281,2025-11-23T20:00:00-05:00,3,Final,SAS,PHX,SAS @ PHX,193,65,128,0.2153846153846154,0.2578125,0.8354312354312354,-0.2759570606769917
2025-26,2026-03-23,0022500282,2025-11-23T20:00:00-05:00,3,Final,LAL,UTA,LAL @ UTA,204,63,141,0.14285714285714285,0.23404255319148937,0.6103896103896104,-0.9031238834913048
2025-26,2026-03-23,0022500283,2025-11-24T19:00:00-05:00,3,Final,DET,IND,DET @ IND,201,82,119,0.36585365853658536,0.31932773109243695,1.1456996148908858,0.5887275670200489
2025-26,2026-03-23,0022500284,2025-11-24T19:00:00-05:00,3,Final,CLE,TOR,CLE @ TOR,201,50,151,0.1,0.15894039735099338,0.6291666666666667,-0.8507942456969246
2025-26,2026-03-23,0022500285,2025-11-24T19:30:00-05:00,3,Final,NYK,BKN,NYK @ BKN,186,59,127,0.1864406779661017,0.2440944881889764,0.7638053581191908,-0.4755706828092256
2025-26,2026-03-23,0022500286,2025-11-24T19:30:00-05:00,3,Final,DAL,MIA,DAL @ MIA,202,57,145,0.10526315789473684,0.2,0.5263157894736842,-1.1374285866143292
2025-26,2026-03-23,0022500287,2025-11-24T20:00:00-05:00,3,Final,DEN,MEM,DEN @ MEM,195,48,147,0.14583333333333334,0.16326530612244897,0.8932291666666667,-0.1148804381123405
2025-26,2026-03-23,0022500288,2025-11-24T20:00:00-05:00,3,Final,POR,MIL,POR @ MIL,197,71,126,0.23943661971830985,0.2777777777777778,0.8619718309859155,-0.2019912732963259
2025-26,2026-03-23,0022500289,2025-11-24T20:00:00-05:00,3,Final,CHI,NOP,CHI @ NOP,218,66,152,0.19696969696969696,0.2236842105263158,0.8805704099821746,-0.150159032501818
2025-26,2026-03-23,0022500290,2025-11-24T21:30:00-05:00,3,Final,HOU,PHX,HOU @ PHX,189,58,131,0.15517241379310345,0.22900763358778625,0.6775862068965518,-0.7158541909293233
2025-26,2026-03-23,0022500291,2025-11-24T22:00:00-05:00,3,Final,UTA,GSW,UTA @ GSW,211,51,160,0.11764705882352941,0.16875,0.6971677559912853,-0.6612825181143276
2025-26,2026-03-23,0022500292,2025-11-24T22:00:00-05:00,3,Final,MIN,SAC,MIN @ SAC,219,73,146,0.3698630136986301,0.23972602739726026,1.542857142857143,1.6955629132601593
2025-26,2026-03-23,0022500293,2025-11-29T17:00:00-05:00,3,Final,BOS,MIN,BOS @ MIN,191,57,134,0.19298245614035087,0.22388059701492538,0.8619883040935672,-0.20194536451573517
2025-26,2026-03-23,0022500294,2025-11-29T18:00:00-05:00,3,Final,TOR,CHA,TOR @ CHA,199,69,130,0.21739130434782608,0.27692307692307694,0.7850241545893719,-0.4164361775207681
2025-26,2026-03-23,0022500295,2025-11-29T19:30:00-05:00,3,Final,CHI,IND,CHI @ IND,197,45,152,0.1111111111111111,0.1513157894736842,0.7342995169082125,-0.5578002911464836
2025-26,2026-03-23,0022500296,2025-11-29T20:00:00-05:00,3,Final,DET,MIA,DET @ MIA,222,79,143,0.21518987341772153,0.27972027972027974,0.7693037974683544,-0.4602471232836743
2025-26,2026-03-23,0022500297,2025-11-29T20:00:00-05:00,3,Final,BKN,MIL,BKN @ MIL,184,50,134,0.2,0.19402985074626866,1.0307692307692309,0.26842893852821137
2025-26,2026-03-23,0022500298,2025-11-29T20:30:00-05:00,3,Final,NOP,GSW,NOP @ GSW,189,69,120,0.21739130434782608,0.2833333333333333,0.7672634271099744,-0.46593341618523415
2025-26,2026-03-23,0022500299,2025-11-29T21:00:00-05:00,3,Final,DEN,PHX,DEN @ PHX,183,62,121,0.20967741935483872,0.2809917355371901,0.7462049335863378,-0.5246211743901089
2025-26,2026-03-23,0022500300,2025-11-29T22:00:00-05:00,3,Final,DAL,LAC,DAL @ LAC,207,70,137,0.2857142857142857,0.22627737226277372,1.2626728110599077,0.9147192931382345
2025-26,2026-03-23,0022500301,2025-11-30T15:00:00-05:00,3,Final,HOU,UTA,HOU @ UTA,202,72,130,0.1388888888888889,0.27692307692307694,0.5015432098765432,-1.2064671035374979
2025-26,2026-03-23,0022500302,2025-11-30T18:00:00-05:00,3,Final,BOS,CLE,BOS @ CLE,194,61,133,0.22950819672131148,0.22556390977443608,1.0174863387978144,0.2314109461725386
2025-26,2026-03-23,0022500303,2025-11-30T18:00:00-05:00,3,Final,TOR,NYK,TOR @ NYK,192,47,145,0.1702127659574468,0.1724137931034483,0.9872340425531914,0.14710104788119727
2025-26,2026-03-23,0022500304,2025-11-30T18:00:00-05:00,3,Final,ATL,PHI,ATL @ PHI,255,91,164,0.23076923076923078,0.27439024390243905,0.841025641025641,-0.2603660535398498
2025-26,2026-03-23,0022500305,2025-11-30T18:00:00-05:00,3,Final,OKC,POR,OKC @ POR,213,75,138,0.38666666666666666,0.26811594202898553,1.442162162162162,1.4149368241793565
2025-26,2026-03-23,0022500306,2025-11-30T19:00:00-05:00,3,Final,SAS,MIN,SAS @ MIN,188,52,136,0.2692307692307692,0.17647058823529413,1.5256410256410255,1.647583444867883
2025-26,2026-03-23,0022500307,2025-11-30T21:00:00-05:00,3,Final,MEM,SAC,MEM @ SAC,203,68,135,0.29411764705882354,0.2222222222222222,1.323529411764706,1.0843200987858477
2025-26,2026-03-23,0022500308,2025-11-30T21:30:00-05:00,3,Final,NOP,LAL,NOP @ LAL,196,71,125,0.09859154929577464,0.296,0.3330795584316711,-1.675957194612141
2025-26,2026-03-23,0022500309,2025-12-01T19:00:00-05:00,3,Final,ATL,DET,ATL @ DET,199,51,148,0.058823529411764705,0.18243243243243243,0.3224400871459695,-1.7056082576163447
2025-26,2026-03-23,0022500310,2025-12-01T19:00:00-05:00,3,Final,CLE,IND,CLE @ IND,196,76,120,0.2894736842105263,0.30833333333333335,0.9388335704125178,0.01221413382890037
2025-26,2026-03-23,0022500311,2025-12-01T19:00:00-05:00,3,Final,MIL,WAS,MIL @ WAS,203,58,145,0.10344827586206896,0.2,0.5172413793103448,-1.1627179924742577
2025-26,2026-03-23,0022500312,2025-12-01T19:30:00-05:00,3,Final,CHA,BKN,CHA @ BKN,198,59,139,0.22033898305084745,0.2158273381294964,1.0209039548022598,0.24093547467125945
2025-26,2026-03-23,0022500313,2025-12-01T19:30:00-05:00,3,Final,LAC,MIA,LAC @ MIA,210,60,150,0.18333333333333332,0.20666666666666667,0.8870967741935484,-0.13197075686072612
2025-26,2026-03-23,0022500314,2025-12-01T19:30:00-05:00,3,Final,CHI,ORL,CHI @ ORL,213,67,146,0.1791044776119403,0.2191780821917808,0.8171641791044776,-0.32686538342174504
2025-26,2026-03-23,0022500315,2025-12-01T21:00:00-05:00,3,Final,DAL,DEN,DAL @ DEN,201,49,152,0.14285714285714285,0.17105263157894737,0.8351648351648351,-0.2766994895882844
2025-26,2026-03-23,0022500316,2025-12-01T21:00:00-05:00,3,Final,HOU,UTA,HOU @ UTA,213,84,129,0.36904761904761907,0.27906976744186046,1.322420634920635,1.081230056886366
2025-26,2026-03-23,0022500317,2025-12-01T22:00:00-05:00,3,Final,PHX,LAL,PHX @ LAL,201,50,151,0.06,0.16556291390728478,0.36239999999999994,-1.5942442751532624
2025-26,2026-03-23,0022500318,2025-12-02T19:00:00-05:00,3,Final,WAS,PHI,WAS @ PHI,204,66,138,0.10606060606060606,0.2463768115942029,0.4304812834224599,-1.404509055238781
2025-26,2026-03-23,0022500319,2025-12-02T19:30:00-05:00,3,Final,POR,TOR,POR @ TOR,204,68,136,0.2647058823529412,0.2426470588235294,1.0909090909090908,0.4360322652524856
2025-26,2026-03-23,0022500320,2025-12-02T20:00:00-05:00,3,Final,NYK,BOS,NYK @ BOS,180,60,120,0.26666666666666666,0.23333333333333334,1.1428571428571428,0.5808059029545171
2025-26,2026-03-23,0022500321,2025-12-02T20:00:00-05:00,3,Final,MIN,NOP,MIN @ NOP,223,80,143,0.2625,0.27972027972027974,0.9384374999999999,0.011110328156577988
2025-26,2026-03-23,0022500322,2025-12-02T20:00:00-05:00,3,Final,MEM,SAS,MEM @ SAS,199,72,127,0.3888888888888889,0.25984251968503935,1.4966329966329968,1.5667411856382594
2025-26,2026-03-23,0022500323,2025-12-02T23:00:00-05:00,3,Final,OKC,GSW,OKC @ GSW,201,46,155,0.2391304347826087,0.15483870967741936,1.5443840579710144,1.699818261578484
2025-26,2026-03-23,0022500324,2025-12-03T19:00:00-05:00,3,Final,POR,CLE,POR @ CLE,202,78,124,0.24358974358974358,0.3225806451612903,0.7551282051282051,-0.4997529756247153
2025-26,2026-03-23,0022500325,2025-12-03T19:00:00-05:00,3,Final,DEN,IND,DEN @ IND,200,70,130,0.21428571428571427,0.24615384615384617,0.8705357142857142,-0.1781246509366008
2025-26,2026-03-23,0022500326,2025-12-03T19:00:00-05:00,3,Final,SAS,ORL,SAS @ ORL,210,67,143,0.2537313432835821,0.23076923076923078,1.099502487562189,0.45998113815593134
2025-26,2026-03-23,0022500327,2025-12-03T19:30:00-05:00,3,Final,LAC,ATL,LAC @ ATL,193,59,134,0.15254237288135594,0.22388059701492538,0.6813559322033899,-0.7053483716475125
2025-26,2026-03-23,0022500328,2025-12-03T19:30:00-05:00,3,Final,CHA,NYK,CHA @ NYK,185,55,130,0.23636363636363636,0.2153846153846154,1.0974025974025974,0.4541289699652397
2025-26,2026-03-23,0022500329,2025-12-03T20:00:00-05:00,3,Final,BKN,CHI,BKN @ CHI,199,55,144,0.23636363636363636,0.2013888888888889,1.173667711598746,0.6666716466950321
2025-26,2026-03-23,0022500330,2025-12-03T20:00:00-05:00,3,Final,SAC,HOU,SAC @ HOU,200,50,150,0.08,0.16666666666666666,0.48000000000000004,-1.2665057141234035
2025-26,2026-03-23,0022500331,2025-12-03T20:00:00-05:00,3,Final,DET,MIL,DET @ MIL,193,59,134,0.2711864406779661,0.21641791044776118,1.2530683810637055,0.8879527789675942
2025-26,2026-03-23,0022500332,2025-12-03T20:30:00-05:00,3,Final,MIA,DAL,MIA @ DAL,202,50,152,0.14,0.16447368421052633,0.8512000000000001,-0.2320112085597677
2025-26,2026-03-23,0022500333,2025-12-04T19:00:00-05:00,3,Final,GSW,PHI,GSW @ PHI,192,62,130,0.1935483870967742,0.23846153846153847,0.8116545265348595,-0.3422201929875707
2025-26,2026-03-23,0022500334,2025-12-04T19:00:00-05:00,3,Final,BOS,WAS,BOS @ WAS,194,70,124,0.2,0.27419354838709675,0.7294117647058824,-0.5714219312269443
2025-26,2026-03-23,0022500335,2025-12-04T19:30:00-05:00,3,Final,UTA,BKN,UTA @ BKN,199,73,126,0.273972602739726,0.2619047619047619,1.046077210460772,0.31109063271511617
2025-26,2026-03-23,0022500336,2025-12-04T19:30:00-05:00,3,Final,LAL,TOR,LAL @ TOR,186,58,128,0.1206896551724138,0.2421875,0.49833147942157957,-1.215417851137205
2025-26,2026-03-23,0022500337,2025-12-04T20:00:00-05:00,3,Final,MIN,NOP,MIN @ NOP,221,67,154,0.1044776119402985,0.23376623376623376,0.4469320066334992,-1.3586626576785217
2025-26,2026-03-23,0022500338,2025-12-05T19:00:00-05:00,3,Final,LAL,BOS,LAL @ BOS,191,60,131,0.15,0.22900763358778625,0.655,-0.7787995221146852
2025-26,2026-03-23,0022500339,2025-12-05T19:00:00-05:00,3,Final,MIA,ORL,MIA @ ORL,202,61,141,0.22950819672131148,0.22695035460992907,1.0112704918032787,0.2140880486421738
2025-26,2026-03-23,0022500340,2025-12-05T19:30:00-05:00,3,Final,DEN,ATL,DEN @ ATL,211,65,146,0.3076923076923077,0.2191780821917808,1.403846153846154,1.3081542269863582
2025-26,2026-03-23,0022500341,2025-12-05T19:30:00-05:00,3,Final,SAS,CLE,SAS @ CLE,207,69,138,0.2318840579710145,0.2391304347826087,0.9696969696969697,0.09822711061441264
2025-26,2026-03-23,0022500342,2025-12-05T19:30:00-05:00,3,Final,POR,DET,POR @ DET,197,102,95,0.45098039215686275,0.4105263157894737,1.0985419808949222,0.4573043093039787
2025-26,2026-03-23,0022500343,2025-12-05T19:30:00-05:00,3,Final,UTA,NYK,UTA @ NYK,205,67,138,0.1791044776119403,0.2463768115942029,0.7269534679543458,-0.5782729400699119
2025-26,2026-03-23,0022500344,2025-12-05T19:30:00-05:00,3,Final,CHA,TOR,CHA @ TOR,204,63,141,0.20634920634920634,0.23404255319148937,0.8816738816738816,-0.1470837754918075
2025-26,2026-03-23,0022500345,2025-12-05T20:00:00-05:00,3,Final,IND,CHI,IND @ CHI,199,62,137,0.16129032258064516,0.21897810218978103,0.7365591397849461,-0.551502965040269
2025-26,2026-03-23,0022500346,2025-12-05T20:00:00-05:00,3,Final,PHX,HOU,PHX @ HOU,196,66,130,0.2727272727272727,0.23846153846153847,1.1436950146627565,0.5831409616271304
2025-26,2026-03-23,0022500347,2025-12-05T20:00:00-05:00,3,Final,LAC,MEM,LAC @ MEM,193,48,145,0.16666666666666666,0.1724137931034483,0.9666666666666666,0.08978198174846044
2025-26,2026-03-23,0022500348,2025-12-05T20:00:00-05:00,3,Final,PHI,MIL,PHI @ MIL,197,76,121,0.25,0.2892561983471074,0.8642857142857143,-0.19554272922262605
2025-26,2026-03-23,0022500349,2025-12-05T21:30:00-05:00,3,Final,DAL,OKC,DAL @ OKC,196,63,133,0.2222222222222222,0.2556390977443609,0.869281045751634,-0.18162127729654026
2025-26,2026-03-23,0022500350,2025-12-06T17:00:00-05:00,3,Final,NOP,BKN,NOP @ BKN,194,48,146,0.3125,0.1643835616438356,1.9010416666666667,2.6937846855092964
2025-26,2026-03-23,0022500351,2025-12-06T19:00:00-05:00,3,Final,ATL,WAS,ATL @ WAS,201,57,144,0.12280701754385964,0.2013888888888889,0.6098003629764065,-0.9047660527029885
2025-26,2026-03-23,0022500352,2025-12-06T19:30:00-05:00,3,Final,GSW,CLE,GSW @ CLE,189,60,129,0.25,0.21705426356589147,1.1517857142857144,0.6056888719345542
2025-26,2026-03-23,0022500353,2025-12-06T19:30:00-05:00,3,Final,MIL,DET,MIL @ DET,191,81,110,0.30864197530864196,0.34545454545454546,0.8934372969460688,-0.11430040139228978
2025-26,2026-03-23,0022500354,2025-12-06T20:00:00-05:00,3,Final,SAC,MIA,SAC @ MIA,200,62,138,0.24193548387096775,0.21739130434782608,1.1129032258064517,0.4973275554085882
2025-26,2026-03-23,0022500355,2025-12-06T20:00:00-05:00,3,Final,LAC,MIN,LAC @ MIN,180,69,111,0.34782608695652173,0.2882882882882883,1.2065217391304348,0.7582322904643439
2025-26,2026-03-23,0022500356,2025-12-06T20:30:00-05:00,3,Final,HOU,DAL,HOU @ DAL,188,51,137,0.1568627450980392,0.18248175182481752,0.8596078431372549,-0.20857945336275516
2025-26,2026-03-23,0022500357,2025-12-07T12:00:00-05:00,3,Final,ORL,NYK,ORL @ NYK,190,67,123,0.23880597014925373,0.2601626016260163,0.9179104477611939,-0.046096360303719844
2025-26,2026-03-23,0022500358,2025-12-07T15:30:00-05:00,3,Final,BOS,TOR,BOS @ TOR,190,60,130,0.23333333333333334,0.23076923076923078,1.011111111111111,0.21364387178242084
2025-26,2026-03-23,0022500359,2025-12-07T18:00:00-05:00,3,Final,DEN,CHA,DEN @ CHA,192,64,128,0.3125,0.2421875,1.2903225806451613,0.9917762293344773
2025-26,2026-03-23,0022500360,2025-12-07T18:00:00-05:00,3,Final,POR,MEM,POR @ MEM,208,71,137,0.2676056338028169,0.26277372262773724,1.0183881064162752,0.2339240756084032
2025-26,2026-03-23,0022500361,2025-12-07T19:00:00-05:00,3,Final,GSW,CHI,GSW @ CHI,188,48,140,0.3333333333333333,0.16428571428571428,2.0289855072463765,3.050350418538444
2025-26,2026-03-23,0022500362,2025-12-07T19:30:00-05:00,3,Final,LAL,PHI,LAL @ PHI,197,64,133,0.21875,0.24060150375939848,0.9091796875,-0.07042805081987939
2025-26,2026-03-23,0022500363,2025-12-07T20:00:00-05:00,3,Final,OKC,UTA,OKC @ UTA,200,59,141,0.2033898305084746,0.19148936170212766,1.0621468926553672,0.3558751099146379
2025-26,2026-03-23,0022500364,2025-12-08T19:00:00-05:00,3,Final,SAC,IND,SAC @ IND,198,54,144,0.24074074074074073,0.18055555555555555,1.3333333333333333,1.1116425745286322
2025-26,2026-03-23,0022500365,2025-12-08T19:30:00-05:00,3,Final,PHX,MIN,PHX @ MIN,184,58,126,0.3448275862068966,0.24603174603174602,1.4015572858731926,1.3017753979400513
2025-26,2026-03-23,0022500366,2025-12-08T20:00:00-05:00,3,Final,SAS,NOP,SAS @ NOP,208,64,144,0.3125,0.2222222222222222,1.40625,1.3148534878655984
2025-26,2026-03-23,0022500367,2025-12-17T20:00:00-05:00,3,Final,CLE,CHI,CLE @ CHI,211,52,159,0.25,0.1509433962264151,1.65625,2.0115766193066245
2025-26,2026-03-23,0022500368,2025-12-17T20:00:00-05:00,3,Final,MEM,MIN,MEM @ MIN,212,82,130,0.23170731707317074,0.2923076923076923,0.7926829268292683,-0.3950920024088712
2025-26,2026-03-23,0022500369,2025-12-18T20:00:00-05:00,3,Final,LAC,OKC,LAC @ OKC,212,59,153,0.13559322033898305,0.1895424836601307,0.7153711279953244,-0.6105516767325675
2025-26,2026-03-23,0022500370,2025-12-18T20:00:00-05:00,3,Final,WAS,SAS,WAS @ SAS,199,54,145,0.14814814814814814,0.18620689655172415,0.7956104252400548,-0.3869333789686642
2025-26,2026-03-23,0022500371,2025-12-18T19:00:00-05:00,3,Final,ATL,CHA,ATL @ CHA,207,69,138,0.21739130434782608,0.2536231884057971,0.8571428571428571,-0.21544910440665563
2025-26,2026-03-23,0022500372,2025-12-18T19:00:00-05:00,3,Final,NYK,IND,NYK @ IND,198,60,138,0.11666666666666667,0.2318840579710145,0.503125,-1.2020588244651085
2025-26,2026-03-23,0022500373,2025-12-18T19:30:00-05:00,3,Final,MIA,BKN,MIA @ BKN,198,47,151,0.2127659574468085,0.15894039735099338,1.3386524822695034,1.126466470942271
2025-26,2026-03-23,0022500374,2025-12-18T20:00:00-05:00,3,Final,TOR,MIL,TOR @ MIL,193,55,138,0.2,0.2028985507246377,0.9857142857142857,0.14286564890587208
2025-26,2026-03-23,0022500375,2025-12-18T20:00:00-05:00,3,Final,HOU,NOP,HOU @ NOP,214,73,141,0.2054794520547945,0.2624113475177305,0.7830433172898926,-0.4219565581854417
2025-26,2026-03-23,0022500376,2025-12-18T20:30:00-05:00,3,Final,DET,DAL,DET @ DAL,220,76,144,0.18421052631578946,0.2847222222222222,0.6469833119383825,-0.8011411701549892
2025-26,2026-03-23,0022500377,2025-12-18T21:00:00-05:00,3,Final,ORL,DEN,ORL @ DEN,203,63,140,0.19047619047619047,0.21428571428571427,0.8888888888888888,-0.12697632581096976
2025-26,2026-03-23,0022500378,2025-12-18T21:00:00-05:00,3,Final,GSW,PHX,GSW @ PHX,200,60,140,0.25,0.20714285714285716,1.206896551724138,0.7592768528802973
2025-26,2026-03-23,0022500379,2025-12-18T21:00:00-05:00,3,Final,LAL,UTA,LAL @ UTA,204,90,114,0.4444444444444444,0.3508771929824561,1.2666666666666666,0.925849739477692
2025-26,2026-03-23,0022500380,2025-12-18T22:00:00-05:00,3,Final,SAC,POR,SAC @ POR,226,89,137,0.2247191011235955,0.3284671532846715,0.6841448189762797,-0.6975760439449435
2025-26,2026-03-23,0022500381,2025-12-19T19:00:00-05:00,3,Final,MIA,BOS,MIA @ BOS,202,58,144,0.1896551724137931,0.2222222222222222,0.853448275862069,-0.22574550536391208
2025-26,2026-03-23,0022500382,2025-12-19T19:00:00-05:00,3,Final,PHI,NYK,PHI @ NYK,188,72,116,0.4027777777777778,0.2672413793103448,1.507168458781362,1.5961023863550092
2025-26,2026-03-23,0022500383,2025-12-19T19:30:00-05:00,3,Final,SAS,ATL,SAS @ ATL,213,45,168,0.06666666666666667,0.13095238095238096,0.509090909090909,-1.185432477010266
2025-26,2026-03-23,0022500384,2025-12-19T19:30:00-05:00,3,Final,CHI,CLE,CHI @ CLE,213,51,162,0.17647058823529413,0.16666666666666666,1.058823529411765,0.3466132537306436
2025-26,2026-03-23,0022500385,2025-12-19T21:30:00-05:00,3,Final,OKC,MIN,OKC @ MIN,206,82,124,0.2682926829268293,0.3064516129032258,0.8754813863928114,-0.16434159430645165
2025-26,2026-03-23,0022500386,2025-12-20T17:00:00-05:00,3,Final,HOU,DEN,HOU @ DEN,192,56,136,0.19642857142857142,0.21323529411764705,0.9211822660098522,-0.03697815448087543
2025-26,2026-03-23,0022500387,2025-12-20T19:00:00-05:00,3,Final,DAL,PHI,DAL @ PHI,209,56,153,0.26785714285714285,0.17647058823529413,1.5178571428571428,1.6258906001160562
2025-26,2026-03-23,0022500388,2025-12-20T19:00:00-05:00,3,Final,BOS,TOR,BOS @ TOR,182,55,127,0.21818181818181817,0.2125984251968504,1.0262626262626262,0.25586951611217995
2025-26,2026-03-23,0022500389,2025-12-20T19:00:00-05:00,3,Final,IND,NOP,IND @ NOP,216,78,138,0.28205128205128205,0.2971014492753623,0.949343339587242,0.04150373098944533
2025-26,2026-03-23,0022500390,2025-12-20T19:30:00-05:00,3,Final,CHA,DET,CHA @ DET,211,68,143,0.20588235294117646,0.2517482517482518,0.8178104575163397,-0.3250642749461637
2025-26,2026-03-23,0022500391,2025-12-20T20:00:00-05:00,3,Final,WAS,MEM,WAS @ MEM,206,59,147,0.2033898305084746,0.20408163265306123,0.9966101694915255,0.1732313059662561
2025-26,2026-03-23,0022500392,2025-12-20T20:30:00-05:00,3,Final,PHX,GSW,PHX @ GSW,201,62,139,0.3387096774193548,0.2158273381294964,1.5693548387096774,1.7694091437815582
2025-26,2026-03-23,0022500393,2025-12-20T21:30:00-05:00,3,Final,ORL,UTA,ORL @ UTA,217,94,123,0.26595744680851063,0.37398373983739835,0.7111470860314524,-0.6223236277101964
2025-26,2026-03-23,0022500394,2025-12-20T22:00:00-05:00,3,Final,POR,SAC,POR @ SAC,192,69,123,0.2753623188405797,0.2601626016260163,1.058423913043478,0.34549956586069186
2025-26,2026-03-23,0022500395,2025-12-20T22:30:00-05:00,3,Final,LAL,LAC,LAL @ LAC,183,64,119,0.1875,0.2773109243697479,0.6761363636363636,-0.7198947482746711
2025-26,2026-03-23,0022500396,2025-12-21T15:30:00-05:00,3,Final,CHI,ATL,CHI @ ATL,213,73,140,0.3561643835616438,0.2357142857142857,1.511000415110004,1.606781636806356
2025-26,2026-03-23,0022500397,2025-12-21T18:00:00-05:00,3,Final,TOR,BKN,TOR @ BKN,192,53,139,0.18867924528301888,0.17266187050359713,1.0927672955974843,0.44121088200990927
2025-26,2026-03-23,0022500398,2025-12-21T18:00:00-05:00,3,Final,MIA,NYK,MIA @ NYK,202,66,136,0.13636363636363635,0.25735294117647056,0.5298701298701299,-1.1275230219294532
2025-26,2026-03-23,0022500399,2025-12-21T19:00:00-05:00,3,Final,SAS,WAS,SAS @ WAS,203,69,134,0.391304347826087,0.21641791044776118,1.808095952023988,2.4347549680698117
2025-26,2026-03-23,0022500400,2025-12-21T19:00:00-05:00,3,Final,MIL,MIN,MIL @ MIN,197,53,144,0.3584905660377358,0.16666666666666666,2.150943396226415,3.3902339477948815
2025-26,2026-03-23,0022500401,2025-12-21T22:00:00-05:00,3,Final,HOU,SAC,HOU @ SAC,206,75,131,0.16,0.2900763358778626,0.5515789473684211,-1.0670228807002886
2025-26,2026-03-23,0022500402,2025-12-22T19:00:00-05:00,3,Final,CHA,CLE,CHA @ CLE,201,62,139,0.1935483870967742,0.2302158273381295,0.8407258064516129,-0.26120166027317454
2025-26,2026-03-23,0022500403,2025-12-22T19:30:00-05:00,3,Final,IND,BOS,IND @ BOS,191,56,135,0.14285714285714285,0.21481481481481482,0.6650246305418719,-0.7508619541839959
2025-26,2026-03-23,0022500404,2025-12-22T20:00:00-05:00,3,Final,DAL,NOP,DAL @ NOP,214,56,158,0.21428571428571427,0.17088607594936708,1.253968253968254,0.8904606280394177
2025-26,2026-03-23,0022500405,2025-12-22T21:00:00-05:00,3,Final,UTA,DEN,UTA @ DEN,210,55,155,0.18181818181818182,0.18064516129032257,1.0064935064935066,0.20077510398668497
2025-26,2026-03-23,0022500406,2025-12-22T21:30:00-05:00,3,Final,MEM,OKC,MEM @ OKC,208,58,150,0.13793103448275862,0.19333333333333333,0.713436385255648,-0.615943596813048
2025-26,2026-03-23,0022500407,2025-12-22T22:00:00-05:00,3,Final,ORL,GSW,ORL @ GSW,196,72,124,0.20833333333333334,0.2903225806451613,0.7175925925925926,-0.6043606936501913
2025-26,2026-03-23,0022500408,2025-12-22T22:00:00-05:00,3,Final,DET,POR,DET @ POR,191,84,107,0.08333333333333333,0.40186915887850466,0.20736434108527133,-2.0263119942096326
2025-26,2026-03-23,0022500409,2025-12-23T19:00:00-05:00,3,Final,WAS,CHA,WAS @ CHA,188,59,129,0.1694915254237288,0.23255813953488372,0.7288135593220338,-0.5730890653400638
2025-26,2026-03-23,0022500410,2025-12-23T19:00:00-05:00,3,Final,BKN,PHI,BKN @ PHI,198,83,115,0.3253012048192771,0.3652173913043478,0.8907056798623063,-0.12191312462627692
2025-26,2026-03-23,0022500411,2025-12-23T19:30:00-05:00,3,Final,CHI,ATL,CHI @ ATL,214,64,150,0.265625,0.22,1.2073863636363635,0.7606419060375091
2025-26,2026-03-23,0022500412,2025-12-23T19:30:00-05:00,3,Final,NOP,CLE,NOP @ CLE,211,61,150,0.14754098360655737,0.21333333333333335,0.6915983606557377,-0.6768038243479909
2025-26,2026-03-23,0022500413,2025-12-23T19:30:00-05:00,3,Final,MIL,IND,MIL @ IND,197,69,128,0.2463768115942029,0.265625,0.927536231884058,-0.019270334477091155
2025-26,2026-03-23,0022500414,2025-12-23T19:30:00-05:00,3,Final,TOR,MIA,TOR @ MIA,189,62,127,0.22580645161290322,0.23622047244094488,0.9559139784946237,0.059815395449922024
2025-26,2026-03-23,0022500415,2025-12-23T20:00:00-05:00,3,Final,DEN,DAL,DEN @ DAL,194,43,151,0.11627906976744186,0.152317880794702,0.7633973710819009,-0.4767076988340576
2025-26,2026-03-23,0022500416,2025-12-23T20:00:00-05:00,3,Final,NYK,MIN,NYK @ MIN,204,54,150,0.09259259259259259,0.18,0.51440329218107,-1.170627436282301
2025-26,2026-03-23,0022500417,2025-12-23T20:30:00-05:00,3,Final,OKC,SAS,OKC @ SAS,190,50,140,0.14,0.17142857142857143,0.8166666666666668,-0.3282518971161547
2025-26,2026-03-23,0022500418,2025-12-23T21:00:00-05:00,3,Final,LAL,PHX,LAL @ PHX,191,67,124,0.22388059701492538,0.2661290322580645,0.8412483039348712,-0.2597455159423515
2025-26,2026-03-23,0022500419,2025-12-23T21:00:00-05:00,3,Final,MEM,UTA,MEM @ UTA,209,73,136,0.3150684931506849,0.25735294117647056,1.2242661448140901,0.807684042038249
2025-26,2026-03-23,0022500420,2025-12-23T22:00:00-05:00,3,Final,ORL,POR,ORL @ POR,195,65,130,0.18461538461538463,0.26153846153846155,0.7058823529411765,-0.6369958730096291
2025-26,2026-03-23,0022500421,2025-12-23T22:00:00-05:00,3,Final,DET,SAC,DET @ SAC,198,77,121,0.45454545454545453,0.256198347107438,1.7741935483870968,2.3402726127687217
