season,as_of_utc_date,game_id,game_date_et,game_status,game_status_text,away_team,home_team,matchup,possessions,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,WMI_rawgame,wmi_rawgame_z_score
2025-26,2026-03-23,0022500136,2025-10-29T21:30:00-04:00,3,Final,LAL,MIN,LAL @ MIN,194,68,126,0.27941176470588236,0.2777777777777778,1.0058823529411764,0.19907188471960205
2025-26,2026-03-23,0022500137,2025-10-29T22:00:00-04:00,3,Final,MEM,PHX,MEM @ PHX,212,53,159,0.20754716981132076,0.16981132075471697,1.2222222222222223,0.8019878494437322
2025-26,2026-03-23,0022500138,2025-10-30T19:00:00-04:00,3,Final,ORL,CHA,ORL @ CHA,190,57,133,0.14035087719298245,0.21804511278195488,0.6436781609195402,-0.8103522708259225
2025-26,2026-03-23,0022500139,2025-10-30T20:00:00-04:00,3,Final,GSW,MIL,GSW @ MIL,205,59,146,0.288135593220339,0.19863013698630136,1.4506136762127413,1.438490285518306
2025-26,2026-03-23,0022500140,2025-10-30T20:00:00-04:00,3,Final,WAS,OKC,WAS @ OKC,200,67,133,0.16417910447761194,0.23308270676691728,0.7043813192103997,-0.6411790926948508
2025-26,2026-03-23,0022500141,2025-10-30T20:30:00-04:00,3,Final,MIA,SAS,MIA @ SAS,199,55,144,0.10909090909090909,0.19444444444444445,0.561038961038961,-1.0406588393082346
2025-26,2026-03-23,0022500142,2025-11-01T17:00:00-04:00,3,Final,SAC,MIL,SAC @ MIL,197,73,124,0.2328767123287671,0.31451612903225806,0.740428521250439,-0.5407194147547567
2025-26,2026-03-23,0022500143,2025-11-01T18:00:00-04:00,3,Final,MIN,CHA,MIN @ CHA,201,63,138,0.1111111111111111,0.2246376811594203,0.49462365591397844,-1.2257511567573909
2025-26,2026-03-23,0022500144,2025-11-01T19:00:00-04:00,3,Final,GSW,IND,GSW @ IND,201,72,129,0.125,0.3023255813953488,0.4134615384615385,-1.4519412552607844
2025-26,2026-03-23,0022500145,2025-11-01T19:00:00-04:00,3,Final,ORL,WAS,ORL @ WAS,212,66,146,0.19696969696969696,0.2328767123287671,0.8458110516934046,-0.2470296283171476
2025-26,2026-03-23,0022500146,2025-11-01T20:00:00-04:00,3,Final,HOU,BOS,HOU @ BOS,192,59,133,0.22033898305084745,0.21052631578947367,1.0466101694915255,0.31257593225446145
2025-26,2026-03-23,0022500147,2025-11-01T22:00:00-04:00,3,Final,DAL,DET,DAL @ DET,203,74,129,0.3918918918918919,0.26356589147286824,1.4868839427662957,1.5395716202838783
2025-26,2026-03-23,0022500148,2025-11-02T15:30:00-05:00,3,Final,NOP,OKC,NOP @ OKC,198,69,129,0.15942028985507245,0.24806201550387597,0.6426630434782609,-0.8131812940357968
2025-26,2026-03-23,0022500149,2025-11-02T18:00:00-05:00,3,Final,PHI,BKN,PHI @ BKN,202,61,141,0.29508196721311475,0.20567375886524822,1.4347088750706614,1.394165314091679
2025-26,2026-03-23,0022500150,2025-11-02T18:00:00-05:00,3,Final,UTA,CHA,UTA @ CHA,202,77,125,0.24675324675324675,0.304,0.8116883116883117,-0.342126037395933
2025-26,2026-03-23,0022500151,2025-11-02T18:00:00-05:00,3,Final,ATL,CLE,ATL @ CLE,212,78,134,0.23076923076923078,0.27611940298507465,0.8357588357588357,-0.2750440737725646
2025-26,2026-03-23,0022500152,2025-11-02T18:00:00-05:00,3,Final,MEM,TOR,MEM @ TOR,189,58,131,0.13793103448275862,0.22900763358778625,0.6022988505747127,-0.9256719615471958
2025-26,2026-03-23,0022500153,2025-11-02T19:00:00-05:00,3,Final,CHI,NYK,CHI @ NYK,199,54,145,0.2037037037037037,0.18620689655172415,1.0939643347050754,0.4445469013519021
2025-26,2026-03-23,0022500154,2025-11-02T20:00:00-05:00,3,Final,SAS,PHX,SAS @ PHX,204,68,136,0.20588235294117646,0.25,0.8235294117647058,-0.30912616409620536
2025-26,2026-03-23,0022500155,2025-11-02T21:30:00-05:00,3,Final,MIA,LAL,MIA @ LAL,211,75,136,0.21333333333333335,0.29411764705882354,0.7253333333333334,-0.582788081135943
2025-26,2026-03-23,0022500156,2025-11-03T19:00:00-05:00,3,Final,MIN,BKN,MIN @ BKN,193,83,110,0.39759036144578314,0.33636363636363636,1.1820253988928688,0.6899636229476968
2025-26,2026-03-23,0022500157,2025-11-03T19:00:00-05:00,3,Final,MIL,IND,MIL @ IND,207,82,125,0.17073170731707318,0.336,0.508130081300813,-1.188110200797031
2025-26,2026-03-23,0022500158,2025-11-03T19:30:00-05:00,3,Final,UTA,BOS,UTA @ BOS,191,66,125,0.16666666666666666,0.256,0.6510416666666666,-0.7898309716958349
2025-26,2026-03-23,0022500159,2025-11-03T19:30:00-05:00,3,Final,WAS,NYK,WAS @ NYK,202,54,148,0.2037037037037037,0.17567567567567569,1.1595441595441593,0.6273108250368644
2025-26,2026-03-23,0022500160,2025-11-03T20:00:00-05:00,3,Final,DAL,HOU,DAL @ HOU,202,61,141,0.19672131147540983,0.2198581560283688,0.8947646747752511,-0.1106011420412765
2025-26,2026-03-23,0022500161,2025-11-03T20:00:00-05:00,3,Final,DET,MEM,DET @ MEM,195,62,133,0.20967741935483872,0.24812030075187969,0.8450635386119257,-0.24911286693683207
2025-26,2026-03-23,0022500162,2025-11-03T21:00:00-05:00,3,Final,SAC,DEN,SAC @ DEN,212,66,146,0.12121212121212122,0.2191780821917808,0.5530303030303031,-1.0629781084539642
2025-26,2026-03-23,0022500163,2025-11-03T22:00:00-05:00,3,Final,LAL,POR,LAL @ POR,201,59,142,0.15254237288135594,0.22535211267605634,0.676906779661017,-0.7177476816138358
2025-26,2026-03-23,0022500164,2025-11-03T22:30:00-05:00,3,Final,MIA,LAC,MIA @ LAC,205,65,140,0.27692307692307694,0.22142857142857142,1.250620347394541,0.8811303722321805
2025-26,2026-03-23,0022500165,2025-11-04T19:30:00-05:00,3,Final,MIL,TOR,MIL @ TOR,200,81,119,0.19753086419753085,0.33613445378151263,0.5876543209876542,-0.9664846915967001
2025-26,2026-03-23,0022500166,2025-11-04T20:00:00-05:00,3,Final,ORL,ATL,ORL @ ATL,199,84,115,0.35714285714285715,0.3217391304347826,1.1100386100386102,0.4893441791360045
2025-26,2026-03-23,0022500167,2025-11-04T20:00:00-05:00,3,Final,PHI,CHI,PHI @ CHI,201,57,144,0.17543859649122806,0.20833333333333334,0.8421052631578947,-0.2573572626888226
2025-26,2026-03-23,0022500168,2025-11-04T20:00:00-05:00,3,Final,CHA,NOP,CHA @ NOP,197,72,125,0.25,0.28,0.8928571428571428,-0.11591722848650907
2025-26,2026-03-23,0022500169,2025-11-04T22:00:00-05:00,3,Final,PHX,GSW,PHX @ GSW,197,53,144,0.18867924528301888,0.1875,1.0062893081761006,0.2002060252221328
2025-26,2026-03-23,0022500170,2025-11-04T23:00:00-05:00,3,Final,OKC,LAC,OKC @ LAC,195,65,130,0.18461538461538463,0.24615384615384617,0.75,-0.5140447321670952
2025-26,2026-03-23,0022500171,2025-11-05T19:00:00-05:00,3,Final,PHI,CLE,PHI @ CLE,208,70,138,0.17142857142857143,0.2463768115942029,0.6957983193277311,-0.6650989909164943
2025-26,2026-03-23,0022500172,2025-11-05T19:00:00-05:00,3,Final,UTA,DET,UTA @ DET,202,61,141,0.36065573770491804,0.19858156028368795,1.81615925058548,2.457226514563838
2025-26,2026-03-23,0022500173,2025-11-05T19:00:00-05:00,3,Final,BKN,IND,BKN @ IND,200,63,137,0.25396825396825395,0.22627737226277372,1.1223758320532513,0.5237266909573003
2025-26,2026-03-23,0022500174,2025-11-05T19:30:00-05:00,3,Final,WAS,BOS,WAS @ BOS,197,68,129,0.27941176470588236,0.2558139534883721,1.0922459893048129,0.4397580573992294
2025-26,2026-03-23,0022500175,2025-11-05T19:30:00-05:00,3,Final,MIN,NYK,MIN @ NYK,193,50,143,0.14,0.18181818181818182,0.77,-0.4583068816518131
2025-26,2026-03-23,0022500176,2025-11-05T20:00:00-05:00,3,Final,HOU,MEM,HOU @ MEM,207,65,142,0.4153846153846154,0.20422535211267606,2.03395225464191,3.0641922097324144
2025-26,2026-03-23,0022500177,2025-11-05T20:30:00-05:00,3,Final,NOP,DAL,NOP @ DAL,198,57,141,0.22807017543859648,0.19148936170212766,1.1910331384015593,0.7150672248584964
2025-26,2026-03-23,0022500178,2025-11-05T21:00:00-05:00,3,Final,MIA,DEN,MIA @ DEN,211,62,149,0.16129032258064516,0.2080536912751678,0.7752341311134234,-0.4437199207729441
2025-26,2026-03-23,0022500179,2025-11-05T22:00:00-05:00,3,Final,SAS,LAL,SAS @ LAL,199,104,95,0.33653846153846156,0.5157894736842106,0.6524725274725275,-0.7858433164105725
2025-26,2026-03-23,0022500180,2025-11-05T22:00:00-05:00,3,Final,OKC,POR,OKC @ POR,214,68,146,0.3235294117647059,0.2465753424657534,1.312091503267974,1.0524438770859315
2025-26,2026-03-23,0022500181,2025-11-05T22:00:00-05:00,3,Final,GSW,SAC,GSW @ SAC,210,70,140,0.21428571428571427,0.25,0.8571428571428571,-0.21544910440665563
2025-26,2026-03-23,0022500182,2025-11-06T21:00:00-05:00,3,Final,LAC,PHX,LAC @ PHX,190,70,120,0.22857142857142856,0.30833333333333335,0.7413127413127413,-0.5382551884719959
2025-26,2026-03-23,0022500183,2025-11-08T19:00:00-05:00,3,Final,DAL,WAS,DAL @ WAS,204,69,135,0.2898550724637681,0.23703703703703705,1.2228260869565217,0.8036707555583238
2025-26,2026-03-23,0022500184,2025-11-08T19:30:00-05:00,3,Final,TOR,PHI,TOR @ PHI,203,75,128,0.25333333333333335,0.2890625,0.8763963963963964,-0.16179155976646103
2025-26,2026-03-23,0022500185,2025-11-08T20:00:00-05:00,3,Final,LAL,ATL,LAL @ ATL,196,45,151,0.28888888888888886,0.12582781456953643,2.295906432748538,3.7942303507904547
2025-26,2026-03-23,0022500186,2025-11-08T20:00:00-05:00,3,Final,CHI,CLE,CHI @ CLE,207,81,126,0.30864197530864196,0.3253968253968254,0.9485094850948509,0.03917986813702561
2025-26,2026-03-23,0022500187,2025-11-08T20:00:00-05:00,3,Final,POR,MIA,POR @ MIA,223,84,139,0.2976190476190476,0.26618705035971224,1.118082368082368,0.5117612683072079
2025-26,2026-03-23,0022500188,2025-11-08T20:00:00-05:00,3,Final,NOP,SAS,NOP @ SAS,197,56,141,0.30357142857142855,0.19858156028368795,1.5286989795918366,1.6561056338775293
2025-26,2026-03-23,0022500189,2025-11-08T21:00:00-05:00,3,Final,IND,DEN,IND @ DEN,206,73,133,0.2602739726027397,0.2781954887218045,0.9355794150314698,0.003145152519782638
2025-26,2026-03-23,0022500190,2025-11-08T22:30:00-05:00,3,Final,PHX,LAC,PHX @ LAC,177,56,121,0.125,0.23140495867768596,0.5401785714285714,-1.0987945031979567
2025-26,2026-03-23,0022500191,2025-11-09T15:30:00-05:00,3,Final,HOU,MIL,HOU @ MIL,192,63,129,0.19047619047619047,0.24031007751937986,0.792626728110599,-0.3952486221978883
2025-26,2026-03-23,0022500192,2025-11-09T18:00:00-05:00,3,Final,BKN,NYK,BKN @ NYK,190,75,115,0.29333333333333333,0.3130434782608696,0.937037037037037,0.0072073883924871655
2025-26,2026-03-23,0022500193,2025-11-09T18:00:00-05:00,3,Final,BOS,ORL,BOS @ ORL,188,77,111,0.2077922077922078,0.36936936936936937,0.5625593918276846,-1.0364215621071993
2025-26,2026-03-23,0022500194,2025-11-09T18:00:00-05:00,3,Final,OKC,MEM,OKC @ MEM,199,62,137,0.16129032258064516,0.23357664233576642,0.6905241935483871,-0.6797974126308877
2025-26,2026-03-23,0022500195,2025-11-09T19:30:00-05:00,3,Final,DET,PHI,DET @ PHI,197,73,124,0.2054794520547945,0.3064516129032258,0.6705118961788031,-0.73556953459355
2025-26,2026-03-23,0022500196,2025-11-09T20:30:00-05:00,3,Final,IND,GSW,IND @ GSW,199,66,133,0.16666666666666666,0.2706766917293233,0.6157407407407407,-0.8882108583113502
2025-26,2026-03-23,0022500197,2025-11-09T21:00:00-05:00,3,Final,MIN,SAC,MIN @ SAC,213,72,141,0.20833333333333334,0.2553191489361702,0.8159722222222223,-0.3301872391479353
2025-26,2026-03-23,0022500198,2025-11-10T19:00:00-05:00,3,Final,LAL,CHA,LAL @ CHA,189,63,126,0.20634920634920634,0.2619047619047619,0.7878787878787878,-0.40848062134269747
2025-26,2026-03-23,0022500199,2025-11-10T19:00:00-05:00,3,Final,WAS,DET,WAS @ DET,230,75,155,0.29333333333333333,0.23225806451612904,1.2629629629629628,0.9155279153081951
2025-26,2026-03-23,0022500200,2025-11-10T19:00:00-05:00,3,Final,POR,ORL,POR @ ORL,195,73,122,0.3013698630136986,0.30327868852459017,0.9937060348019251,0.16513779470599654
2025-26,2026-03-23,0022500201,2025-11-10T19:30:00-05:00,3,Final,CLE,MIA,CLE @ MIA,228,88,140,0.25,0.30714285714285716,0.813953488372093,-0.33581323342636765
2025-26,2026-03-23,0022500202,2025-11-10T20:00:00-05:00,3,Final,SAS,CHI,SAS @ CHI,207,62,145,0.1935483870967742,0.2206896551724138,0.877016129032258,-0.16006443151560634
2025-26,2026-03-23,0022500203,2025-11-10T20:30:00-05:00,3,Final,MIL,DAL,MIL @ DAL,206,78,128,0.28205128205128205,0.3203125,0.8805503439649781,-0.1502149543351648
2025-26,2026-03-23,0022500204,2025-11-10T21:00:00-05:00,3,Final,NOP,PHX,NOP @ PHX,197,67,130,0.26865671641791045,0.24615384615384617,1.091417910447761,0.4374502906217684
2025-26,2026-03-23,0022500205,2025-11-10T21:00:00-05:00,3,Final,MIN,UTA,MIN @ UTA,204,75,129,0.32,0.27906976744186046,1.1466666666666667,0.5914226363859997
2025-26,2026-03-23,0022500206,2025-11-10T22:30:00-05:00,3,Final,ATL,LAC,ATL @ LAC,184,64,120,0.15625,0.26666666666666666,0.5859375,-0.9712692871752687
2025-26,2026-03-23,0022500207,2025-11-11T19:30:00-05:00,3,Final,TOR,BKN,TOR @ BKN,192,66,126,0.36363636363636365,0.24603174603174602,1.4780058651026393,1.5148293719998813
2025-26,2026-03-23,0022500208,2025-11-11T19:30:00-05:00,3,Final,MEM,NYK,MEM @ NYK,219,56,163,0.19642857142857142,0.17791411042944785,1.104064039408867,0.4726936929033235
2025-26,2026-03-23,0022500209,2025-11-11T20:00:00-05:00,3,Final,BOS,PHI,BOS @ PHI,188,62,126,0.25806451612903225,0.21428571428571427,1.2043010752688172,0.7520435389461675
2025-26,2026-03-23,0022500210,2025-11-11T20:00:00-05:00,3,Final,GSW,OKC,GSW @ OKC,202,85,117,0.24705882352941178,0.358974358974359,0.6882352941176471,-0.686176329346643
2025-26,2026-03-23,0022500211,2025-11-11T21:00:00-05:00,3,Final,IND,UTA,IND @ UTA,205,78,127,0.2948717948717949,0.2992125984251969,0.9854925775978407,0.1422477722132504
2025-26,2026-03-23,0022500212,2025-11-11T23:00:00-05:00,3,Final,DEN,SAC,DEN @ SAC,192,64,128,0.234375,0.234375,1.0,0.1826783992739309
2025-26,2026-03-23,0022500213,2025-11-12T19:00:00-05:00,3,Final,MIL,CHA,MIL @ CHA,187,57,130,0.19298245614035087,0.2230769230769231,0.8650937689050211,-0.19329076784367086
2025-26,2026-03-23,0022500214,2025-11-12T19:00:00-05:00,3,Final,CHI,DET,CHI @ DET,210,63,147,0.23809523809523808,0.21768707482993196,1.09375,0.4439495735643157
2025-26,2026-03-23,0022500215,2025-11-12T19:00:00-05:00,3,Final,ORL,NYK,ORL @ NYK,201,67,134,0.2537313432835821,0.2537313432835821,1.0,0.1826783992739309
2025-26,2026-03-23,0022500216,2025-11-12T19:30:00-05:00,3,Final,MEM,BOS,MEM @ BOS,192,59,133,0.1864406779661017,0.22556390977443608,0.8265536723163842,-0.30069787496876965
2025-26,2026-03-23,0022500217,2025-11-12T19:30:00-05:00,3,Final,CLE,MIA,CLE @ MIA,215,76,139,0.23684210526315788,0.2589928057553957,0.9144736842105262,-0.05567425095589413
2025-26,2026-03-23,0022500218,2025-11-12T20:00:00-05:00,3,Final,WAS,HOU,WAS @ HOU,199,64,135,0.203125,0.24444444444444444,0.8309659090909092,-0.28840144527994455
2025-26,2026-03-23,0022500219,2025-11-12T20:00:00-05:00,3,Final,POR,NOP,POR @ NOP,191,58,133,0.27586206896551724,0.20300751879699247,1.3588761174968071,1.1828275688010232
2025-26,2026-03-23,0022500220,2025-11-12T20:00:00-05:00,3,Final,GSW,SAS,GSW @ SAS,212,62,150,0.25806451612903225,0.2,1.2903225806451613,0.9917762293344773
2025-26,2026-03-23,0022500221,2025-11-12T20:30:00-05:00,3,Final,PHX,DAL,PHX @ DAL,207,72,135,0.25,0.2814814814814815,0.888157894736842,-0.12901352794968626
2025-26,2026-03-23,0022500222,2025-11-12T21:30:00-05:00,3,Final,LAL,OKC,LAL @ OKC,204,63,141,0.23809523809523808,0.22695035460992907,1.0491071428571428,0.3195347286641323
2025-26,2026-03-23,0022500223,2025-11-12T22:00:00-05:00,3,Final,ATL,SAC,ATL @ SAC,215,57,158,0.14035087719298245,0.16455696202531644,0.8529014844804319,-0.2272693541785486
2025-26,2026-03-23,0022500224,2025-11-12T22:30:00-05:00,3,Final,DEN,LAC,DEN @ LAC,194,74,120,0.25675675675675674,0.275,0.9336609336609335,-0.0022014488725826406
2025-26,2026-03-23,0022500225,2025-11-13T19:00:00-05:00,3,Final,TOR,CLE,TOR @ CLE,194,64,130,0.28125,0.23846153846153847,1.1794354838709677,0.6827458081307964
2025-26,2026-03-23,0022500226,2025-11-13T21:00:00-05:00,3,Final,IND,PHX,IND @ PHX,196,74,122,0.44594594594594594,0.2540983606557377,1.7550130775937227,2.2868187020740307
2025-26,2026-03-23,0022500227,2025-11-13T21:00:00-05:00,3,Final,ATL,UTA,ATL @ UTA,216,58,158,0.13793103448275862,0.17721518987341772,0.7783251231527093,-0.43510565816146196
2025-26,2026-03-23,0022500228,2025-11-15T17:00:00-05:00,3,Final,MEM,CLE,MEM @ CLE,209,77,132,0.2597402597402597,0.30303030303030304,0.857142857142857,-0.21544910440665593
2025-26,2026-03-23,0022500229,2025-11-15T19:00:00-05:00,3,Final,OKC,CHA,OKC @ CHA,192,40,152,0.0,0.13157894736842105,0.0,-2.6042141264901737
2025-26,2026-03-23,0022500230,2025-11-15T19:00:00-05:00,3,Final,TOR,IND,TOR @ IND,214,72,142,0.3472222222222222,0.2323943661971831,1.4941077441077442,1.559703578249966
2025-26,2026-03-23,0022500231,2025-11-15T20:00:00-05:00,3,Final,LAL,MIL,LAL @ MIL,194,71,123,0.30985915492957744,0.2601626016260163,1.1910211267605633,0.7150337497059822
2025-26,2026-03-23,0022500232,2025-11-15T20:00:00-05:00,3,Final,DEN,MIN,DEN @ MIN,204,70,134,0.2714285714285714,0.26865671641791045,1.0103174603174603,0.2114320523175287
2025-26,2026-03-23,0022500233,2025-11-16T15:30:00-05:00,3,Final,LAC,BOS,LAC @ BOS,187,66,121,0.24242424242424243,0.2727272727272727,0.888888888888889,-0.12697632581096946
2025-26,2026-03-23,0022500234,2025-11-16T16:00:00-05:00,3,Final,SAC,SAS,SAC @ SAS,205,52,153,0.15384615384615385,0.16339869281045752,0.9415384615384615,0.01975237469079864
2025-26,2026-03-23,0022500235,2025-11-16T18:00:00-05:00,3,Final,BKN,WAS,BKN @ WAS,194,67,127,0.2835820895522388,0.25984251968503935,1.0913613749434645,0.4372927322474041
2025-26,2026-03-23,0022500236,2025-11-16T19:00:00-05:00,3,Final,ORL,HOU,ORL @ HOU,211,75,136,0.26666666666666666,0.25,1.0666666666666667,0.36847123432487117
2025-26,2026-03-23,0022500237,2025-11-16T19:00:00-05:00,3,Final,GSW,NOP,GSW @ NOP,208,66,142,0.12121212121212122,0.23943661971830985,0.5062388591800356,-1.1933808335899854
2025-26,2026-03-23,0022500238,2025-11-16T19:30:00-05:00,3,Final,POR,DAL,POR @ DAL,221,92,129,0.20652173913043478,0.3643410852713178,0.566836262719704,-1.0245023825845723
2025-26,2026-03-23,0022500239,2025-11-16T20:00:00-05:00,3,Final,ATL,PHX,ATL @ PHX,203,59,144,0.288135593220339,0.2013888888888889,1.4307422559906486,1.3831107730250383
2025-26,2026-03-23,0022500240,2025-11-16T20:00:00-05:00,3,Final,CHI,UTA,CHI @ UTA,250,88,162,0.2840909090909091,0.2777777777777778,1.0227272727272727,0.24601686576856957
2025-26,2026-03-23,0022500241,2025-11-17T19:00:00-05:00,3,Final,MIL,CLE,MIL @ CLE,201,56,145,0.23214285714285715,0.1793103448275862,1.2946428571428572,1.0038163756151404
2025-26,2026-03-23,0022500242,2025-11-17T19:00:00-05:00,3,Final,IND,DET,IND @ DET,203,74,129,0.25675675675675674,0.2868217054263566,0.8951789627465302,-0.10944656599060489
2025-26,2026-03-23,0022500243,2025-11-17T19:00:00-05:00,3,Final,LAC,PHI,LAC @ PHI,189,77,112,0.19480519480519481,0.3482142857142857,0.5594405594405595,-1.0451134127759891
2025-26,2026-03-23,0022500244,2025-11-17T19:30:00-05:00,3,Final,NYK,MIA,NYK @ MIA,209,59,150,0.13559322033898305,0.20666666666666667,0.6560962274466922,-0.7757444540369614
2025-26,2026-03-23,0022500245,2025-11-17T19:30:00-05:00,3,Final,CHA,TOR,CHA @ TOR,204,54,150,0.16666666666666666,0.18666666666666668,0.8928571428571428,-0.11591722848650907
2025-26,2026-03-23,0022500246,2025-11-17T20:00:00-05:00,3,Final,DAL,MIN,DAL @ MIN,214,72,142,0.125,0.2676056338028169,0.4671052631578948,-1.3024419598503616
2025-26,2026-03-23,0022500247,2025-11-17T20:00:00-05:00,3,Final,OKC,NOP,OKC @ NOP,199,67,132,0.19402985074626866,0.25757575757575757,0.7532923617208077,-0.5048692738952644
2025-26,2026-03-23,0022500248,2025-11-17T21:00:00-05:00,3,Final,CHI,DEN,CHI @ DEN,207,54,153,0.2037037037037037,0.1830065359477124,1.1130952380952381,0.4978626730210619
2025-26,2026-03-23,0022500249,2025-11-18T19:00:00-05:00,3,Final,GSW,ORL,GSW @ ORL,205,69,136,0.18840579710144928,0.25735294117647056,0.7320910973084886,-0.5639549192227049
2025-26,2026-03-23,0022500250,2025-11-18T19:30:00-05:00,3,Final,BOS,BKN,BOS @ BKN,190,68,122,0.2647058823529412,0.27049180327868855,0.9786096256684491,0.12306572492603536
2025-26,2026-03-23,0022500251,2025-11-18T19:30:00-05:00,3,Final,DET,ATL,DET @ ATL,200,69,131,0.17391304347826086,0.24427480916030533,0.7119565217391305,-0.6200678173863817
2025-26,2026-03-23,0022500252,2025-11-18T20:00:00-05:00,3,Final,MEM,SAS,MEM @ SAS,192,45,147,0.26666666666666666,0.14285714285714285,1.8666666666666667,2.597985254936155
2025-26,2026-03-23,0022500253,2025-11-18T22:30:00-05:00,3,Final,UTA,LAL,UTA @ LAL,210,77,133,0.33766233766233766,0.2706766917293233,1.2474747474747476,0.8723639233266642
2025-26,2026-03-23,0022500254,2025-11-18T23:00:00-05:00,3,Final,PHX,POR,PHX @ POR,210,63,147,0.23809523809523808,0.20408163265306123,1.1666666666666665,0.6471604869012813
2025-26,2026-03-23,0022500255,2025-11-19T19:00:00-05:00,3,Final,HOU,CLE,HOU @ CLE,194,71,123,0.22535211267605634,0.2926829268292683,0.7699530516431925,-0.45843772167649693
2025-26,2026-03-23,0022500256,2025-11-19T19:00:00-05:00,3,Final,CHA,IND,CHA @ IND,199,67,132,0.1044776119402985,0.24242424242424243,0.43097014925373134,-1.4031466387075093
2025-26,2026-03-23,0022500257,2025-11-19T19:30:00-05:00,3,Final,GSW,MIA,GSW @ MIA,211,68,143,0.1323529411764706,0.23776223776223776,0.5566608996539792,-1.0528600258593768
2025-26,2026-03-23,0022500258,2025-11-19T19:00:00-05:00,3,Final,TOR,PHI,TOR @ PHI,193,67,126,0.13432835820895522,0.2698412698412698,0.49780509218612823,-1.2168848357893418
2025-26,2026-03-23,0022500259,2025-11-19T20:00:00-05:00,3,Final,WAS,MIN,WAS @ MIN,193,65,128,0.18461538461538463,0.25,0.7384615384615385,-0.5462011843874502
2025-26,2026-03-23,0022500260,2025-11-19T20:00:00-05:00,3,Final,DEN,NOP,DEN @ NOP,213,78,135,0.28205128205128205,0.25925925925925924,1.087912087912088,0.42767994000044596
2025-26,2026-03-23,0022500261,2025-11-19T20:00:00-05:00,3,Final,SAC,OKC,SAC @ OKC,205,72,133,0.125,0.2932330827067669,0.4262820512820513,-1.4162118639048342
2025-26,2026-03-23,0022500262,2025-11-19T21:30:00-05:00,3,Final,NYK,DAL,NYK @ DAL,203,78,125,0.23076923076923078,0.288,0.8012820512820514,-0.3711271667432946
2025-26,2026-03-23,0022500263,2025-11-19T22:00:00-05:00,3,Final,CHI,POR,CHI @ POR,213,71,142,0.2112676056338028,0.23943661971830985,0.8823529411764707,-0.14519130963949295
2025-26,2026-03-23,0022500264,2025-11-20T19:00:00-05:00,3,Final,LAC,ORL,LAC @ ORL,209,63,146,0.07936507936507936,0.22602739726027396,0.3511303511303511,-1.6256515753560727
2025-26,2026-03-23,0022500265,2025-11-20T20:00:00-05:00,3,Final,SAC,MEM,SAC @ MEM,198,60,138,0.11666666666666667,0.2246376811594203,0.5193548387096775,-1.1568280082707516
2025-26,2026-03-23,0022500266,2025-11-20T20:00:00-05:00,3,Final,PHI,MIL,PHI @ MIL,216,54,162,0.2777777777777778,0.1728395061728395,1.6071428571428572,1.8747202899164233
2025-26,2026-03-23,0022500267,2025-11-20T20:00:00-05:00,3,Final,ATL,SAS,ATL @ SAS,205,72,133,0.1388888888888889,0.2706766917293233,0.5131172839506173,-1.1742114030078206
2025-26,2026-03-23,0022500268,2025-11-22T13:00:00-05:00,3,Final,LAC,CHA,LAC @ CHA,191,61,130,0.09836065573770492,0.25384615384615383,0.38748137108792846,-1.5243451895323985
2025-26,2026-03-23,0022500269,2025-11-22T17:00:00-05:00,3,Final,NYK,ORL,NYK @ ORL,199,80,119,0.225,0.3277310924369748,0.6865384615384615,-0.690905219379048
2025-26,2026-03-23,0022500270,2025-11-22T19:00:00-05:00,3,Final,ATL,NOP,ATL @ NOP,197,61,136,0.11475409836065574,0.21323529411764705,0.5381571509327304,-1.1044279848692422
2025-26,2026-03-23,0022500271,2025-11-22T20:00:00-05:00,3,Final,WAS,CHI,WAS @ CHI,210,67,143,0.208955223880597,0.23776223776223776,0.8788410886742757,-0.15497846512944613
2025-26,2026-03-23,0022500272,2025-11-22T20:00:00-05:00,3,Final,DET,MIL,DET @ MIL,199,56,143,0.21428571428571427,0.1958041958041958,1.0943877551020407,0.4457269284914608
2025-26,2026-03-23,0022500273,2025-11-22T20:30:00-05:00,3,Final,MEM,DAL,MEM @ DAL,183,61,122,0.14754098360655737,0.2540983606557377,0.5806451612903225,-0.986018466369081
2025-26,2026-03-23,0022500274,2025-11-22T22:00:00-05:00,3,Final,SAC,DEN,SAC @ DEN,192,63,129,0.23809523809523808,0.27906976744186046,0.8531746031746031,-0.22650820173111633
2025-26,2026-03-23,0022500275,2025-11-23T13:00:00-05:00,3,Final,MIA,PHI,MIA @ PHI,212,57,155,0.3508771929824561,0.16774193548387098,2.091767881241565,3.2253181473753614
2025-26,2026-03-23,0022500276,2025-11-23T18:00:00-05:00,3,Final,CHA,ATL,CHA @ ATL,187,55,132,0.21818181818181817,0.21212121212121213,1.0285714285714285,0.2623039000100479
2025-26,2026-03-23,0022500277,2025-11-23T18:00:00-05:00,3,Final,ORL,BOS,ORL @ BOS,192,63,129,0.15873015873015872,0.2558139534883721,0.6204906204906204,-0.8749734539381321
2025-26,2026-03-23,0022500278,2025-11-23T18:00:00-05:00,3,Final,LAC,CLE,LAC @ CLE,193,60,133,0.26666666666666666,0.21052631578947367,1.2666666666666668,0.9258497394776926
