model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
poisson_glm_m_t_controlled_v1,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log,ok,True,197,126,0,126,71,0,71,20,51,0.1,0.21568627450980393,0.09909057874690048,0.21646535252120244,0.4577664628208559,-0.7813961314191648,0.457766462820856,0.7696282636757952,0.309967454035902,-2.2898398097078196,0.72704754686949,0.10128268505736102,2.0689630647611708,
