model_id,formula,fit_method,fit_status,converged,rows_before_exclusion,rows_excluded_score_margin,rows_excluded_intentional,rows_excluded_total,rows_before_model,rows_dropped_missing_controls,rows_used_in_model,n1_count_L_t_eq_1,n0_count_L_t_eq_0,mean_M_t_where_L_t_eq_1,mean_M_t_where_L_t_eq_0,adjusted_mean_M_t_if_L_t_eq_1,adjusted_mean_M_t_if_L_t_eq_0,WMI_controlled,beta_L_t,irr_L_t,std_err_L_t,p_value_L_t,ci_low_beta_L_t,ci_high_beta_L_t,ci_low_irr_L_t,ci_high_irr_L_t,error_message
poisson_glm_m_t_controlled_v1,M_t ~ L_t + seconds_left_in_game + score_difference + C(period_bucket) + C(offense_team) + C(defense_team),glm_poisson_log,ok,True,181,0,2,2,179,0,179,72,107,0.2222222222222222,0.308411214953271,0.22371466434768075,0.3070329372444868,0.7286340884318196,-0.3165836092931935,0.7286340884318195,0.3084048665370007,0.30464677703130294,-0.9210460403625971,0.28787882177621005,0.39810239203612857,1.3335956915744624,
